circo;Inscrits;Exprimés;%_Exp/Ins;LFI;voix;%_Voix/Ins;%_Voix/Exp;PCF;voix;%_Voix/Ins;%_Voix/Exp;EELV;voix;%_Voix/Ins;%_Voix/Exp;PS;voix;%_Voix/Ins;%_Voix/Exp;EM;voix;%_Voix/Ins;%_Voix/Exp;UDI;voix;%_Voix/Ins;%_Voix/Exp;LR;voix;%_Voix/Ins;%_Voix/Exp;DLF;voix;%_Voix/Ins;%_Voix/Exp;FN;voix;%_Voix/Ins;%_Voix/Exp
60_6;75206;34374;45.71;Géraldine MINET;2692;3.58;7.83;Patrice CARVALHO;6963;9.26;20.26;;0;0.0;0.0;;0;0.0;0.0;Carole BUREAU-BONNARD;11091;14.75;32.27;;0;0.0;0.0;Eric DE VALROGER;5869;7.8;17.07;;0;0.0;0.0;Michel GUINIOT;7759;10.32;22.57
60_7;76060;23995;31.55;Marie-Laure DARRIGADE;3050;4.01;12.71;Marie-France BOUTROUE;1669;2.19;6.96;;0;0.0;0.0;Alexandre OUIZILLE;2118;2.78;8.83;Jean-François DARDENNE;9066;11.92;37.78;;0;0.0;0.0;Marc MOUILLESEAUX;634;0.83;2.64;;0;0.0;0.0;Philippe LAMBILLIOTTE;7458;9.81;31.08
61_1;69542;20245;29.11;Martine HAMEL;2865;4.12;14.15;François TOLLOT;525;0.75;2.59;Isabelle ROBERT;1522;2.19;7.52;Joaquim PUEYO;10441;15.01;51.57;;0;0.0;0.0;;0;0.0;0.0;Claudine PROD'HOMME;578;0.83;2.86;;0;0.0;0.0;Raymond HERBRETEAU;4314;6.2;21.31
61_2;67550;32962;48.8;Jean-Claude MARIE;2987;4.42;9.06;;0;0.0;0.0;Pierre RISTIC;1005;1.49;3.05;Serge DELAVALLÉE;1854;2.74;5.62;Ophélie LEROUGE;10727;15.88;32.54;;0;0.0;0.0;Véronique LOUWAGIE;10699;15.84;32.46;;0;0.0;0.0;Francine LAVANRY;5690;8.42;17.26
61_3;71642;24070;33.6;Clément BUJARRABAL;3378;4.72;14.03;Jean CHATELAIS;846;1.18;3.51;Corinne MALIGNAC;1488;2.08;6.18;;0;0.0;0.0;Isabelle BOSCHER;12980;18.12;53.93;;0;0.0;0.0;Pierre LATEUX;359;0.5;1.49;;0;0.0;0.0;Katia FRÉMONT;5019;7.01;20.85
62_1;104255;51861;49.74;Gabriel BERTEIN;5415;5.19;10.44;Maryse MASSART;429;0.41;0.83;Sylvie JONIAUX;1179;1.13;2.27;Jean-Jacques COTTEL;8415;8.07;16.23;Bruno DUVERGÉ;15037;14.42;28.99;;0;0.0;0.0;Michel PETIT;8676;8.32;16.73;;0;0.0;0.0;Agnès CAUDRON;12710;12.19;24.51
62_2;85270;41554;48.73;Caroline DELPLACE;5531;6.49;13.31;Leïla DUTAILLY;548;0.64;1.32;Laure OLIVIER;2051;2.41;4.94;Antoine DÉTOURNÉ;2880;3.38;6.93;Jacqueline MAQUET;15889;18.63;38.24;;0;0.0;0.0;Alexandre MALFAIT;6937;8.14;16.69;;0;0.0;0.0;Alban HEUSELE;7718;9.05;18.57
62_3;85594;34547;40.36;Djordje KUZMANOVIC;4172;4.87;12.08;Jean-Marc TELLIER;6055;7.07;17.53;Jamel OUFQIR;1275;1.49;3.69;Frédérique MASSON;3310;3.87;9.58;Patrick DEBRUYNE;6276;7.33;18.17;;0;0.0;0.0;Sabine BANACH-FINEZ;1752;2.05;5.07;;0;0.0;0.0;José EVRARD;11707;13.68;33.89
62_4;88511;46684;52.74;Anaïs ALLIOT;3670;4.15;7.86;;0;0.0;0.0;Martine MINNE;678;0.77;1.45;Blandine DRAIN;2954;3.34;6.33;Thibaut GUILLUY;17158;19.39;36.75;;0;0.0;0.0;Daniel FASQUELLE;15126;17.09;32.4;;0;0.0;0.0;Benoit DOLLE;7098;8.02;15.2
62_5;89795;39150;43.6;Alain BERTHAULT;5776;6.43;14.75;David GOBE;1446;1.61;3.69;Cindy PACQUES;1418;1.58;3.62;Mireille HINGREZ-CÉRÉDA;4400;4.9;11.24;Jean-Pierre PONT;13145;14.64;33.58;;0;0.0;0.0;Fabienne CHOCHOIS;4176;4.65;10.67;;0;0.0;0.0;Antoine GOLLIOT;8789;9.79;22.45
