1_1;UMP;PS
1_2;UMP;PS
1_3;UMP;PS
1_4;UMP;PS
1_5;UMP;PS
2_1;PS;UMP;FN
2_2;UMP;PS;FN
2_3;PS;UMP;FN
2_4;PS;UMP;FN
2_5;UMP;PS;FN
3_1;PS;UMP
3_2;PS;UMP
3_3;UMP;PS
4_1;UMP;PS
4_2;UMP;PS
5_1;UMP;PS
5_2;UMP;PS
6_1;UMP;PS
6_2;UMP;PS;FN
6_3;UMP;PS;FN
6_4;UMP;FN;PS
6_5;UMP;PS;FN
6_6;UMP;PS;FN
6_7;UMP;PS
6_8;UMP;FG
6_9;UMP;PS
7_1;PS;UMP
7_2;UMP;PS
7_3;PS;UMP
8_1;UMP;PS;FN
8_2;PS;UMP
8_3;UMP;PS;FN
9_1;PS;UMP
9_2;PS;UMP
10_1;UMP;PS;FN
10_2;UMP;PS;FN
10_3;UMP;PS
11_1;PS;UMP;FN
11_2;PS;UMP;FN
11_3;PS;UMP
12_1;UMP;PS
12_2;PS;UMP
12_3;PS;UMP
13_1;UMP;PS;FN
13_2;UMP;PS
13_3;PS;UMP;FN
13_4;PS;UMP
13_5;UMP;PS
13_6;UMP;PS
13_7;PS;UMP
13_8;UMP;PS;FN
13_9;UMP;PS;FN
13_10;UMP;FG;FN
13_11;UMP;PS
13_12;UMP;PS;FN
13_13;PS;UMP;FN
13_14;UMP;PS
13_15;UMP;PS;FN
13_16;UMP;PS;FN
14_1;PS;UMP
14_2;PS;UMP
14_3;UMP;PS
14_4;UMP;PS
14_5;UMP;PS
14_6;PS;UMP
15_1;PS;UMP
15_2;UMP;PS
16_1;PS;UMP
16_2;PS;UMP
16_3;PS;UMP
17_1;PS;UMP
17_2;PS;UMP
17_3;PS;UMP
17_4;UMP;PS
17_5;UMP;PS
18_1;UMP;PS
18_2;PS;UMP
18_3;UMP;PS
19_1;PS;UMP
19_2;PS;UMP
2A_1;UMP;PS;FN
2A_2;UMP;PS
2B_1;UMP;PS
2B_2;UMP;PS
21_1;UMP;PS
21_2;UMP;PS
21_3;PS;UMP
21_4;UMP;PS
21_5;UMP;PS
22_1;PS;UMP
22_2;PS;UMP
22_3;PS;UMP
22_4;PS;UMP
22_5;PS;UMP
23_1;PS;UMP
24_1;PS;UMP
24_2;PS;UMP
24_3;PS;UMP
24_4;PS;UMP
25_1;PS;UMP
25_2;UMP;FG
25_3;UMP;PS
25_4;PS;UMP;FN
25_5;UMP;PS
26_1;UMP;PS
26_2;UMP;PS;FN
26_3;UMP;PS
