circo;Couleur;Nom;Round;%_Voix/Ins_2nd_tour;%_Voix/Ins_1er_tour
14_1;EM;Fabrice LE VIGOUREUX;2nd tour;28.1;24.53
14_2;EM;Eric HALPHEN;2nd tour;22.45;18.92
14_3;EM;Florence LEHERICY;2nd tour;21.8;12.85
14_4;EM;Christophe BLANCHET;2nd tour;26.56;18.41
14_5;EM;Bertrand BOUYX;2nd tour;27.28;24.07
14_6;EM;Alain TOURRET;2nd tour;31.32;27.38
15_1;EM;François DANEMANS;2nd tour;20.22;19.71
15_2;EM;Patricia ROCHES;2nd tour;19.17;14.45
16_1;EM;Thomas MESNIER;2nd tour;21.8;16.73
16_2;EM;Sandra MARSAUD;2nd tour;17.89;14.28
16_3;EM;Madeleine NGOMBET BITOO;2nd tour;23.86;14.14
17_1;EM;Otilia FERREIRA;2nd tour;24.98;18.76
17_2;EM;Fréderique TUFFNELL;2nd tour;17.86;16.5
17_3;EM;Jean-Philippe ARDOUIN;2nd tour;19.23;15.48
17_4;EM;Raphaël GÉRARD;2nd tour;18.54;15.36
17_5;PS;Mickael VALLET;2nd tour;18.3;11.47
18_1;EM;François CORMIER-BOULIGEON;2nd tour;20.13;16.23
18_2;EM;Nadia ESSAYAN;2nd tour;21.31;13.2
18_3;EM;Loïc KERVRAN;2nd tour;27.62;14.75
19_1;EM;Christophe JERRETIE;2nd tour;26.28;19.72
19_2;EM;Patricia BORDAS;2nd tour;21.35;16.62
21_1;EM;Didier MARTIN;2nd tour;26.01;21.39
21_2;EM;François DESEILLE;2nd tour;24.9;20.95
21_3;EM;Fadila KHATTABI;2nd tour;29.36;16.14
21_4;EM;Yolaine DE COURSON;2nd tour;25.88;15.61
21_5;EM;Didier PARIS;2nd tour;20.08;16.78
22_1;EM;Bruno JONCOUR;2nd tour;26.74;20.71
22_2;EM;Hervé BERVILLE;2nd tour;25.1;19.31
22_3;EM;Olivier ALLAIN;2nd tour;24.58;22.64
22_4;EM;Yannick KERLOGOT;2nd tour;26.74;19.29
22_5;EM;Eric BOTHOREL;2nd tour;33.27;30.17
23_1;EM;Jean-Baptiste MOREAU;2nd tour;20.7;16.14
24_1;EM;Philippe CHASSAING;2nd tour;23.84;16.53
24_2;EM;Michel DELPON;2nd tour;29.16;17.42
24_3;EM;Jean-Pierre CUBERTAFON;2nd tour;30.81;15.95
24_4;EM;Jacqueline DUBOIS;2nd tour;19.05;15.17
25_1;EM;Fannette CHARVIER;2nd tour;19.72;13.3
25_2;LFI;Claire ARNOUX;2nd tour;10.41;6.17
25_3;EM;Denis SOMMER;2nd tour;24.86;13.09
25_4;FN;Sophie MONTEL;2nd tour;29.72;28.93
25_5;LR;Annie GENEVARD;2nd tour;18.35;14.63
26_1;EM;Mireille CLAPOT;2nd tour;19.22;15.25
26_2;EM;Alice THOUROT;2nd tour;20.77;13.31
26_3;EM;Célia DE LAVERGNE;2nd tour;24.75;14.65
26_4;EM;Latifa CHAY;2nd tour;26.64;13.84
27_1;EM;Bruno LE MAIRE;2nd tour;27.17;24.86
27_2;EM;Fabien GOUTTEFARDE;2nd tour;25.69;17.09
27_3;FN;Timothée HOUSSIN;2nd tour;13.73;13.37
27_4;EM;Bruno QUESTEL;2nd tour;26.05;16.37
27_5;EM;Claire O'PETIT;2nd tour;18.97;11.9
28_1;EM;Guillaume KASBARIAN;2nd tour;22.63;18.88
28_2;EM;Claire Tassadit HOUD;2nd tour;26.77;12.95
28_3;LR;Laure DE LA RAUDIERE;2nd tour;21.3;19.76
28_4;EM;Fabien VERDIER;2nd tour;20.95;16.43
29_1;EM;Annaïg LE MEUR;2nd tour;23.09;20.69
29_2;EM;Jean-Charles LARSONNEUR;2nd tour;26.55;19.66
29_3;EM;Didier LE GAC;2nd tour;29.09;24.86
29_4;EM;Sandrine LE FEUR;2nd tour;23.83;18.26
29_5;EM;Graziella MELCHIOR;2nd tour;38.15;27.9
29_6;EM;Richard FERRAND;2nd tour;36.39;34.8
29_7;EM;Liliane TANGUY;2nd tour;26.76;18.96
29_8;EM;Erwan BALANANT;2nd tour;23.01;19.68
30_1;EM;Françoise DUMAS;2nd tour;24.76;19.53
30_2;FN;Gilbert COLLARD;1er tour;0.01;34.61
30_3;EM;Anthony CELLIER;2nd tour;24.49;16.01
30_4;EM;Annie CHAPELIER;2nd tour;24.36;11.37
30_5;EM;Olivier GAILLARD;2nd tour;25.75;20.45
30_6;EM;Philippe BERTA;2nd tour;24.62;14.97
31_1;EM;Pierre CABARE;2nd tour;28.7;20.88
31_2;EM;Jean-Luc LAGLEIZE;2nd tour;24.94;20.17
31_3;EM;Corinne VIGNON;2nd tour;23.04;21.5
31_4;EM;Mickaël NOGAL;2nd tour;25.65;18.53
31_5;EM;Jean-François PORTARRIEU;2nd tour;29.1;19.4
31_6;EM;Monique IBORRA;2nd tour;31.73;28.38
31_7;EM;Elisabeth TOUTUT-PICARD;2nd tour;30.45;16.99
31_8;EM;Michel MONTSARRAT;2nd tour;24.96;16.4
31_9;EM;Sandrine MÖRCH;2nd tour;24.43;17.91
31_10;EM;Sébastien NADOT;2nd tour;30.6;22.7
32_1;EM;Jean-René CAZENEUVE;2nd tour;22.67;20.09
32_2;EM;Christopher SOCCIO;2nd tour;24.89;15.99
33_1;EM;Dominique DAVID;2nd tour;22.21;19.37
33_2;EM;Catherine FABRE;2nd tour;27.52;19.55
33_3;EM;Marik FETOUH;2nd tour;24.8;20.77
33_4;EM;Aziz S'KALLI-BOUAZIZA;2nd tour;20.6;17.85
33_5;EM;Benoit SIMIAN;2nd tour;27.93;18.33
33_6;EM;Eric POULLIAT;2nd tour;27.11;23.84
33_7;EM;Bérangère COUILLARD;2nd tour;26.31;19.77
33_8;EM;Sophie PANONACLE;2nd tour;23.83;15.97
33_9;EM;Sophie METTE;2nd tour;29.88;15.15
33_10;EM;Florent BOUDIÉ;2nd tour;34.21;24.72
33_11;EM;Véronique HAMMERER;2nd tour;20.4;12.56
33_12;EM;Christelle DUBOS;2nd tour;22.28;15.54
34_1;LFI;Julien COLET;2nd tour;19.91;14.94
34_2;EM;Stéphanie JANNIN;2nd tour;19.67;13.82
34_3;EM;Coralie DUBOST;2nd tour;19.01;15.84
34_4;EM;Jean-François ELIAOU;2nd tour;28.76;14.05
34_5;EM;Philippe HUPPÉ;2nd tour;27.3;13.4
34_6;LR;Elie ABOUD;2nd tour;23.41;10.46
34_7;EM;Christophe EUZET;2nd tour;21.6;13.0
34_8;EM;Nicolas DÉMOULIN;2nd tour;24.55;14.58
34_9;EM;Patrick VIGNAL;2nd tour;30.05;23.77
35_1;EM;Mostapha LAABID;2nd tour;27.23;22.74
35_2;EM;Laurence MAILLART-MÉHAIGNERIE;2nd tour;30.48;25.39
35_3;PS;François ANDRÉ;2nd tour;28.63;20.93
35_4;EM;Gaël LE BOHEC;2nd tour;25.4;19.24
35_5;EM;Christine CLOAREC;2nd tour;25.19;19.36
35_6;EM;Nolwenn VAHÉ;2nd tour;27.94;21.27
35_7;EM;Valérie FRIBOLLE;2nd tour;22.48;22.01
35_8;EM;Florian BACHELIER;2nd tour;29.31;22.53
36_1;PS;Jean-Paul CHANTEGUET;2nd tour;21.9;15.72
36_2;EM;Sophie GUERIN;2nd tour;27.5;13.29
37_1;EM;Philippe CHALUMEAU;2nd tour;26.03;20.58
37_2;EM;Daniel LABARONNE;2nd tour;28.03;24.2
37_3;PS;Marisol TOURAINE;2nd tour;23.69;18.2
37_4;EM;Fabienne COLBOC;2nd tour;19.99;15.44
37_5;EM;Sabine THILLAYE;2nd tour;22.98;17.61
38_1;EM;Olivier VERAN;2nd tour;27.35;25.2
38_2;EM;Jean-Charles COLAS-ROY;2nd tour;29.05;17.18
38_3;EM;Emilie CHALAS;2nd tour;19.86;16.55
38_4;EM;Fabrice HUGELÉ;2nd tour;29.37;19.04
38_5;EM;Catherine KAMOWSKI;2nd tour;21.29;17.37
38_6;EM;Cendra MOTIN;2nd tour;27.13;14.08
38_7;EM;Monique LIMON;2nd tour;25.21;15.4
38_8;EM;Caroline ABADIE;2nd tour;28.62;15.69
38_9;EM;Elodie JACQUIER-LAFORGE;2nd tour;24.62;18.41
38_10;EM;Marjolaine MEYNIER-MILLEFERT;2nd tour;22.61;14.62
39_1;EM;Danielle BRULEBOIS;2nd tour;27.1;13.96
39_2;EM;Anne PROST-GROSJEAN;2nd tour;17.38;15.25
39_3;EM;Paul-Henri BARD;2nd tour;18.35;17.46
40_1;EM;Geneviève DARRIEUSSECQ;2nd tour;26.07;16.27
40_2;EM;Lionel CAUSSE;2nd tour;22.94;20.04
40_3;EM;Jean-Pierre STEINER;2nd tour;21.38;18.54
41_1;EM;Marc FESNEAU;2nd tour;23.58;18.81
41_2;EM;Jean-Luc BRAULT;2nd tour;28.88;15.59
41_3;EM;Marlène MARTIN;2nd tour;21.46;16.24
42_1;EM;Magalie VIALLON;2nd tour;17.78;14.76
42_2;EM;Jean-Michel MIS;2nd tour;25.79;21.17
42_3;EM;Valéria FAURE-MUNTIAN;2nd tour;22.85;14.39
42_4;EM;David KAUFFER;2nd tour;27.84;18.17
42_5;EM;Nathalie SARLES;2nd tour;26.15;13.54
42_6;EM;Julien BOROWCZYK;2nd tour;28.94;18.87
43_1;EM;Cécile GALLIEN;2nd tour;22.7;16.11
43_2;EM;Pierre ETEOCLE;2nd tour;24.53;20.69
44_1;EM;François DE RUGY;2nd tour;37.91;37.4
44_2;EM;Valérie OPPELT;2nd tour;29.71;20.47
44_3;EM;Anne-France BRUNET;2nd tour;20.77;18.56
44_4;EM;Aude AMADOU;2nd tour;22.02;18.01
44_5;EM;Sarah EL HAÏRY;2nd tour;25.11;21.07
44_6;EM;Yves DANIEL;2nd tour;29.26;25.27
44_7;EM;Sandrine JOSSO;2nd tour;26.45;17.96
44_8;EM;Audrey DUFEU SCHUBERT;2nd tour;20.18;17.01
44_9;EM;Yannick HAURY;2nd tour;24.81;19.1
44_10;EM;Sophie ERRANTE;2nd tour;34.89;33.89
45_1;EM;Stéphanie RIST;2nd tour;21.41;18.08
45_2;EM;Caroline JANVIER;2nd tour;22.87;17.11
45_3;LR;Claude DE GANAY;2nd tour;16.69;12.04
45_4;EM;Mélusine HARLÉ;2nd tour;17.4;12.08
45_5;EM;David SIMONNET;2nd tour;24.64;17.67
45_6;EM;Richard RAMOS;2nd tour;32.11;22.59
46_1;EM;Sébastien MAUREL;2nd tour;26.75;22.15
46_2;EM;Huguette TIEGNA;2nd tour;22.25;18.35
47_1;EM;Michel LAUZZANA;2nd tour;25.27;16.03
47_2;EM;Alexandre FRESCHI;2nd tour;23.43;14.76
47_3;EM;Olivier DAMAISIN;2nd tour;19.97;16.34
48_1;LR;Pierre MOREL A L'HUISSIER;2nd tour;15.24;12.1
49_1;EM;Matthieu ORPHELIN;2nd tour;20.63;18.15
49_2;EM;Stella DUPONT;2nd tour;20.33;15.8
49_3;LR;Jean-Charles TAUGOURDEAU;2nd tour;17.76;13.15
49_4;EM;Laëtitia SAINT-PAUL;2nd tour;21.31;13.58
49_5;EM;Denis MASSEGLIA;2nd tour;36.49;27.47
49_6;EM;Nicole DUBRE-CHIRAT;2nd tour;19.65;15.2
49_7;EM;Philippe BOLO;2nd tour;23.28;18.73
50_1;EM;Benoîte NOUET;2nd tour;21.2;17.65
50_2;EM;Bertrand SORRE;2nd tour;25.75;24.31
50_3;EM;Stéphane TRAVERT;2nd tour;34.16;32.38
50_4;EM;Blaise MISTLER;2nd tour;24.96;21.01
51_1;PS;Alexandre TUNC;2nd tour;19.68;15.19
51_2;EM;Aina KURIC;2nd tour;18.15;14.45
51_3;EM;Éric GIRARDIN;2nd tour;21.99;16.87
51_4;PS;Rudy NAMUR;2nd tour;22.27;13.48
51_5;EM;Bertrand TREPO;2nd tour;18.1;14.43
52_1;LR;Adrien GUENÉ;2nd tour;15.85;11.42
52_2;LR;François CORNUT-GENTILLE;2nd tour;24.65;12.51
53_1;EM;Béatrice MOTTIER;2nd tour;20.39;17.13
53_2;LR;Guillaume CHEVROLLIER;2nd tour;20.76;18.05
53_3;EM;Josselin CHOUZY;2nd tour;22.0;16.75
54_1;EM;Carole GRANDJEAN;2nd tour;22.16;13.13
54_2;EM;Laurent GARCIA;2nd tour;20.44;15.7
54_3;EM;Xavier PALUSZKIEWICZ;2nd tour;20.45;9.87
54_4;EM;Philippe BUZZI;2nd tour;17.05;12.16
54_5;EM;Marion BUCHET;2nd tour;18.34;10.22
54_6;PS;Julien VAILLANT;2nd tour;21.17;12.94
55_1;EM;Diana ANDRÉ;2nd tour;16.18;10.16
55_2;EM;Emilie CARIOU;2nd tour;21.88;10.2
56_1;EM;Hervé PELLOIS;2nd tour;38.22;36.6
56_2;LR;Philippe LE RAY;2nd tour;24.91;21.92
56_3;EM;Nicole LE PEIH;2nd tour;26.84;17.2
56_4;EM;Paul MOLAC;2nd tour;38.81;31.78
56_5;EM;Gwendal ROUILLARD;2nd tour;35.27;33.78
56_6;EM;Jean-Michel JACQUES;2nd tour;23.81;23.14
57_1;EM;Belkhir BELHADDAD;2nd tour;25.16;12.07
57_2;EM;Ludovic MENDES;2nd tour;20.28;12.89
57_3;EM;Richard LIOGER;2nd tour;16.45;12.59
57_4;EM;Mathilde HUCHOT;2nd tour;19.94;9.57
57_5;EM;Nicole GRIES-TRISSE;2nd tour;15.29;9.25
57_6;FN;Florian PHILIPPOT;1er tour;0.01;31.46
57_7;EM;Hélène ZANNIER;2nd tour;17.06;9.44
57_8;EM;Brahim HAMMOUCHE;2nd tour;18.07;9.9
57_9;EM;Isabelle RAUCH;2nd tour;19.72;12.39
58_1;EM;Perrine GOULET;2nd tour;22.62;13.9
58_2;EM;Patrice PERROT;2nd tour;26.85;17.3
59_1;EM;Christophe ITIER;2nd tour;19.67;16.8
59_2;EM;Houmria BERRADA;2nd tour;22.05;16.64
59_3;FN;Sylvie GODDYN;1er tour;0.01;31.4
59_4;EM;Brigitte LISO;2nd tour;26.9;19.07
59_5;EM;Guillaume DEKONINCK;2nd tour;19.93;16.49
59_6;EM;Charlotte LECOCQ;2nd tour;21.37;20.31
59_7;EM;Arnaud VERSPIEREN;2nd tour;25.58;16.9
59_8;EM;Catherine OSSON;2nd tour;19.22;12.0
59_9;EM;Valérie PETIT;2nd tour;20.59;19.73
59_10;EM;Sophie TAÏEB;2nd tour;20.0;13.18
59_11;EM;Laurent PIETRASZEWSKI;2nd tour;27.29;16.25
59_12;EM;Anne Laure CATTELOT;2nd tour;19.54;12.87
59_13;EM;Sarah ROBIN;2nd tour;17.96;13.0
59_14;EM;Julien LEMAITTE;2nd tour;24.06;13.81
59_15;EM;Jennifer DE TEMMERMAN;2nd tour;24.83;14.7
59_16;FN;Hortense DE MEREUIL;2nd tour;17.01;15.34
59_17;EM;Dimitri HOUBRON;2nd tour;22.12;12.79
59_18;EM;Claire POMMEYROL-BURLET;2nd tour;16.78;13.64
59_19;EM;Sabine HEBBAR;2nd tour;19.89;10.57
59_20;EM;Daniel ZIELINSKI;2nd tour;16.9;12.28
59_21;PS;Christine LAURENT;2nd tour;17.01;8.58
60_1;EM;Denis FLOUR;2nd tour;20.24;15.19
60_2;EM;Agnès THILL;2nd tour;23.0;14.61
60_3;EM;Pascal BOIS;2nd tour;24.66;13.43
60_4;EM;Stéphanie LOZANO;2nd tour;18.83;17.69
60_5;EM;Emmanuelle BOUR;2nd tour;21.34;14.41
60_6;EM;Carole BUREAU-BONNARD;2nd tour;23.8;15.83
60_7;EM;Jean-François DARDENNE;2nd tour;22.69;14.09
61_1;PS;Joaquim PUEYO;2nd tour;23.84;17.1
61_2;LR;Véronique LOUWAGIE;2nd tour;18.84;14.42
61_3;EM;Isabelle BOSCHER;2nd tour;21.69;16.7
62_1;EM;Bruno DUVERGÉ;2nd tour;24.54;14.29
62_2;EM;Jacqueline MAQUET;2nd tour;31.03;22.74
62_3;EM;Patrick DEBRUYNE;2nd tour;19.69;10.02
62_4;EM;Thibaut GUILLUY;2nd tour;21.54;18.34
62_5;EM;Jean-Pierre PONT;2nd tour;25.01;15.19
62_6;EM;Brigitte BOURGUIGNON;2nd tour;28.46;20.74
62_7;EM;Dominique PIEDFORT;2nd tour;20.19;10.54
62_8;EM;Benoit POTTERIE;2nd tour;23.56;16.16
62_9;EM;Marguerite DEPREZ-AUDEBERT;2nd tour;19.05;13.94
62_10;EM;Laurence DESCHANEL;2nd tour;19.12;9.57
62_11;FN;Marine LE PEN;2nd tour;17.48;16.72
62_12;FN;Bruno BILDE;2nd tour;17.35;16.56
63_1;EM;Valérie THOMAS;2nd tour;23.95;17.56
63_2;EM;Mohand HAMOUMOU;2nd tour;21.21;17.86
63_3;EM;Laurence VICHNIEVSKY;2nd tour;22.82;20.83
63_4;EM;Michel FANGET;2nd tour;26.71;19.18
63_5;EM;Sébastien GARDETTE;2nd tour;27.69;17.14
64_1;EM;Josy POUEYTO;2nd tour;26.28;19.68
64_2;EM;Jean-Paul MATTEI;2nd tour;31.8;24.42
64_3;EM;Michel BERNOS;2nd tour;24.84;21.29
64_4;EM;Loïc CORRÉGÉ;2nd tour;25.31;18.53
64_5;EM;Florence LASSERRE-DAVID;2nd tour;18.85;16.31
64_6;EM;Vincent BRU;2nd tour;24.6;21.27
65_1;EM;Jean-Bernard SEMPASTOUS;2nd tour;37.0;25.73
65_2;EM;Marie-Agnès STARICKY;2nd tour;21.23;16.93
66_1;EM;Romain GRAU;2nd tour;26.2;15.23
66_2;FN;Louis ALIOT;1er tour;0.01;35.46
66_3;EM;Laurence GAYTE;2nd tour;25.29;11.54
66_4;EM;Sébastien CAZENOVE;2nd tour;25.0;13.14
67_1;EM;Thierry MICHELS;2nd tour;21.01;15.23
67_2;EM;Sylvain WASERMAN;2nd tour;24.01;14.13
67_3;EM;Bruno STUDER;2nd tour;20.11;13.09
67_4;EM;Martine WONNER;2nd tour;18.04;13.86
67_5;FN;Eliane KLEIN;2nd tour;12.54;11.91
67_6;LR;Laurent FURST;2nd tour;27.86;15.05
67_7;LR;Patrick HETZEL;2nd tour;22.98;12.85
67_8;EM;Christian GLIECH;2nd tour;15.14;10.35
67_9;EM;Vincent THIEBAUT;2nd tour;17.22;11.62
68_1;LR;Eric STRAUMANN;2nd tour;16.45;12.04
68_2;EM;Hubert OTT;2nd tour;17.46;12.87
68_3;EM;Patrick STRIBY;2nd tour;16.34;12.09
68_4;EM;Aurélie TACQUARD;2nd tour;14.46;10.56
68_5;EM;Cécile LEHR;2nd tour;24.79;17.83
68_6;EM;Bruno FUCHS;2nd tour;16.94;10.31
69_1;LR;Anne LORNE;2nd tour;9.01;7.14
69_2;EM;Hubert JULIEN-LAFERRIERE;2nd tour;26.26;24.15
69_3;EM;Jean-Louis TOURAINE;2nd tour;34.17;32.98
69_4;EM;Anne BRUGNERA;2nd tour;24.4;24.03
69_5;EM;Blandine BROCARD;2nd tour;21.86;19.97
69_6;EM;Bruno BONNELL;2nd tour;20.98;17.98
69_7;EM;Anissa KHEDHER;2nd tour;20.72;14.85
69_8;EM;Joëlle TERROIR;2nd tour;20.74;19.37
69_9;EM;Marion CROIZEAU;2nd tour;19.54;18.32
69_10;EM;Thomas GASSILLOUD;2nd tour;26.86;21.3
69_11;EM;Jean-Luc FUGIT;2nd tour;24.82;17.17
69_12;EM;Cyrille ISAAC-SIBILLE;2nd tour;23.69;19.79
69_13;EM;Danièle CAZARIAN;2nd tour;20.47;17.1
69_14;EM;Yves BLEIN;2nd tour;22.23;21.0
70_1;EM;Barbara BESSOT BALLOT;2nd tour;25.15;13.1
70_2;EM;Christophe LEJEUNE;2nd tour;21.23;16.15
71_1;EM;Benjamin DIRX;2nd tour;26.24;17.88
71_2;EM;Vincent CHAUVET;2nd tour;21.48;18.22
71_3;EM;Rémy REBEYROTTE;2nd tour;31.26;17.83
71_4;EM;Catherine GABRELLE;2nd tour;20.51;13.12
71_5;EM;Raphaël GAUVAIN;2nd tour;25.43;16.14
72_1;EM;Damien PICHEREAU;2nd tour;17.92;15.43
72_2;EM;Aurélie PEROT;2nd tour;22.4;13.18
72_3;EM;Pascale FONTENEL-PERSONNE;2nd tour;15.37;12.3
72_4;PS;Stéphane LE FOLL;2nd tour;23.94;15.75
72_5;EM;Willy COLIN;2nd tour;24.42;16.75
73_1;EM;Typhanie DEGOIS;2nd tour;19.2;15.62
73_2;LR;Vincent ROLLAND;2nd tour;16.88;14.86
73_3;EM;Philip VIVIER;2nd tour;29.08;19.12
73_4;EM;Patrick MIGNOLA;2nd tour;21.32;19.9
74_1;EM;Véronique RIOTTON;2nd tour;23.67;19.67
74_2;EM;Frédérique LARDET;2nd tour;22.68;19.43
74_3;EM;Guillaume GIBOUIN;2nd tour;20.08;17.91
74_4;EM;Laura DEVIN;2nd tour;24.1;16.28
74_5;EM;Marion LENNE;2nd tour;24.04;16.36
74_6;EM;Xavier ROSEREN;2nd tour;19.65;17.82
75_1;EM;Sylvain MAILLARD;2nd tour;31.31;30.31
75_2;EM;Gilles LE GENDRE;2nd tour;29.4;28.41
75_3;EM;Stanislas GUERINI;2nd tour;30.21;26.51
75_4;EM;Ilana CICUREL;2nd tour;22.96;21.89
75_5;EM;Benjamin GRIVEAUX;2nd tour;35.12;28.44
75_6;EM;Pierre PERSON;2nd tour;32.13;28.44
75_7;EM;Pacôme RUPIN;2nd tour;35.16;29.41
75_8;EM;Laetitia AVIA;2nd tour;24.18;22.77
75_9;EM;Buon TAN;2nd tour;30.08;25.84
75_10;EM;Anne-Christine LANG;2nd tour;25.48;21.94
75_11;EM;Marielle DE SARNEZ;2nd tour;40.85;38.7
75_12;EM;Olivia GREGOIRE;2nd tour;29.81;24.87
75_13;EM;Hugues RENSON;2nd tour;27.93;26.59
75_14;EM;Valérie BOUGAULT-DELAGE;2nd tour;24.81;21.36
75_15;PS;George PAU-LANGEVIN;2nd tour;21.97;21.97
75_16;EM;Mounir MAHJOUBI;2nd tour;39.42;32.11
75_17;EM;Béatrice FAILLÉS;2nd tour;24.5;17.29
75_18;PS;Myriam EL KHOMRI;2nd tour;34.71;25.81
76_1;EM;Damien ADAM;2nd tour;27.0;20.02
76_2;EM;Annie VIDAL;2nd tour;23.8;15.74
76_3;EM;Cyrille GRENOT;2nd tour;25.54;16.42
76_4;EM;Sira SYLLA;2nd tour;23.33;12.59
76_5;PS;Christophe BOUILLON;2nd tour;22.15;15.65
76_6;EM;Philippe DUFOUR;2nd tour;21.11;15.19
76_7;PS;Matthieu BRASSE;2nd tour;14.28;14.28
76_8;LFI;François PANCHOUT;2nd tour;18.1;11.75
76_9;EM;Stéphanie KERBARH;2nd tour;21.92;12.46
76_10;EM;Xavier BATUT;2nd tour;23.16;15.55
77_1;EM;Aude LUQUET;2nd tour;20.85;17.13
77_2;EM;Estelle ROUSSEAU;2nd tour;20.82;19.34
77_3;PS;Marie-Laure FAGES;2nd tour;20.19;12.96
77_4;EM;Emmanuel MARCADET;2nd tour;20.82;13.44
77_5;FN;Joffrey BOLLÉE;2nd tour;11.41;10.84
77_6;EM;Laëtitia MARTIG-DECÈS;2nd tour;22.49;15.08
77_7;EM;Rodrigue KOKOUENDO;2nd tour;25.35;16.08
77_8;EM;Jean-Michel FAUVERGUE;2nd tour;29.31;19.78
77_9;EM;Michèle PEYRON;2nd tour;30.84;17.78
77_10;EM;Stéphanie DO;2nd tour;21.65;18.48
77_11;EM;Amandine RUBINELLI;2nd tour;21.48;15.54
78_1;EM;Didier BAICHÈRE;2nd tour;25.98;22.87
78_2;EM;Jean-Noël BARROT;2nd tour;29.19;27.16
78_3;EM;Béatrice PIRON;2nd tour;26.21;23.36
78_4;EM;Marie LEBEC;2nd tour;27.37;25.31
78_5;EM;Yaël BRAUN-PIVET;2nd tour;27.32;25.32
78_6;EM;Natalia POUZYREFF;2nd tour;24.01;23.49
