circo;Couleur;Nom;Round;%_Voix/Ins_2nd_tour;%_Voix/Ins_1er_tour
75_10;PS;MICHEL FIZE;2nd tour;31.38;25.3
75_11;PS;PASCAL CHERKI;2nd tour;28.99;23.66
75_12;UMP;PHILIPPE GOUJON;2nd tour;33.31;29.81
75_13;UMP;JEAN-FRANÇOIS LAMOUR;2nd tour;29.51;25.77
75_14;UMP;CLAUDE GOASGUEN;2nd tour;42.58;39.34
75_15;PS;GEORGE PAU-LANGEVIN;2nd tour;34.2;27.2
75_16;PS;JEAN-CHRISTOPHE CAMBADELIS;2nd tour;32.51;25.91
75_17;PS;DANIEL VAILLANT;2nd tour;33.53;26.84
75_18;PS;CHRISTOPHE CARESCHE;2nd tour;33.0;26.67
76_1;PS;VALÉRIE FOURNEYRON;2nd tour;28.21;21.94
76_2;UMP;FRANÇOISE GUEGOT;2nd tour;30.8;24.26
76_3;PS;LUCE PANE;2nd tour;33.04;24.96
76_4;PS;LAURENT FABIUS;2nd tour;31.56;24.74
76_5;PS;CHRISTOPHE BOUILLON;2nd tour;28.67;22.31
76_6;UMP;MICHEL LEJEUNE;2nd tour;28.8;21.06
76_7;PS;LAURENT LOGIOU;2nd tour;25.92;19.75
76_8;PS;CATHERINE TROALLIC;2nd tour;28.64;21.13
76_9;UMP;DANIEL FIDELIN;2nd tour;28.72;21.25
76_10;UMP;ALFRED TRASSY-PAILLOGUES;2nd tour;29.75;22.9
77_1;UMP;JEAN-CLAUDE MIGNON;2nd tour;26.39;20.92
77_2;UMP;VALÉRIE LACROUTE;2nd tour;29.45;22.89
77_3;UMP;YVES JEGO;2nd tour;27.24;20.56
77_4;UMP;CHRISTIAN JACOB;2nd tour;22.35;22.22
77_5;UMP;FRANCK RIESTER;2nd tour;29.27;22.46
77_6;UMP;JEAN-FRANÇOIS COPE;2nd tour;29.69;20.66
77_7;UMP;YVES ALBARELLO;2nd tour;26.55;20.21
77_8;PS;EDUARDO RIHAN CYPEL;2nd tour;25.92;20.1
77_9;UMP;GUY GEOFFROY;2nd tour;26.31;20.7
77_10;PS;EMERIC BREHIER;2nd tour;28.19;21.95
77_11;PS;OLIVIER FAURE;2nd tour;28.51;22.26
78_1;UMP;FRANÇOIS DE MAZIERES;2nd tour;30.26;25.84
78_2;UMP;VALÉRIE PÉCRESSE;2nd tour;30.83;25.99
78_3;UMP;HENRI GUAINO;2nd tour;33.99;30.59
78_4;UMP;PIERRE LEQUILLER;2nd tour;30.7;26.2
78_5;UMP;JACQUES MYARD;2nd tour;29.63;25.16
78_6;UMP;PIERRE MORANGE;2nd tour;30.27;25.8
78_7;UMP;ARNAUD RICHARD;2nd tour;27.01;21.48
78_8;PS;FRANÇOISE DESCAMPS-CROSNIER;2nd tour;27.17;20.82
78_9;FG;NAVID HUSSAIN-ZAIDI;2nd tour;34.6;35.36
78_10;UMP;JEAN-FRÉDÉRIC POISSON;2nd tour;32.8;24.83
78_11;PS;BENOÎT HAMON;2nd tour;28.45;22.51
78_12;UMP;DAVID DOUILLET;2nd tour;27.92;23.79
79_1;PS;GENEVIÈVE GAILLARD;2nd tour;30.73;24.54
79_2;PS;DELPHINE BATHO;2nd tour;29.75;23.53
79_3;UMP;PHILIPPE MOUILLER;2nd tour;28.77;22.82
80_1;PS;PASCALE BOISTARD;2nd tour;27.92;21.13
80_2;PS;JACQUES GOFFINON;2nd tour;26.75;20.53
80_3;PS;JEAN-CLAUDE BUISINE;2nd tour;25.52;19.4
80_4;PS;CATHERINE QUIGNON;2nd tour;24.55;19.02
80_5;PS;VALÉRIE KUMM;2nd tour;24.96;19.67
81_1;PS;GÉRARD POUJADE;2nd tour;28.57;21.94
81_2;PS;JACQUES VALAX;2nd tour;31.09;23.7
81_3;UMP;BERNARD CARAYON;2nd tour;28.49;21.03
82_1;UMP;BRIGITTE BAREGES;2nd tour;28.79;21.28
82_2;PS;SYLVIA PINEL;2nd tour;26.67;20.93
83_1;UMP;GENEVIÈVE LEVY;2nd tour;31.2;23.88
83_2;UMP;PHILIPPE VITEL;2nd tour;23.22;23.15
83_3;UMP;JEAN-PIERRE GIRAN;2nd tour;33.76;26.07
83_4;FG;JEAN-MARIE BERNARDI;2nd tour;31.55;24.85
83_5;UMP;JORDI-DIT-GEORGES GINESTA;2nd tour;28.81;28.91
83_6;UMP;JOSETTE PONS;2nd tour;23.77;24.16
83_7;UMP;JEAN-SÉBASTIEN VIALATTE;2nd tour;24.65;24.63
83_8;UMP;OLIVIER AUDIBERT-TROIN;2nd tour;23.69;24.09
84_1;PS;MICHÈLE FOURNIER-ARMAND;2nd tour;26.37;19.63
84_2;UMP;JEAN-CLAUDE BOUCHET;2nd tour;22.63;23.0
84_3;UMP;JEAN-MICHEL FERRAND;2nd tour;22.94;22.87
84_4;UMP;BÉNÉDICTE MARTIN;2nd tour;23.21;23.12
84_5;PS;JEAN-FRANÇOIS LOVISOLO;2nd tour;23.45;17.9
85_1;UMP;ALAIN LEBOEUF;2nd tour;30.89;24.78
85_2;UMP;DOMINIQUE CAILLAUD;2nd tour;30.47;24.27
85_3;UMP;LOUIS GUEDON;2nd tour;33.51;27.11
85_4;UMP;VÉRONIQUE BESSE;2nd tour;33.82;27.83
85_5;UMP;JOËL SARLOT;2nd tour;30.48;24.03
86_1;PS;ALAIN CLAEYS;2nd tour;30.14;23.75
86_2;PS;CATHERINE COUTELLE;2nd tour;29.98;23.65
86_3;PS;JEAN-MICHEL CLEMENT;2nd tour;28.17;22.38
86_4;UMP;JEAN-PIERRE ABELIN;2nd tour;27.68;20.32
87_1;PS;ALAIN RODET;2nd tour;33.3;25.77
87_2;PS;DANIEL BOISSERIE;2nd tour;32.2;24.8
87_3;PS;CATHERINE BEAUBATIE;2nd tour;31.61;30.33
88_1;UMP;MICHEL HEINRICH;2nd tour;28.55;20.76
88_2;PS;JACK LANG;2nd tour;22.78;17.37
88_3;UMP;FRANÇOIS VANNSON;2nd tour;29.46;21.58
88_4;PS;CHRISTIAN FRANQUEVILLE;2nd tour;23.91;18.8
89_1;UMP;GUILLAUME LARRIVÉ;2nd tour;29.55;22.06
89_2;PS;JEAN-YVES CAULLET;2nd tour;23.91;18.63
89_3;PS;NICOLAS SORET;2nd tour;21.71;16.95
90_1;PS;ANNE-MARIE FORCINAL;2nd tour;23.75;18.04
90_2;UMP;MICHEL ZUMKELLER;2nd tour;26.6;18.79
91_1;PS;MANUEL VALLS;2nd tour;29.9;23.53
91_2;UMP;FRANCK MARLIN;2nd tour;29.16;21.92
91_3;UMP;GENEVIÈVE COLOT;2nd tour;27.19;20.79
91_4;UMP;NATHALIE KOSCIUSKO-MORIZET;2nd tour;27.76;21.84
91_5;PS;MAUD OLIVIER;2nd tour;28.67;22.73
91_6;PS;FRANÇOIS LAMY;2nd tour;29.14;23.28
91_7;PS;FRANÇOIS GARCIA;2nd tour;27.24;20.89
91_8;PS;AUDE BRISTOT;2nd tour;24.83;19.2
91_9;PS;THIERRY MANDON;2nd tour;26.4;20.25
91_10;PS;MALEK BOUTIH;2nd tour;28.81;21.86
92_1;PS;ALEXIS BACHELAY;2nd tour;32.84;25.23
92_2;PS;SÉBASTIEN PIETRASANTA;2nd tour;27.11;22.35
92_3;UMP;JACQUES KOSSOWSKI;2nd tour;30.42;26.41
92_4;PS;YACINE DJAZIRI;2nd tour;30.12;23.51
92_5;UMP;PATRICK BALKANY;2nd tour;28.33;24.43
92_6;UMP;JEAN-CHRISTOPHE FROMANTIN;2nd tour;38.85;35.09
92_7;UMP;PATRICK OLLIER;2nd tour;33.43;29.24
92_8;UMP;JEAN-JACQUES GUILLET;2nd tour;30.6;26.67
92_9;UMP;CLAUDE GUEANT;2nd tour;36.1;32.59
92_10;PS;LAURENT PIEUCHOT;2nd tour;27.22;21.82
92_11;PS;JULIE SOMMARUGA;2nd tour;32.22;24.83
92_12;PS;JEAN-MARC GERMAIN;2nd tour;27.64;21.79
92_13;PS;JULIEN LANDFRIED;2nd tour;27.41;21.82
93_1;PS;BRUNO LE ROUX;2nd tour;32.45;25.54
93_2;PS;MATHIEU HANOTIN;2nd tour;33.06;25.8
93_3;PS;MICHEL PAJON;2nd tour;29.13;23.43
93_4;PS;NAJIA AMZAL;2nd tour;31.49;24.21
93_5;PS;MILOUDA LATRECHE;2nd tour;29.52;22.83
93_6;PS;ELISABETH GUIGOU;2nd tour;32.41;25.16
93_7;PS;RAZZY HAMMADI;2nd tour;33.55;25.09
93_8;PS;ELISABETH POCHON;2nd tour;26.27;20.19
93_9;PS;CLAUDE BARTOLONE;2nd tour;31.4;24.41
93_10;PS;DANIEL GOLDBERG;2nd tour;28.81;22.55
93_11;PS;DANIEL KPODE;2nd tour;30.16;23.14
93_12;PS;PASCAL POPELIN;2nd tour;25.89;19.87
94_1;UMP;HENRI PLAGNOL;2nd tour;28.39;23.69
94_2;PS;LAURENT CATHALA;2nd tour;31.91;24.89
94_3;PS;ROGER-GÉRARD SCHWARTZENBERG;2nd tour;27.8;21.19
94_4;UMP;JACQUES-ALAIN BÉNISTI;2nd tour;27.25;21.84
94_5;UMP;GILLES CARREZ;2nd tour;25.88;21.39
94_6;PS;DAVID DORNBUSCH;2nd tour;26.94;21.15
94_7;PS;JEAN-JACQUES BRIDEY;2nd tour;28.97;22.66
94_8;UMP;MICHEL HERBILLON;2nd tour;27.31;22.56
94_9;PS;RENÉ ROUQUET;2nd tour;30.91;23.75
94_10;PS;JEAN-LUC LAURENT;2nd tour;33.02;24.84
94_11;PS;JEAN-YVES LE BOUILLONNEC;2nd tour;31.65;24.11
95_1;UMP;PHILIPPE HOUILLON;2nd tour;27.84;21.24
95_2;PS;JEAN-PIERRE PERNOT;2nd tour;26.77;21.07
95_3;PS;JEAN-NOËL CARPENTIER;2nd tour;25.96;20.35
95_4;UMP;CLAUDE BODIN;2nd tour;26.17;20.72
95_5;PS;PHILIPPE DOUCET;2nd tour;30.15;23.21
95_6;UMP;FRANÇOIS SCELLIER;2nd tour;26.21;21.18
95_7;UMP;JÉRÔME CHARTIER;2nd tour;27.1;21.92
95_8;PS;FRANÇOIS PUPPONI;2nd tour;30.29;24.55
95_9;PS;JEAN-PIERRE BLAZY;2nd tour;26.86;20.73
95_10;PS;DOMINIQUE LEFEBVRE;2nd tour;29.63;23.57
971_1;PS;ERIC JALTON;2nd tour;22.44;22.49
971_2;PS;GABRIELLE LOUIS-CARABIN;2nd tour;21.43;21.36
971_3;PS;ARY CHALUS;2nd tour;22.64;22.61
971_4;PS;VICTORIN LUREL;2nd tour;22.23;22.0
972_1;PS;LOUIS-JOSEPH MANSCOUR;2nd tour;21.59;23.08
972_2;PS;BRUNO-NESTOR AZEROT;2nd tour;20.53;19.99
972_3;PS;SERGE LETCHIMY;2nd tour;20.01;21.42
972_4;PS;JEAN-PHILIPPE NILOR;2nd tour;20.13;21.57
973_1;PS;GABRIEL SERVILLE;2nd tour;22.25;17.17
973_2;PS;CHANTAL BERTHELOT;2nd tour;17.9;18.1
974_1;PS;ERICKA BAREIGTS;2nd tour;26.06;22.39
974_2;PS;HUGUETTE BELLO;2nd tour;28.8;24.95
974_3;PS;JEAN-JACQUES VLODY;2nd tour;27.85;24.43
974_4;PS;PATRICK LEBRETON;2nd tour;30.18;26.79
974_5;PS;JEAN-CLAUDE FRUTEAU;2nd tour;27.98;27.22
974_6;PS;MONIQUE ORPHE;2nd tour;27.37;23.96
974_7;PS;FABRICE HOARAU;2nd tour;27.94;24.14
985_1;UMP;MOHAMADI SOUMAILA;2nd tour;15.73;14.33
985_2;UMP;MANSOUR KAMARDINE;2nd tour;20.72;19.78
988_1;UMP;GAËL YANNO;2nd tour;25.93;23.04
988_2;UMP;PHILIPPE GOMES;2nd tour;22.83;20.07
987_1;UMP;EDOUARD FRITCH;2nd tour;20.48;20.38
987_2;EELV;JAROS OTCENASEK;2nd tour;25.72;31.68
987_3;UMP;JEAN-PAUL TUAIVA;2nd tour;18.3;16.77
975_1;PS;ANNICK GIRARDIN;2nd tour;20.72;21.96
986_1;PS;MIKAELE KULIMOETOKE;2nd tour;26.68;28.81
979_1;UMP;DANIEL GIBBES;2nd tour;14.62;12.73
99_1;UMP;FRÉDÉRIC LEFEBVRE;2nd tour;12.29;10.86
99_2;UMP;PASCAL DROUHAUD;2nd tour;10.23;9.33
99_3;UMP;EMMANUELLE SAVARIT;2nd tour;10.67;9.53
99_4;UMP;MARIE-ANNE MONTCHAMP;2nd tour;18.16;15.76
99_5;UMP;LAURENCE SAILLIET;2nd tour;12.52;10.98
99_6;UMP;CLAUDINE SCHMID;2nd tour;25.7;22.45
99_7;PS;PIERRE-YVES LE BORGN;2nd tour;12.27;10.07
99_8;UMP;VALÉRIE HOFFENBERG;2nd tour;9.56;8.86
99_9;PS;POURIA AMIRSHAHI;2nd tour;15.65;12.99
99_10;UMP;ALAIN MARSAUD;2nd tour;18.72;16.49
99_11;UMP;THIERRY MARIANI;2nd tour;18.28;16.27


Composition Assemblée
EXG;0
FG;7
PS;299
EELV;1
MODEM;0
UMP;270
FN;0
total;577
