numéro département;code circonscription;nom;nuance_politique;modele2rounded;voix_reel_t1_2017
65;1;Philippe LACOUME;PCF;1534;1893
65;1;Geneviève COMONT;FN;8893;4885
65;1;Habib LABED;LR;1027;557
65;2;Marie-Pierre VIEU;PCF;1921;2215
65;2;Charles ROCHETEAU;LFI;9858;6413
65;2;Pauline BACH-LAPIZE;LR;813;714
65;2;Clément MENET;LR;6393;6523
65;2;Marie-Agnès STARICKY;EM;15123;14813
65;2;Olivier MONTEIL;FN;7654;5106
66;1;Alexandre BOLO;FN;9618;6606
66;1;Romain GRAU;EM;10808;10354
66;1;Alain MIH;LFI;8335;3771
66;1;Philippe SYMPHORIEN;LR;888;398
66;1;Jean CODOGNÈS;PS;1422;1867
66;1;Françoise FITER;PCF;1039;1402
66;1;Daniel MACH;LR;5869;6312
66;2;Pascal EGIDO;PCF;986;1514
66;2;Marie-Pierre SADOURNY;PS;3435;2168
66;2;Fernand SIRÉ;LR;8372;6145
66;2;Dominique LABIS;EELV;928;497
66;2;Christine ESPERT;EM;10506;13456
66;2;Solange RODIER;LR;968;493
66;2;Catherine DAVID;LFI;6468;4563
66;2;Louis ALIOT;FN;34285;14237
66;3;Sandrine DOGOR;FN;10410;7669
66;3;Patricia ROGET;LR;796;413
66;3;Ségolène NEUVILLE;PS;4479;6238
66;3;Laurence GAYTE;EM;9582;9029
66;3;Danièle PAGÈS;LR;5413;5238
66;3;Roland SCARAMOZZINO;EELV;922;470
66;3;Léa TYTECA;PCF;1033;1123
66;3;Philippe ASSENS;LFI;9211;5784
66;4;Sébastien CAZENOVE;EM;12775;13831
66;4;Gisèle MOURAGUES;LR;1014;438
66;4;Franck HUETTE;EELV;1106;1152
66;4;Dominique GUÉRIN;LFI;7676;5112
66;4;Alexandre REYNAL;PS;4043;3580
66;4;Nicolas GARCIA;PCF;1122;3645
66;4;Jacqueline IRLES;LR;6926;7329
66;4;Stéphane MASSANELL;FN;14995;9546
67;1;Andréa DIDELOT;FN;2483;1912
67;1;Elsa SCHALCK;LR;4993;3892
67;1;Abdelkarim RAMDANE;EELV;1006;2158
67;1;Eric ELKOUBY;PS;4400;4190
67;1;Hülliya TURAN;PCF;1002;334
67;1;Jean-Marie BROM;LFI;4573;4067
67;1;Thierry MICHELS;EM;9284;10644
67;2;Philippe BIES;PS;4369;4209
67;2;Marie-Pierre PONPON;PCF;1029;292
67;2;Julia ABRAHAM;FN;4709;2986
67;2;Christine KAIDI;LFI;4257;4040
67;2;Pascale JURDANT-PFEIFFER;LR;622;2113
67;2;Sylvain WASERMAN;EM;9820;11539
67;2;Leyla BINICI;EELV;826;1424
67;3;Antoine SPLET;PCF;933;323
67;3;Georges SCHULER;LR;5794;5225
67;3;Bruno STUDER;EM;9011;12433
67;3;Diana GARNIER-LANG;FN;5154;2818
67;3;Christelle SYLLAS;EELV;720;1852
67;3;Lucienne ANTHIAUME;LR;627;282
67;3;Serge OEHLER;PS;2481;2017
67;3;Floriane DUPRÉ;LFI;3659;3649
67;4;Sophie ROHFRITSCH;LR;13124;10941
67;4;Eric MOUY;LR;1587;659
67;4;Albert SCHWARTZ;LFI;4281;3237
67;4;Nathalie PALMIER;EELV;1226;1685
67;4;Thibault MANTEAUX;FN;8870;4926
67;4;Yasmina CHADLI;PCF;1374;239
67;4;Martine WONNER;EM;13093;19127
67;5;Christine ROMANUS;PCF;932;414
67;5;Caroline REYS;EELV;814;4059
67;5;Antoine HERTH;LR;19527;16842
67;5;Eliane KLEIN;FN;12398;7126
67;5;Christine BECCARI;LR;1892;975
67;5;Janig TERRIER;LFI;4134;3739
67;6;Sara CHABAANE;LR;1639;561
67;6;Alexandre GONÇALVES;EELV;985;1860
67;6;Denis GADOT;LFI;3955;2669
67;6;Martin EFFENBERGER;PS;2703;644
67;6;Hombeline DU PARC;FN;11854;6410
67;6;Guy SALOMON;EM;11429;13695
67;6;Odile AGRAFEIL;PCF;799;167
67;6;Laurent FURST;LR;14446;16824
67;7;Peter ANDERSEN;LFI;3785;2235
67;7;Pascale ELLES;LR;1705;473
67;7;Antoinette DE SANTIS;EM;8854;10643
67;7;Bénédicte HERRGOTT;PCF;939;436
67;7;Virginie JORON;FN;12650;6278
67;7;Sandrine LOMBARD;EELV;1032;1740
67;7;Patrick HETZEL;LR;10976;13463
67;8;Frédéric REISS;LR;11834;12954
67;8;Gérard JANUS;FN;12267;7363
67;8;Manuel MENETRIER;LFI;3203;2039
67;8;Gisèle SCHNEIDER;EELV;562;214
67;8;Christian GLIECH;EM;9789;14143
67;8;Pascal PREVOST-BOURE;PCF;585;179
67;8;Pierre-Henri EISENSCHMIDT;LR;1835;996
67;8;Ambroise PERRIN;PS;1876;520
67;9;Leilla WITZMANN;LFI;3248;2435
67;9;Vincent THIEBAUT;EM;10767;14745
67;9;Vanessa WAGNER;LR;1024;1765
67;9;Jean-Marc CLAUS;PCF;738;226
67;9;Etienne WOLF;LR;9116;9527
67;9;Françoise WERCKMANN;EELV;560;1099
67;9;Laurent GNAEDIG;FN;11040;5679
67;9;Guillaume BOSSHARDT;LR;1871;708
67;9;Hamid FILALI;PS;2507;556
68;1;Frédéric HILBERT;EELV;1086;1642
68;1;Sabrina BLONDÉ;LR;1121;406
68;1;Didier OTTERMANN;LFI;3787;1901
68;1;Stéphanie VILLEMIN;EM;9338;9339
68;1;Régine MARIAGE;PCF;1100;114
68;1;Marie-Hélène DE LACOSTE LAREYMONDIE;FN;8373;4063
68;1;Eric STRAUMANN;LR;9165;13444
68;2;Jérôme FUKAS;PCF;1389;220
68;2;Jacques CATTIN;LR;8210;10679
68;2;Grégory STICH;FN;10452;5586
68;2;Hubert OTT;EM;11865;15826
68;2;Denise FAVREL;LR;1573;579
68;2;Christelle MILLET;LFI;5150;3156
68;2;Laurent DREYFUS;EELV;1204;2523
68;3;Marianne BERÇOT;LFI;3739;2195
68;3;Jean-Luc REITZER;LR;11386;11630
68;3;Patrick STRIBY;EM;10344;12419
68;3;Antoine WAECHTER;EELV;1543;1936
68;3;Jean-Michel MONTEILLET;LR;1712;1052
68;3;Katia DI LEONARDO;FN;9846;3960
68;4;Raphaël SCHELLENBERGER;LR;8206;7756
68;4;Cyrille AST;LR;988;2202
68;4;Aurélie TACQUARD;EM;10825;14741
68;4;Alain FAVALETTO;FN;13480;7495
68;4;Gabriel WEISSER;LFI;5611;3806
68;4;Michel KNOERR;EELV;1158;1735
68;4;Nadia PETER-LANTZ;PCF;1289;411
68;5;Abdellatif TIMDOUINE;PS;3086;838
68;5;Florence PETER;EELV;633;1106
68;5;Bertrand GROSZ;PCF;794;207
68;5;Christelle RITZ;FN;9850;4097
68;5;Cécile LEHR;EM;13803;11043
68;5;Pascal TSCHAEN;LR;1025;601
68;5;Geneviève ENGGASSER;LFI;3405;2469
68;6;Philippe DUFFAU;LFI;4288;3432
68;6;Sylvain MARCELLI;FN;10672;6696
68;6;Christophe POUYSEGUR;PCF;1020;238
68;6;Caroline WIDLOECHER-REYMANN;LR;1379;619
68;6;Bruno FUCHS;EM;9526;12519
68;6;Ralph WICKY;EELV;688;717
68;6;Pierre PARRA;PS;3400;980
68;6;Francis HILLMEYER;LR;1064;6412
69;1;Bertrand ARTIGNY;EELV;1430;2911
69;1;Elliott AUBIN;LFI;4901;4825
69;1;Maguy GIRERD;LR;496;375
69;1;Isabelle VIGNON;LR;6326;217
69;1;Anne LORNE;LR;4957;4374
69;1;Tiffany JONCOUR;FN;3706;2602
69;1;Julien GIRAUDO;PCF;935;1000
69;2;Laurence BALAS;LR;5915;3512
69;2;Eleni FERLET;LFI;8971;4739
69;2;Denis BROLIQUIER;LR;1117;3475
69;2;Rémi ZINCK;EELV;3884;1856
69;2;David TABELLION;FN;2849;1760
69;2;Aurore MONTAUBAN;LR;364;309
69;2;Hubert JULIEN-LAFERRIERE;EM;18105;16177
69;3;Fanny DUBOT;EELV;1653;4204
69;3;Nora BERRA;LR;4983;4987
69;3;Michel DULAC;FN;2999;2334
69;3;Jean-Louis TOURAINE;EM;23749;16271
69;3;Christophe GEOURJON;LR;993;735
69;3;Corinne FERRETTI;LR;459;426
69;3;Pascal LE BRUN;LFI;9258;6030
69;3;Fanny LUCIUS;PCF;1513;794
69;4;Dominique NACHURY;LR;10163;9565
69;4;Isabelle FOUCAULT;LR;488;429
69;4;Edith GODECKE;FN;3296;2415
69;4;Anne FONTENILLE;LFI;5600;4693
69;4;Anne BRUGNERA;EM;19249;19902
69;4;Cécile CHARLES;PCF;1304;671
69;5;Blandine BROCARD;EM;17597;20890
69;5;Cécile BÈNE;FN;6076;3544
69;5;Ludivine CAPPEAU;LR;796;520
69;5;Céline BERNARDI;LFI;4853;3552
69;5;Jérôme TROTIGNON;EELV;2272;2769
69;5;Véronique CHIAVAZZA;PCF;1150;743
69;5;Philippe COCHET;LR;13551;12007
69;6;Emmanuelle HAZIZA;LR;5381;4058
69;6;Stéphane PONCET;FN;5061;3435
69;6;Bruno BONNELL;EM;14810;13953
69;6;Laurent LEGENDRE;LFI;7748;5595
69;6;André DUBOIS;LR;738;432
69;6;Béatrice VESSILLER;EELV;1089;1806
69;6;Mathieu SOARES;PCF;1173;522
69;6;Najat VALLAUD-BELKACEM;PS;4712;6288
69;7;Paul BOGHOSSIAN;PCF;880;695
69;7;Jean-Marie NICOLAS;FN;4934;3079
69;7;Anissa KHEDHER;EM;10092;8656
69;7;Daniel ALBOUT;LR;655;303
69;7;Andréa KOTARAC;LFI;5228;3600
69;7;Renaud GAUQUELIN;PS;3322;2680
69;7;Alexandre VINCENDET;LR;4716;5884
69;8;Guy CAPPEAU;LR;1680;777
69;8;Pierre TERRAIL;FN;10005;4829
69;8;Gisèle BISSAY;PCF;1289;522
69;8;Patrice VERCHÈRE;LR;14108;16492
69;8;Joëlle TERROIR;EM;19853;19021
69;8;Bénédicte HOMINAL;EELV;1605;2093
69;8;Fabien DE MARCHI;LFI;7680;4976
69;9;Brigitte EALET;EELV;1279;1313
69;9;Jean-Michel DHIMOÏLA;LR;1512;518
69;9;Teresa CACI;LFI;5829;3517
69;9;Christophe BOUDOT;FN;10274;6952
69;9;Marion CROIZEAU;EM;16795;16059
69;9;Etienne ALLOMBERT;PCF;1117;589
69;9;Bernard PERRUT;LR;11712;12978
69;10;Sophie CRUZ;LR;9333;9658
69;10;Olivier DAUDÉ;LFI;6408;4763
69;10;Victor FORNITO;EELV;1847;3020
69;10;Gerbert RAMBAUD;LR;1734;725
69;10;Frédérique GALLIEN;PCF;1255;466
69;10;Thomas GASSILLOUD;EM;20286;23230
69;10;Agnès MARION;FN;8740;5865
69;11;Raymond COMBAZ;PCF;946;1240
69;11;Georges FENECH;LR;11062;9182
69;11;Christine VALENTIN;LFI;5864;4771
69;11;Jean-Luc FUGIT;EM;15873;17422
69;11;Philippe BADOIL;LR;1494;701
69;11;Jérôme BUB;EELV;1310;1707
69;11;Antoine MELLIES;FN;9393;6511
69;11;Jules JOASSARD;PS;2980;1470
69;12;Fabrice SANZ;LR;957;473
69;12;Cyrille ISAAC-SIBILLE;EM;15783;17410
69;12;Bertrand MANTELET;PCF;807;738
69;12;Jérôme MOROGE;LR;10567;9325
69;12;David CHIZAT;PS;3841;1996
69;12;Muriel COATIVY;FN;5097;3671
69;12;Eloi NAVARRO;LFI;4632;4114
69;12;Hélène DROMAIN;EELV;896;2398
69;13;Françoise BERGAME;PS;3376;1807
69;13;Nathalie D'EYSSAUTIER;LR;1043;549
69;13;Philippe MEUNIER;LR;10745;8100
69;13;Danièle CAZARIAN;EM;14492;13234
69;13;Roland PACAUD;LFI;5602;3499
69;13;Axel MARIN;EELV;843;1193
69;13;Sandrine LIGOUT;FN;8826;5596
69;13;Bernard AUGIER;PCF;794;461
69;14;Véronique GIROMAGNY;EELV;1263;852
69;14;Yves BLEIN;EM;15608;9463
69;14;Maurice IACOVELLA;LR;514;1852
69;14;Damien MONCHAU;FN;6085;4629
69;14;Michèle PICARD;PCF;1421;2746
69;14;Benjamin NIVARD;LFI;7772;3835
69;14;Franck MULLER;LR;785;570
70;1;Corinne GUYONNET;EELV;717;1259
70;1;Léonie CUGNOT;FN;10231;9029
70;1;Laurent RICARD;PS;3426;2256
70;1;Marc MANTOVANI;LR;1560;796
70;1;Dimitri DOUSSOT;LR;8690;5840
70;1;François FROIDUROT;LFI;5246;4237
70;1;Cyril MORLOT;PCF;891;443
70;1;Barbara BESSOT BALLOT;EM;11596;13390
70;2;Isabelle GEHIN;LR;6101;7051
70;2;Maurice MONNIER;FN;12351;9174
70;2;Quentin HAFEKOST;PCF;1339;934
70;2;Marie-Claire THOMAS;EELV;1210;1477
70;2;Patrick ADAM;LR;1473;908
70;2;Christophe LEJEUNE;EM;14649;14848
70;2;Isabelle HAISMANN-FEBVAY;LFI;6402;5454
71;1;Claire MALLARD;EELV;689;1458
71;1;Céline VINAUGER;PCF;869;680
71;1;Jean-Patrick COURTOIS;LR;8634;7898
71;1;Armand ROY;LR;1249;816
71;1;Nicole CABOCHE;FN;6076;3480
71;1;Patricia BACI;LFI;3823;3418
71;1;Catherine N'DIAYE;PS;3493;2022
71;1;Benjamin DIRX;EM;13032;13499
71;2;Josiane CORNELOUP;LR;6640;9376
71;2;Philippe BONNOT;PCF;1333;3886
71;2;Eric NEVERS;LR;1617;890
71;2;Dominique CORNET;EELV;1340;1231
71;2;Antoine CHUDZIK;FN;7747;4696
71;2;Vincent CHAUVET;EM;14288;12225
71;3;Quentin BIJARD;FN;8215;5893
71;3;Pierre ACEITUNO;LFI;4917;3819
71;3;Rémy REBEYROTTE;EM;14758;13400
71;3;Serge DESBROSSES;PCF;1021;576
71;3;France ROBERT;LR;1130;789
71;3;Charles LANDRE;LR;7323;7100
71;3;Philippe BAUMEL;PS;4654;6719
71;3;Pierre-Etienne GRAFFARD;EELV;910;864
71;4;Stéphane GROS;LR;7518;6265
71;4;Cécile UNTERMAIER;PS;3978;7171
71;4;Maxime THIÉBAUT;FN;9765;6544
71;4;Christiane LEMIÈRE;LR;1220;596
71;4;Catherine GABRELLE;EM;10804;9544
71;4;Sandrine BERNADAT;PCF;932;558
71;4;Michèle CHAMBON;LFI;4287;3297
71;5;Nathalie SZYCH;FN;8384;5382
71;5;François LOTTEAU;EELV;1062;1139
71;5;Gilles PLATRET;LR;8354;8131
71;5;Nathalie VERMOREL;PCF;1277;1017
71;5;Samuel BRANDILY;LR;1256;630
71;5;Raphaël GAUVAIN;EM;14525;12443
71;5;Eric RIBOULET;LFI;6821;4721
71;5;Christophe SIRUGUE;PS;4310;6463
72;1;Christelle MORANÇAIS;LR;7637;9031
72;1;Loïc MORISOT;LFI;5570;4175
72;1;Philippe CORDIER;LR;849;502
72;1;Marie GENEVREY;FN;5537;3725
72;1;Françoise DUBOIS;PS;3646;4238
72;1;Damien PICHEREAU;EM;11066;11264
72;2;Elisabeth SESMA;EELV;743;1164
72;2;Samuel CHEVALLIER;LR;988;6191
72;2;Saïda SAFIR;PCF;1086;602
72;2;Matthias TAVEL;LFI;5930;4735
72;2;Pascal NICOT;FN;7137;5086
72;2;Aurélie PEROT;EM;10792;10021
72;2;Marietta KARAMANLI;PS;4383;9355
72;2;Eric TROCHON;LR;886;752
72;3;David BONNETIER;LR;1157;609
72;3;Barbara FOSSAERT;LFI;5935;5347
72;3;Pascale FONTENEL-PERSONNE;EM;10485;13408
72;3;Béatrice PAVY-MORANÇAIS;LR;8531;9272
72;3;Pascal GANNAT;FN;8351;6483
72;3;Dominique TRICHET-ALLAIRE;EELV;1443;1245
72;3;Nicolas CHAUVIN;PS;2435;3566
72;4;Emmanuel FRANCO;LR;14101;8005
72;4;Youssef BEN AMAR;PCF;955;989
72;4;Stéphane LE FOLL;PS;12541;10954
72;4;Catherine TRAHTENBROIT;FN;6280;4682
72;4;Pascale FROMENTIERE;LFI;5008;4127
72;4;Alexis BRAUD;EELV;769;1844
72;4;Isabelle CAMARROQUE;LR;812;614
72;5;Vincent PETIT;PCF;957;617
72;5;Luc-Marie FABUREL;LFI;5300;5039
72;5;Willy COLIN;EM;14563;13645
72;5;Sophie BRINGUY;EELV;836;2107
72;5;Jean-Carles GRELIER;LR;11473;11731
72;5;Samuel CADEAU;PS;3568;1560
72;5;Cécile BAYLE DE JESSÉ;LR;931;989
72;5;Eric DE VILMAREST;FN;7507;5478
73;1;Frédéric EXERTIER;EELV;1721;839
73;1;Thierry BONNAMOUR;LFI;6141;4556
73;1;Dominique DORD;LR;11028;12531
73;1;Fatiha BRUNETTI;PS;2971;1835
73;1;Typhanie DEGOIS;EM;13585;14330
73;1;Jean-Pierre CHAUVEAU;FN;7753;4721
73;2;Elvire BLANC;LR;1217;590
73;2;Jean-Marie GARCIN;FN;6742;3880
73;2;Yves DURIEUX;EELV;740;1876
73;2;Vincent ROLLAND;LR;11286;10406
73;2;Nataline CHAREYRON;PCF;820;840
73;2;Viviane NOGUES;LFI;4626;3864
73;3;Vincent THOMAZO;LR;1229;745
73;3;Alexandre ROUX;LFI;6083;4393
73;3;Marie DAUCHY;FN;7833;5074
73;3;Philip VIVIER;EM;13892;11173
73;3;Laetitia MIMOUN;PCF;1148;905
73;3;Emilie BONNIVARD;LR;6261;7285
73;3;Ghislaine SOCQUET-JUGLARD;EELV;1397;1119
73;4;Yves PEUTOT;EELV;1604;2105
73;4;Tiphaine DUCHARNE;LFI;7223;4872
73;4;Alexandra TURNAR;LR;6032;3133
73;4;Isabelle FÉTU;FN;5577;3570
73;4;Christelle FAVETTA-SIEYES;LR;831;2480
73;4;Patrick MIGNOLA;EM;14853;10077
73;4;Antoine FATIGA;PCF;1331;1778
74;1;François ENCRENAZ;LR;1741;776
74;1;Brigitte THIERY-AUDUBERT;FN;7716;5072
74;1;Véronique RIOTTON;EM;19836;23631
74;1;Christophe PONCET;PS;4823;1235
74;1;Michel LOMBART;PCF;845;867
74;1;Jean-Jacques BOUCHET;EELV;1350;1414
74;1;Julian AUGÉ;LFI;5717;3199
74;1;Annabel ANDRE-LAURENT;LR;11329;9285
74;2;Frédérique LARDET;EM;18460;18749
74;2;Vincent LECAILLON;FN;7702;4046
74;2;Ghislain LA SPISA;PS;4588;843
74;2;Lionel TARDY;LR;15889;11836
74;2;Loris FONTANA;PCF;948;938
74;2;Yann BURGUIERE;LFI;5890;3276
74;3;Jacques CAMBON;LFI;7367;4024
74;3;Annie COLLINET;EELV;2360;2101
74;3;Guillaume GIBOUIN;EM;14729;13894
74;3;Martial SADDIER;LR;10328;10842
74;3;Nathalie GENAND;FN;7808;4441
74;4;Michèle KOBUS;LFI;4934;2531
74;4;Wenceslas LIARD;FN;6976;3428
74;4;Annie ANSELME;PCF;724;600
74;4;Virginie DUBY-MULLER;LR;11509;11586
74;4;Laura DEVIN;EM;14118;12992
74;4;Catherine WALTHERT SELOSSE;EELV;954;1208
74;4;Mylène CLAUSIER;LR;1080;481
74;4;Anne FAVRELLE;PS;3720;934
74;5;Gil THOMAS;PCF;817;1259
74;5;Marion LENNE;EM;15727;15134
74;5;Anne-Francoise ABADIE PARISI;FN;7391;3602
74;5;Jean-Baptiste BAUD;PS;5036;2210
74;5;Marin DAURIAT;LFI;4873;3593
74;5;Patricia MAHUT;LR;9175;5200
74;5;Louis POLESE;LR;1573;487
74;6;Amélie SARLIN;LR;1153;496
74;6;Sophie DION;LR;10410;8976
74;6;Sylvie BRIANCEAU;LFI;5735;2945
74;6;Xavier ROSEREN;EM;14084;12311
74;6;Karam AOUN;FN;6429;3239
74;6;Jacques VENJEAN;EELV;1938;1626
75;1;Sylvain MAILLARD;EM;24477;24037
75;1;Pauline VÉRON;PS;5363;3705
75;1;Sylvie BAYLE;PCF;676;388
75;1;Victoria BARIGANT;EELV;1606;2481
75;1;Guylaine COEFFIER;FN;1969;1029
75;1;Patrick COMOY;LFI;4263;2840
75;1;Jean-François LEGARET;LR;13326;8402
75;1;Christophe TAVERNIER;LR;294;221
75;2;Gilles LE GENDRE;EM;20379;18463
75;2;Nathalie KOSCIUSKO-MORIZET;LR;15529;8007
75;2;Gilles SEIGNAN;EELV;1384;2086
75;2;Jan-Edouard BRUNIE;LR;292;211
75;2;Anne-Françoise PRUNIÈRES;LFI;2864;2632
75;2;Manon BOUQUIN;FN;1639;1021
75;2;Lorraine QUESTIAUX;PCF;620;594
75;2;Marine ROSSET;PS;4475;2700
75;3;Stanislas GUERINI;EM;18204;17321
75;3;Valérie NAHMIAS;LR;970;5960
75;3;Laurent LEVARD;LFI;5832;4610
75;3;Aurélien LEGRAND;FN;1919;1327
75;3;François GIORDANO;LR;380;274
75;3;Annick LEPETIT;PS;5212;4846
75;3;Adrien DELASSUS;EELV;1396;1864
75;3;Nadine MEZENCE;PCF;858;473
75;4;Hanna CLAIRIÈRE;EELV;741;912
75;4;Fabrice DASSIE;PS;2295;950
75;4;Ève FROGER;FN;1842;1108
75;4;Ilana CICUREL;EM;15264;17726
75;4;Mélanie MONIER;LFI;1285;1402
75;4;Fabienne DOS SANTOS;PCF;299;148
75;4;Brigitte KUSTER;LR;21193;14032
75;4;Nadejda SILANINA;LR;254;295
75;5;Marie FONTAINE;FN;1455;1240
75;5;Déborah PAWLIK;LR;6167;3511
75;5;Layla YAKOUB;LFI;4668;5237
75;5;Didier LE RESTE;PCF;1089;806
75;5;Seybah DAGOMA;PS;7400;5503
75;5;Julien BAYOU;EELV;1855;5454
75;5;Benjamin GRIVEAUX;EM;21574;19247
75;6;Hélène HAUTVAL;LR;784;2307
75;6;Pierre PERSON;EM;21785;16772
75;6;Danielle SIMONNET;LFI;9813;8013
75;6;Cécile DUFLOT;EELV;6736;6250
75;6;Adrien TIBERTI;PCF;2289;1110
75;6;Guy DEBALLE;FN;1723;1224
75;7;Jean-Charles LALLEMAND;LFI;6761;5280
75;7;Patrick BLOCHE;PS;6632;7202
75;7;Nicolas BONNET-OULALDJ;PCF;1055;913
75;7;Pacôme RUPIN;EM;22364;19381
75;7;Caroline DUEZ;LR;292;307
75;7;Vincent ROGER;LR;7645;4436
75;7;Isabelle COCHARD;FN;1789;1113
75;8;Laetitia AVIA;EM;18707;18545
75;8;Emmanuelle PIERRE-MARIE;EELV;1978;2803
75;8;Sandrine MAZETIER;PS;6643;6964
75;8;Renée-Michelle THIMOTTE;FN;2609;1729
75;8;Valérie MONTANDON;LR;7675;7227
75;8;Marianne JOURNIAC;PCF;1055;728
75;8;Clément BONY;LFI;6217;6278
75;8;Anastasia MARIE;LR;505;452
75;9;Cendrine CHEREIL DE LA RIVIÈRE;LR;390;456
75;9;Raphaël QNOUCH;LFI;6653;5573
75;9;Buon TAN;EM;17661;13384
75;9;Claire MONOD;EELV;1477;3531
75;9;Martin LAGANE;PS;5422;4230
75;9;Laure ESQUIEU;LR;3667;3080
75;9;Elisabeth STIBBE;LR;799;277
75;9;Jean-Noël AQUA;PCF;1054;1257
75;9;Corinne BERTHAUD;FN;2212;1677
75;10;Thiphaine LÉOST;FN;2201;1656
75;10;Anne-Christine LANG;EM;14767;15786
75;10;Maxime COCHARD;PCF;1048;887
75;10;Leïla CHAIBI;LFI;5635;5447
75;10;Ryadh SALLEM;PS;4528;3379
75;10;Sandrine RICHARD;LR;4799;4584
75;10;Sybille BERNARD;EELV;1612;2418
75;10;Alexandre KADUR;LR;937;30
75;10;Isabelle MARTIN;LR;382;409
75;11;Anissa GHAIDI;PCF;860;673
75;11;François DE GRAILLY;LR;290;322
75;11;Elisabeth BASTON;FN;1710;1064
75;11;Francis SZPINER;LR;8110;7316
75;11;Jean-Roch SERGENT;LR;1351;308
75;11;Marielle DE SARNEZ;EM;27463;17733
75;11;Pascal CHERKI;PS;5740;6599
75;11;Florentin LETISSIER;EELV;1537;2643
75;11;Jean-Pierre COULOMB;LFI;4728;3430
75;12;Agnès PAGEARD;FN;2049;1351
75;12;Olivia GREGOIRE;EM;18387;21275
75;12;Isabelle MATHURIN;PCF;523;386
75;12;Patrick LEFRANÇOIS;LFI;3718;2538
75;12;Florian SITBON;PS;4542;2606
75;12;Dominique MAHÉ;LR;341;512
75;12;Philippe GOUJON;LR;16105;13489
75;12;France TALANDIER;EELV;1200;1076
75;13;Jean-François LAMOUR;LR;13371;12533
75;13;Naza CHIFFERT;PS;4378;3232
75;13;Magalhy BERTO;LFI;4176;3277
75;13;Wallerand DE SAINT JUST;FN;2286;1472
75;13;Laurence PATRICE;PCF;695;418
75;13;Hugues RENSON;EM;20036;19452
75;13;Marion RACANIERE;LR;433;420
75;14;Claude GOASGUEN;LR;19080;15173
75;14;Alexandra MOUTON;LFI;1166;935
75;14;Flore MADELIN;PCF;315;166
75;14;Valérie BOUGAULT-DELAGE;EM;15445;17654
75;14;Pierre-Alain WEILL;PS;2022;1001
75;14;Armelle GOASGUEN;FN;2066;1341
75;14;Xavier LOUY;LR;289;246
75;15;Christophe VERSINI;FN;1985;1771
75;15;Mehdi KEMOUNE;LFI;9211;7158
75;15;Atanase PÉRIFAN;LR;10043;3421
75;15;Antoinette GUHL;EELV;2010;4171
75;15;George PAU-LANGEVIN;PS;16747;9258
75;15;Didier CHABAILLÉ;LR;430;448
75;15;Jacques BAUDRIER;PCF;1446;1746
75;16;Jean-Christophe CAMBADELIS;PS;5859;3035
75;16;Sarah LEGRAIN;LFI;6971;7350
75;16;Danièle HOLLAND;LR;291;335
75;16;Mériam BOUSSEBSI;LR;621;228
75;16;Mounir MAHJOUBI;EM;22571;13434
75;16;Sergio TINTI;PCF;1292;1192
75;16;Anne-Constance ONGHENA;LR;4119;2611
75;16;Dan LERT;EELV;1750;3758
75;16;Michel BULTÉ;FN;1816;1404
75;17;Babette DE ROZIÈRES;LR;3441;1722
75;17;Ian BROSSAT;PCF;1241;2730
75;17;Béatrice FAILLÉS;EM;10055;8172
75;17;Colombe BROSSEL;PS;4777;2375
75;17;Douchka MARKOVIC;EELV;1296;1670
75;17;Vanessa LANCELOT;FN;1641;1252
75;17;Danièle OBONO;LFI;6795;4481
75;18;Caroline DE HAAS;EELV;1689;4971
75;18;Alena AVERIYANOVA;LR;253;440
75;18;Myriam EL KHOMRI;PS;17357;7412
75;18;Pierre-Yves BOURNAZEL;LR;10188;11634
75;18;Paul VANNIER;LFI;6375;6080
75;18;Annie LAVENIER;FN;1451;1170
76;1;Christophe LEVASSEUR;LR;490;405
76;1;Claire PRADEL;FN;3536;2667
76;1;Damien ADAM;EM;13115;11471
76;1;Jean-François BURES;LR;5132;5302
76;1;Lionel DESCAMPS;LFI;6645;4416
76;1;Valérie FOURNEYRON;PS;4258;5702
76;2;Jacques-Antoine PHILIPPE;PS;3649;3564
76;2;Gilles PATITUCCI;FN;8993;6781
76;2;Florence DEMISELLE;PCF;1257;707
76;2;Éric LAMBERT;LR;1322;896
76;2;Renaud THERON;EELV;817;385
76;2;Annie VIDAL;EM;14915;20058
76;2;Alain NINAUVE;LFI;7012;5546
76;3;Luce PANE;PS;4316;4573
76;3;Nadine JAZÉ;LR;579;397
76;3;Guillaume PENNELLE;FN;5989;4901
76;3;Hubert WULFRANC;PCF;1490;8656
76;3;Cyrille GRENOT;EM;11422;8681
76;3;Jonas HADDAD;LR;3527;1760
76;4;Guillaume BACHELAY;PS;5409;7738
76;4;David CORMAND;EELV;910;928
76;4;Sira SYLLA;EM;11118;10588
76;4;Marie-Hélène ROUX;LR;4829;3004
76;4;Laura THIEBLEMONT;LFI;7996;5576
76;4;Armelle BOUILLÉ;LR;936;328
76;4;Nicolas GOURY;FN;9561;7861
76;4;Patrice DUPRAY;PCF;1417;3219
76;5;Bénédicte LE MOËL;FN;11896;8647
76;5;Jean DELALANDRE;LR;12170;9702
76;5;Christophe BOUILLON;PS;15068;19230
76;5;Christophe MANCHON;EELV;908;1774
76;5;Myriam MULOT;LFI;7762;5403
76;6;Marie LE VERN;PS;6078;5407
76;6;Philippe DUFOUR;EM;16647;15197
