Dept_circo;Nom;Prenom;nuance;voix;%Voix/inscrit;%Voix/exprimes;Acces
49_1;DELAGREE;CHRISTIAN;ECO;239;0,30;0,51;N
49_2;BARON;BRUNO;ECO;2229;2,55;4,41;N
49_3;BENARD;NATHALIE;ECO;459;0,67;1,13;N
49_4;PIRON;MICHEL;UMP;19452;26,44;44,62;O
49_5;PORTZERT;BERNARD;ECO;370;0,49;0,86;N
49_6;SCHOSSELER;CHANTAL;ECO;825;0,89;1,52;N
49_7;LAVEAU;ROMAIN;ECO;2278;3,02;5,06;N
50_1;GOSSELIN;PHILIPPE;UMP;21377;24,71;41,73;O
50_2;TREHET;BERNARD;MODEM;4740;5,01;8,30;N
50_3;GOGLIO;JACQUELINE;ECO;218;0,21;0,35;N
50_4;BOURDON;CYRIL;MODEM;901;1,02;1,80;N
51_1;PARUIT;NADINE;ECO;475;0,69;1,31;N
51_2;GAUCHER;FLORENCE;ECO;382;0,53;0,96;N
51_3;LOISELET;ERIC;ECO;11069;13,61;24,97;O
51_4;BAZYLAK;NATHALIE;ECO;440;0,54;0,99;N
51_5;BOUCHE;SYLVIE;ECO;391;0,50;0,85;N
52_1;CHATEL;LUC;UMP;20620;27,67;45,76;O
52_2;CORNUT-GENTILLE;FRANÃ‡OIS;UMP;16724;26,00;45,67;O
53_1;KOZLOWSKI;ISABELLE;ECO;699;0,96;1,64;N
53_2;DOINEAU;ELISABETH;MODEM-;6770;8,82;15,19;N
53_3;FAVENNEC;YANNICK;UMP;23152;32,00;53,94;N
54_1;TOLLENAERE;ERIC;DVG;384;0,48;0,86;N
54_2;FERON;HERVÃ‰;SOC;15976;22,52;39,51;O
54_3;TESTI;MICHEL;ECO;502;0,60;1,22;N
54_4;LAMBLIN;JACQUES;UMP;20316;20,91;36,68;O
54_5;FONTAINE;JACQUELINE;ECO;980;1,28;2,13;N
54_6;BERTELLE;XAVIER;PRG;653;0,75;1,41;N
55_1;PANCHER;BERTRAND;PRV;17489;22,16;37,31;O
55_2;BUCAILLE;VERONIQUE;NouvC;196;0,32;0,56;N
56_1;HERAUD;OLIVIER;ECO;266;0,27;0,43;N
56_2;LE RAY;PHILIPPE;DVD;15144;15,37;24,34;O
56_3;BLEUNVEN;YVES;UMP;20199;23,28;37,72;O
56_4;BLEHER;JEAN-LUC;MODEM-;9080;8,89;14,71;N
56_5;KERSUZAN;YANNICK;PRV;256;0,32;0,56;N
56_6;LE NAY;JACQUES;UMP;20293;22,78;36,27;O
57_1;FILIPPETTI;AURÃ‰LIE;SOC;20190;22,89;43,58;O
57_2;REIMERINGER;SOPHIE;ECO;776;1,02;1,93;N
57_3;LOIZEAU;CHRISTIAN;ECO;276;0,37;0,70;N
57_4;MARTY;ALAIN;UMP;18362;22,62;39,80;O
57_5;UHRING;MICHEL;ECO;1663;2,23;4,27;N
57_6;LANG;PIERRE;UMP;8518;11,78;25,02;N
57_7;WOJCIECHOWSKI;ANDRÃ‰;PRV;15310;16,72;32,45;O
57_8;HAIDAS;SALAH;PRG;391;0,43;0,94;N
57_9;GROMMERCH-BRANDENBURGER;ANNE;UMP;20130;20,75;40,04;O
58_1;GONZALEZ;JULIEN;ECO;213;0,27;0,49;N
58_2;GAGNEPAIN;BERNARD;ECO;317;0,37;0,62;N
59_1;ROMAN;BERNARD;SOC;12313;20,34;41,68;O
59_2;QUIQUET;ERIC;ECO;3382;3,87;7,44;N
59_3;PERAT;JEAN-LUC;DVG;9683;10,03;19,30;N
59_4;DUPONT;VALERIE;ECO;684;0,70;1,30;N
59_5;MONTAGNE;JACQUELINE;ECO;598;0,62;1,07;N
59_6;CATTEAU;FRANÃ‡OIS-XAVIER;ECO;440;0,52;0,85;N
59_7;COLAS;ISABELLE;ECO;360;0,50;0,96;N
59_8;BAERT;DOMINIQUE;DVG;10965;15,88;36,46;O
59_9;BONTINCK;MARIETTE;MODEM;1279;1,43;2,74;N
59_10;CHEURFI;AHMED;DVG;250;0,31;0,67;N
59_11;CHERPIN;PRISCILLA;ECO;465;0,51;0,98;N
59_12;JOLY;DAVID;ECO;234;0,25;0,45;N
59_13;LEFEVRE;MARCEL;ECO;1295;1,43;2,75;N
59_14;BEURAERT;MARTINE;MODEM;673;0,68;1,15;N
59_15;HOSTALIER;FRANÃ‡OISE;UMP;10543;11,07;18,50;N
59_16;HARDUIN;VINCENT;ECO;263;0,31;0,59;N
59_17;BUFQUIN;BRUNO;UMP;8212;10,94;20,42;N
59_18;VILLAIN;FRANÃ‡OIS-XAVIER;UMP;22541;24,50;43,73;O
59_19;HERBOMEL;MANUEL;ECO;334;0,42;0,80;N
59_20;HUON;MONIQUE;UMP;5376;6,65;13,50;N
59_21;DAMIANI;SYLVAIN;DVD;175;0,22;0,41;N
60_1;DASSAULT;OLIVIER;UMP;21038;26,04;43,83;O
60_2;DOURLAT;FABIENNE;ECO;406;0,47;0,82;N
60_3;HEIM;RICHARD;ECO;184;0,26;0,48;N
60_4;WOERTH;ERIC;UMP;20518;22,70;40,17;O
60_5;WILQUIN;LUC;ECO;276;0,39;0,67;N
60_6;GONNOT;FRANÃ‡OIS-MICHEL;UMP;12333;16,52;28,54;O
60_7;DORE;PATRICIA;ECO;554;0,74;1,27;N
61_1;SENECHAL;MARIA;ECO;251;0,35;0,60;N
61_2;LOUWAGIE;VÃ‰RONIQUE;UMP;13068;18,99;32,84;O
61_3;BESSIN;JACQUES;ECO;354;0,49;0,80;N
62_1;RAVAUX;SERGE;ECO;1435;1,39;2,30;N
62_2;OLIVIER;LAURE;ECO;2377;2,82;4,78;N
62_3;GAUTHY;SOPHIE;UMP;5298;6,07;11,69;N
62_4;WEILL;LAURENT;MODEM-;365;0,42;0,69;N
62_5;HAMIANI;MALIKA;ECO;322;0,36;0,65;N
62_6;POHER;HERVÃ‰;DVG;11301;12,69;20,79;N
62_7;FRANÃ‡OIS;CHARLES;PRG;532;0,58;1,13;N
62_8;MASSET-MALLEVAES;DANY;MODEM;1068;1,15;1,98;N
62_9;BOYS;DANIEL;DVG;3370;4,25;7,43;N
62_10;SUDIC-TAILLIEU;LISETTE;ECO;840;0,94;1,81;N
62_11;KEMEL;PHILIPPE;SOC;12609;13,39;23,72;O
62_12;KUCHEIDA;JEAN-PIERRE;DVG;10811;11,43;21,64;N
63_1;REVERSEAU;YVES;ECO;1271;1,58;2,94;N
63_2;MONTEL;JACQUES;ECO;301;0,35;0,57;N
63_3;AUROI;DANIELLE;ECO;18901;21,83;36,42;O
63_4;FOURVEL-PELLETIER;HÃ‰LÃˆNE;ECO;1805;1,89;3,24;N
63_5;DE FREITAS;PHILIPPE;ECO;386;0,38;0,65;N
64_1;RULAND;MARGUA;ECO;328;0,48;0,84;N
64_2;VERCOUTERE;MARC;ECO;308;0,40;0,64;N
64_3;GROSCLAUDE;DAVID;ECO;1551;1,89;3,07;N
64_4;PETETIN;ERIC;ECO;278;0,35;0,54;N
64_5;HILAIRE;ALEXA;ECO;373;0,44;0,75;N
64_6;LEPRETRE;CHRISTOPHE;ECO;356;0,38;0,65;N
65_1;TREMEGE;GÃ‰RARD;PRV;13864;15,68;26,30;O
65_2;DANJAU;ALBERT;ECO;467;0,52;0,88;N
66_1;LANGEVINE;AGNÃˆS;ECO;682;1,01;1,73;N
66_2;CASTANET;AUDREY;ECO;488;0,55;0,92;N
66_3;PANIS;JEAN-MARC;ECO;1372;1,71;2,84;N
66_4;MALORTIGUE;CAROL;ECO;297;0,32;0,52;N
67_1;REGOL;SANDRA;ECO;2188;3,42;6,63;N
67_2;BIES;PHILIPPE;SOC;13983;19,65;37,62;O
67_3;LEONHARDT;JEAN-PAUL;DVD;324;0,47;0,92;N
67_4;HIRZEL;AGNÃˆS;ECO;591;0,66;1,18;N
67_5;HERTH;ANTOINE;UMP;26404;26,83;49,31;O
67_6;FURST;LAURENT;UMP;25964;28,47;51,68;N
67_7;HETZEL;PATRICK;UMP;14518;17,15;31,43;O
67_8;SIBLER;ALPHONSE;ECO;946;1,02;1,92;N
67_9;THOMAS;NICOLE;UMP;0;0,00;0,00;O
68_1;BAUMULLER;YVES;MODEM;521;0,70;1,27;N
68_2;CHRIST;JEAN-LOUIS;UMP;23454;25,73;45,92;O
68_3;DELAUNAY-HARTEMANN;ALEXANDRA;MODEM;739;0,88;1,62;N
68_4;BIONDI;RAOUL;FRN;11848;11,94;21,47;N
68_5;SONZOGNI;DJAMILA;ECO;1381;1,75;3,38;N
68_6;BASCHUNG;RÃ‰GIS;MODEM;828;0,90;1,76;N
69_1;PASCO-VIEL;EMMANUEL;ECO;304;0,45;0,82;N
69_2;BAUME;EMELINE;ECO;3825;5,11;8,83;N
69_3;SOUVIGNET;MARTINE;DVG;199;0,28;0,51;N
69_4;PICOLET;BERTRAND;MODEM;1273;1,60;2,78;N
69_5;SAVOYE-DI SPIRITO;JOANNE;MODEM;5835;7,24;11,87;N
69_6;COLLINI;BERNARD-ARMAND;ECO;379;0,48;0,92;N
69_7;TREFCON;MIKAEL;ECO;116;0,18;0,37;N
69_8;VERCHERE;PATRICE;UMP;28566;29,02;48,02;O
69_9;PERRUT;BERNARD;UMP;18508;21,53;37,59;O
69_10;HARTMANN;VÃ‰RONIQUE;ECO;2704;3,02;4,99;N
69_11;KOHLHAAS;JEAN-CHARLES;ECO;1923;2,25;3,82;N
69_12;ISAAC-SIBILLE;CYRILLE;MODEM;2324;3,05;5,10;N
69_13;DOMMANGE;MATTHIEU;ECO;471;0,59;1,05;N
69_14;TAZDAÃT;DJIDA;PRV;169;0,24;0,50;N
70_1;GAFFARD;DOMINIQUE;ECO;1019;1,15;1,80;N
70_2;BARASSI-ZAMOCHNIKOFF;FABRICE;MODEM;914;0,99;1,60;N
71_1;MICOLLET;SOPHIE;MODEM;994;1,37;2,36;N
71_2;DORIER;CHARLÃˆNE;DVD;569;0,70;1,20;N
71_3;LOTTEAU;FRANÃ‡OIS;ECO;1571;1,88;3,11;N
71_4;MICHOUX;ERIC;DVD;3704;4,56;7,70;N
71_5;ATTEYE;ABDOULKADER;ECO;1216;1,33;2,43;N
72_1;FONTAINE;JEAN-LOUIS;ECO;279;0,38;0,66;N
72_2;BATIOT;RÃ‰MY;ECO;1277;1,53;2,79;N
72_3;BARDIN;LOÃC;MODEM-;854;1,01;1,71;N
72_4;GUILLOCHER;CÃ‰CILE;MODEM;720;0,91;1,55;N
72_5;LE MENER;DOMINIQUE;UMP;20491;23,43;39,64;O
73_1;EXERTIER;FRÃ‰DÃ‰RIC;ECO;668;0,81;1,38;N
73_2;BARDAGI;THIERRY;ECO;274;0,37;0,67;N
73_3;SOCQUET-JUGLARD;GHISLAINE;ECO;405;0,58;0,97;N
73_4;PLASSIARD-BRUNET;CAROLE;ECO;2208;3,08;5,34;N
74_1;BOUSSOUIBA;HAMDY;ECO;320;0,34;0,59;N
74_2;ASTORG;FRANÃ‡OIS;ECO;2632;2,91;5,07;N
74_3;GRILLET;JOSEPH;ECO;572;0,76;1,36;N
74_4;PASSARO;JEAN-LUC;ECO;344;0,43;0,85;N
74_5;NEGRO;LAURENT;ECO;426;0,47;0,89;N
74_6;DEPARIS;PHILIPPE;PRV;1450;1,91;3,50;N
75_1;FELLOUS;SANDRA;MODEM;1462;1,91;3,22;N
75_2;DEBAH;FARID;ECO;41;0,06;0,09;N
75_3;GHERMAOUI;RAHMA;ECO;207;0,32;0,55;N
75_4;LE GALL;MARTINE;MODEM;860;1,28;2,20;N
75_5;SOUYRIS;ANNE;ECO;3636;5,13;8,60;N
75_6;GUY;SYLVAIN;COM;488;0,67;1,12;N
75_7;BLOCHE;PATRICK;SOC;20553;28,36;46,63;O
75_8;CANDELON;BENJAMIN;DVG;304;0,38;0,63;N
75_9;AUDA;GRÃ‰GORY;DVG;240;0,36;0,62;N
75_10;NAVARRE;PHILIPPE;DVG;694;1,04;1,78;N
75_11;BLAUEL;CÃ‰LIA;ECO;2554;3,67;5,78;N
75_12;COSSE;STÃ‰PHANE;MODEM;1985;2,78;4,43;N
75_13;LAFONT;JEAN;ECO;1673;2,30;3,68;N
75_14;GOASGUEN;CLAUDE;UMP;23012;32,92;58,11;N
75_15;ZILBERG;ARLETTE;ECO;3328;4,50;7,88;N
75_16;CAMBADELIS;JEAN-CHRISTOPHE;SOC;14864;22,44;41,23;O
75_17;VAILLANT;DANIEL;SOC;13174;23,93;46,11;O
75_18;ARTINIAN;GRÃ‰GOIRE;MODEM;1113;1,71;2,92;N
76_1;FOURNEYRON;VALÃ‰RIE;SOC;15235;23,52;41,50;O
76_2;TERNISIEN;ALAIN;MODEM;2110;2,31;3,86;N
76_3;CHARAFI;BRAHIM;MODEM;1418;2,05;3,86;N
76_4;MEYER;FRANCK;NouvC;6910;7,77;14,05;N
76_5;PERSIL;MARIE-FRANCE;ECO;1438;1,53;2,66;N
76_6;RENAUDIN;SERGE;MODEM;1246;1,13;1,91;N
76_7;LOGIOU;LAURENT;SOC;16640;18,64;34,33;O
76_8;DELAMARRE;ARIANE;NouvC;316;0,45;0,95;N
76_9;LECARPENTIER;CÃ‰DRIC;MODEM;910;0,98;1,68;N
76_10;TRASSY-PAILLOGUES;ALFRED;UMP;25458;24,04;39,02;O
77_1;MONVILLE-DE CECCO;BÃ‰NÃ‰DICTE;ECO;888;1,31;2,37;N
77_2;AYRAULT;STÃ‰PHANE;ECO;470;0,60;1,03;N
77_3;GUILLO;YANNICK;PRG;386;0,53;0,91;N
77_4;LACHAIZE;JONATHAN;ECO;291;0,34;0,59;N
77_5;RIESTER;FRANCK;UMP;16419;20,80;37,32;O
77_6;NIUBO ANDREU;VICTOR-MANUEL;MODEM;463;0,63;1,07;N
77_7;BENICHOU;ROBERT;ECO;293;0,36;0,65;N
77_8;ROTH;ROGER;ECO;321;0,39;0,73;N
77_9;CADET;PATRICK;ECO;359;0,44;0,82;N
77_10;LEJEUNES;ALAIN;ECO;344;0,44;0,86;N
77_11;KITEBA SIMO;HERVÃ‰;PRV;648;1,04;2,07;N
78_1;ARNOULT;PHILIPPE;ECO;383;0,47;0,78;N
78_2;CHATEL;DIDIER;ECO;488;0,59;0,94;N
78_3;MARZBANI;SAMSON;ECO;229;0,28;0,47;N
78_4;SAUNIER;ELISABETH;MODEM;1567;2,04;3,44;N
78_5;BOISNEL;CAROLINE;MODEM;1561;2,16;3,79;N
78_6;CHEFDOR;FRANCK;MODEM-;1709;2,30;4,17;N
78_7;ABOUHAMDA;FOUAD;ECO;234;0,30;0,53;N
78_8;MARIOJOULS;JOÃ‹L;ECO;832;1,17;2,22;N
78_9;MARTIN;FRANÃ‡OIS;DVD;781;0,87;1,61;N
78_10;SQUENEL;GÃ‰RALDINE;MODEM-;863;0,99;1,63;N
78_11;BARRY;THIERRY;ECO;280;0,43;0,76;N
78_12;RENARD;SOPHIE;ECO;2220;3,34;5,70;N
79_1;BALOGE;JÃ‰RÃ”ME;PRV;15494;17,52;30,64;O
79_2;BROUXEL;SOLANGE;MODEM;1015;1,04;1,79;N
79_3;AUZANNEAU;CORINNE;ECO;213;0,25;0,42;N
80_1;REZIGA;MOHAMED;ECO;210;0,25;0,45;N
80_2;GALLI;CHRISTIAN;ECO;587;0,78;1,39;N
80_3;MONCOMBLE;FRANK;ECO;616;0,73;1,14;N
80_4;GEST;ALAIN;UMP;17717;21,40;34,64;O
80_5;DE SAINT JUST;WALLERAND;FRN;7161;8,73;14,08;N
81_1;ROUSTIT;JEAN-PIERRE;ECO;160;0,19;0,30;N
81_2;MANUEL;CATHERINE;ECO;2453;2,39;3,88;N
81_3;HOULÃˆS;DIDIER;DVG;8816;8,95;13,87;N
82_1;LE BOULANGER;CATHERINE;ECO;457;0,53;0,85;N
82_2;DE VERGNETTE;PHILIPPE;UMP;9462;10,60;17,38;N
83_1;CORBIN;JOSETTE;ECO;458;0,62;1,15;N
83_2;RALLO;ANNA;MODEM;607;0,70;1,26;N
83_3;DONZEL;JEAN;MODEM-;813;0,83;1,45;N
83_4;BEYL;CHRISTINE;ECO;353;0,36;0,63;N
83_5;MICHEL;PHILIPPE;MODEM;3362;3,69;6,48;N
83_6;SILVANI;ROBERT;ECO;718;0,66;1,14;N
83_7;KAPLAN;MARION;ECO;0;0,00;0,00;N
83_8;VIRRIAT;JOÃ‹L;ECO;513;0,51;0,86;N
84_1;ZAIDAT;MOHAMED;ECO;1171;1,62;2,89;N
84_2;BOUCHET;JEAN-CLAUDE;UMP;13853;17,23;28,24;O
84_3;DUCROS;ASTRID;DVD;796;1,12;1,82;N
84_4;MARTIN;BÃ‰NÃ‰DICTE;UMP;10667;12,39;20,45;N
84_5;VENDRELY;VIANNEY;ECO;490;0,62;1,04;N
85_1;BOUYER;ALAIN;ECO;556;0,54;0,95;N
85_2;MINDREN;CATHERINE;ECO;369;0,38;0,63;N
85_3;FOURE;PHILIPPE;ECO;961;0,84;1,44;N
85_4;ORGEAS;LAURENT;ECO;352;0,37;0,63;N
85_5;SARLOT;JOÃ‹L;UMP;13519;16,79;27,65;O
86_1;CLAIRAND;ARNAUD;ECO;1906;2,47;4,42;N
86_2;BOUCHAREB;FRÃ‰DÃ‰RIC;ECO;406;0,54;0,92;N
86_3;FLAMANT;MARC;ECO;238;0,32;0,54;N
86_4;MICHEL;PASCAL;ECO;138;0,18;0,33;N
87_1;RIVET;NADINE;MODEM;1254;1,48;2,50;N
87_2;PEYRONNET;FRÃ‰DÃ‰RICK;UMP;12377;12,80;20,58;O
87_3;HERVÃ‰;PHILIPPE;ECO;743;0,89;1,46;N
88_1;PARMENTIER;BERTRAND;MODEM;797;1,04;1,81;N
88_2;THIÃ‰BAUT;EMMANUEL;ECO;437;0,59;0,99;N
88_3;GREMILLET;FRANÃ‡OIS;MODEM;660;0,99;1,63;N
88_4;LAMAZE;FLORENCE;ECO;1279;1,88;3,09;N
89_1;BÃ‰HÃ‰REC;BERNARD;ECO;180;0,23;0,39;N
89_2;ROLLAND;JEAN-MARIE;UMP;13618;17,52;29,48;O
89_3;PARIS;DANIEL;PRG;4311;4,84;8,40;N
90_1;ROUSSELET;RENAUD;MODEM;667;1,41;2,37;N
90_2;FLEURY;MARIE-JOSÃ‰;DVG;1862;3,90;6,64;N
91_1;VALERO;DANIELLE;ECO;1389;1,98;4,08;N
91_2;GUIOMAR;XAVIER;ECO;1476;1,69;2,89;N
91_3;GUSTAVE;STEEVY;ECO;4105;4,46;7,62;N
91_4;SERNA;JACQUES-LUCIEN;ECO;1565;1,70;2,77;N
91_5;LORIDANT;PAUL;DVG;1868;2,80;4,46;N
91_6;ROUYER;MICHEL;ECO;2207;2,90;4,97;N
91_7;MERMINOD;EMMANUEL;ECO;498;0,69;1,25;N
91_8;LE VAGUERESE-MARIE;FLORIE;ECO;968;1,28;2,19;N
91_9;HOUNSOU;DAMIEN;ECO;256;0,34;0,59;N
91_10;BAURE;PAUL-HENRI;ECO;201;0,33;0,64;N
92_1;BACHELAY;ALEXIS;SOC;9227;15,51;32,51;O
92_2;BENTEBRA;MOHAMED;ECO;302;0,48;0,81;N
92_3;LE GUENNIOU;ANNE;ECO;1584;2,07;3,51;N
92_4;DJAZIRI;YACINE;SOC;8588;12,12;22,35;N
92_5;GITTON;MIREILLE;PRG;942;1,37;2,35;N
92_6;THEVENET;AUDRIC;ECO;224;0,31;0,52;N
92_7;OLLIER;PATRICK;UMP;23944;28,52;47,49;O
92_8;TARDIEU;NICOLAS;ECO;220;0,33;0,53;N
92_9;JOYEUX;ODILE;ECO;1067;1,75;2,96;N
92_10;LACOMBE;MAXIME;ECO;403;0,56;0,93;N
92_11;SOMMARUGA;JULIE;SOC;11681;17,34;29,93;O
92_12;DELOM;CHRISTIAN;MODEM;1940;2,16;3,50;N
92_13;FEUILLADE;FABIEN;ECO;6273;7,25;11,56;N
93_1;BOROWSKI;MIKE;MODEM;1234;2,23;4,91;N
93_2;EXCELLENT;DIEUNOR;DVG;1086;2,10;4,91;N
93_3;DUFFRENE;SYLVIE;ECO;1759;2,49;4,79;N
93_4;VULLIEZ;ESTELLE;ECO;496;0,82;1,91;N
93_5;HAMOUM;DJAFAR;DVG;198;0,32;0,67;N
93_6;VALENTE;PALMERIDO;DVG;139;0,28;0,62;N
93_7;DESMARTIN;BÃ‰ATRICE;DVG;219;0,31;0,62;N
93_8;DEBBOUZA;ABDELNACER;ECO;231;0,38;0,71;N
93_9;BARIKI ALAOUI;FATIMA;ECO;268;0,40;0,82;N
93_10;MEITE;FATOU;DVG;196;0,29;0,61;N
93_11;GATIGNON;STÃ‰PHANE;ECO;7503;12,09;25,23;N
93_12;MEZIANE;ABDELALI;ECO;1643;2,55;4,94;N
94_1;GINESTE;MICHEL;ECO;2132;2,58;4,43;N
94_2;AMARA;SALIKA;DVG;162;0,25;0,51;N
94_3;JABRI;YASSINE;DVG;450;0,64;1,21;N
94_4;FERRER;FERNAND;MODEM;1208;1,68;2,99;N
94_5;DUSSUD;ARNAUD;ECO;1308;1,52;2,79;N
94_6;ABEILLE;LAURENCE;ECO;12254;15,70;26,72;O
94_7;KANOUTE;ALMAMY;DVG;812;1,28;2,24;N
94_8;BERTIN;MARIE-AMÃ‰LIE;ECO;1308;1,77;2,97;N
94_9;NIAKATE;AMINATA;ECO;1412;2,65;5,43;N
94_10;BELABBAS;MEHDY;ECO;2110;3,33;6,51;N
94_11;MAURIER;CLAUDE;ECO;410;0,68;1,31;N
95_1;CLICHY;MILÃˆNE;ECO;375;0,48;0,82;N
95_2;VEAUX-KHOURY;NOÃ‹LLE;ECO;575;0,78;1,37;N
95_3;CAUÃ‹T;ANNE-MARIE;ECO;1740;1,98;3,60;N
95_4;GAUVAIN-KERYMEL;NICOLE;ECO;1120;1,54;2,74;N
95_5;ZOLOTAREFF;JEAN-PIERRE;DVG;172;0,25;0,51;N
95_6;VERGNAUD;FRÃ‰DÃ‰RIC;ECO;269;0,36;0,66;N
95_7;BONNEL;THIERRY;MODEM;622;0,92;1,73;N
95_8;ATONGA;ARMAND;ECO;493;0,95;2,25;N
95_9;TAKAHIRA;GISÃˆLE;ECO;242;0,36;0,72;N
95_10;COLAK;ROLAND;ECO;224;0,36;0,70;N
971_1;DURIMEL;HARRY;ECO;3163;4,32;15,46;O
971_2;BERNIER;LAURENT;UMP;5280;6,48;21,71;O
971_3;UNEAU;GÃ‰RARD;ECO;604;0,78;2,37;N
971_4;MOLINIE;LOUIS;UMP;1330;1,99;4,92;N
972_1;JOUGON;JACQUELINE;MODEM;184;0,24;0,80;N
972_2;AZEROT;BRUNO-NESTOR;DVG;5742;7,03;21,60;O
972_3;LÃ‰SEL;THIERRY;MODEM;145;0,22;0,78;N
972_4;RENE CORAIL;ARNAUD;DVG;3301;4,18;12,68;O
973_1;HOOSEINBUX;GAMAL;MODEM;385;0,83;3,06;N
973_2;ACHILLE;ARMAND;DIV;280;0,91;2,89;N
974_1;VERGÃˆS;PIERRE;DVG;811;1,10;2,48;N
974_2;LANGENIER;JEAN-YVES;DVG;5485;6,53;14,31;N
974_3;THIEN AH KOON;ANDRÃ‰;DVD;13528;16,13;34,00;O
974_4;GRONDIN;BERTRAND;ECO;1074;1,13;2,26;N
974_5;DAMOUR;PRISCILLA;ECO;232;0,31;0,77;N
974_6;LEMAGNEN;EMMANUEL;MODEM;471;0,69;1,71;N
974_7;ROBERT;THIERRY;MODEM;16224;16,37;37,81;O
975_1;;;;;0,00;0,00;
979_1;HAMLET;JACQUES;DVD;511;2,25;7,72;N
985_1;ALI BOTO;BACAR;DVG;1008;2,83;6,51;N
985_2;HENRY;JACQUES-MARTIAL;NouvC;905;2,16;4,25;N
986_1;VERGÃ‰;DAVID;DVD;1997;22,24;28,80;O
987_1;BOUTEAU;NICOLE;MODEM;2548;3,80;8,44;N
987_2;VERNAUDON;CLARENNTZ;DVD;672;1,13;2,60;N
987_3;BOUISSOU;JEAN-CHRISTOPHE;DVD;1762;2,93;6,29;N
988_1;AUBE;PIERRE;FRN;1743;2,28;4,96;N
988_2;;;;;0,00;0,00;
99_1;MANTEAU;PHILIPPE;NouvC;447;0,29;1,41;N
99_2;GONZALEZ LINDEMANN;FRANÃ‡OISE;DVD;1851;2,53;16,09;N
99_3;DE CHAZEAUX;OLIVIER;PRV;125;0,14;0,69;N
99_4;LE BRETON;TANGUY;MODEM;1554;1,60;6,72;N
99_5;D'ORLÃ‰ANS;CHARLES-PHILIPPE;MODEM-;486;0,61;3,05;N
99_6;DE TASSIGNY;MARIE-FRANÃ‡OISE;PRV;867;0,81;3,74;N
99_7;FOURNY;XAVIER;MODEM;1347;1,51;6,46;N
99_8;KARSENTY;PHILIPPE;DVD;2084;1,90;14,45;N
99_9;ARBIB;SIHAME;MODEM;332;0,34;1,96;N
99_10;KARGUE;ADELINE;MODEM;55;0,06;0,26;N
99_11;DUMONT;PAUL;PRV;645;0,81;2,95;N
1_1;BRETON;XAVIER;UMP;17716;22,41;37,65;O
1_2;DE LA VERPILLIERE;CHARLES;UMP;19217;22,09;37,26;O
1_3;ROCHET;DELPHINE;DVD;582;0,83;1,56;N
1_4;VOISIN;MICHEL;UMP;20050;23,70;40,73;O
1_5;GALIENNE;JEAN;ECO;446;0,61;1,07;N
2_1;BONO;AUDE;NouvC;11297;15,56;26,49;O
2_2;BUIL;GUILLAUME;ECO;222;0,30;0,50;N
2_3;COLPIN;DIDIER;DVD;354;0,50;0,87;N
2_4;LAURISTON;CHARLES-EDOUARD;PRV;891;1,13;2,07;N
2_5;BRIFFAUT;FRANCK;FRN;10793;13,32;22,74;O
3_1;LECRIQUE;YVES;FRN;5307;5,87;9,67;N
3_2;GUILLAUMIN;JEAN-MARIE;ECO;507;0,58;0,98;N
3_3;JAVERLIAT;PASCAL;PRV;325;0,41;0,69;N
4_1;RAGOLSKI;DANIEL;ECO;693;1,14;1,86;N
4_2;VERSCHUEREN;ISABELLE;MODEM;627;0,99;1,62;N
5_1;PAJOT;THIERRY;MODEM;630;1,12;1,85;N
5_2;FAIDY;SANDRINE;DVD;276;0,54;0,89;N
6_1;GOVERNATORI;JEAN-MARC;ECO;324;0,39;0,71;N
6_2;MIRAN;PATRICE;ECO;654;0,79;1,36;N
6_3;VALLADE;MARIE-JOSÃ‰;ECO;558;0,64;1,18;N
6_4;ZAHAR;NICOLAS;DVD;361;0,43;0,75;N
6_5;HVIDSTEN;AXEL;ECO;333;0,39;0,68;N
6_6;LUCA;LIONNEL;UMP;21841;28,70;51,44;N
6_7;TONDINI;JEAN-BRUNO;DVD;443;0,49;0,87;N
6_8;POIRIER;MARLÃˆNE;DVD;553;0,69;1,30;N
6_9;DE VARGAS;LAURENT;DVD;93;0,12;0,21;N
7_1;DUPONT;ANDRÃ‰;MODEM;1404;1,83;3,11;N
7_2;DURAND;JACKIE;ECO;208;0,23;0,37;N
7_3;KAPPEL;ROGER;MODEM;590;0,78;1,19;N
8_1;POLETTI;BÃ‰RENGÃˆRE;UMP;16520;22,54;39,56;O
8_2;COMBIS;CLAIRE;PRV;153;0,24;0,44;N
8_3;GUILBERT;LAURENT;FRN;4051;6,92;11,63;N
9_1;FONTANEAU;SOLANGE;ECO;211;0,37;0,61;N
9_2;CALLEJA;PHILIPPE;UMP;8569;14,34;23,56;O
10_1;SUBTIL;BRUNO;FRN;9669;14,94;25,29;O
10_2;MATHIS;JEAN-CLAUDE;UMP;16608;22,78;38,55;O
10_3;KLETTY;SYLVIANE;ECO;169;0,26;0,45;N
11_1;FILLON;ISABELLE;MODEM;816;0,88;1,44;N
11_2;SARFATI;ANDRÃ‰;ECO;193;0,23;0,38;N
11_3;BRESSON;EMMANUEL;UMP;12559;14,34;22,55;O
12_1;CENSI;YVES;UMP;19487;25,83;39,83;O
12_2;TRANIER;LAURENT;UMP;12416;17,59;27,47;O
12_3;MARC;ALAIN;UMP;17756;24,69;38,16;O
