link2;nom;departement;circonscription;sexe;nom candidat;prénom candidat;age_candidat;nuance_politique;csp;personnalité_bool;candidat_sortant;parti_predecesseur2007;chomage_moyen_2012;age_moy_2012;region_uda_8_wcorse;voixModele1;%_voix/ins;%_voix/exp;prediction;modele2Voix;modele2rounded
Sonia NAFFATI_6_2;Sonia NAFFATI;6;2;F;NAFFATI;Sonia;29;FG-FI;5;Non;Non;Non;10.55;43.6876489503;8;8122;9.48;20.26;-0.178358606891;5386.471648111177;5386
Loîc DOMBREVAL_6_2;Loîc DOMBREVAL;6;2;M;DOMBREVAL;Loîc;51;EM-MODEM;2;Non;Non;Non;10.55;43.6876489503;8;12229;14.27;30.51;0.0452043355852;13735.770091644203;13736
Jean-Louis FIORI_6_2;Jean-Louis FIORI;6;2;M;FIORI;Jean-Louis;63;EXG;7;Non;Non;Non;10.55;43.6876489503;8;1148;1.34;2.86;-0.122730739003;865.3885586293959;865
Brigitte REYNARD_6_2;Brigitte REYNARD;6;2;F;REYNARD;Brigitte;54;EELV;8;Non;Non;Oui;10.55;43.6876489503;8;1526;1.78;3.81;-0.156997937818;1063.0571082877716;1063
Anne SATTONNET_6_2;Anne SATTONNET;6;2;F;SATTONNET;Anne;56;LR-UMP;8;Non;Non;Non;10.55;43.6876489503;8;1335;1.56;3.33;-0.130778225004;987.8773787335307;988
Eliette TROUCHE_6_2;Eliette TROUCHE;6;2;F;TROUCHE;Eliette;56;LR-UMP;2;Non;Non;Non;10.55;43.6876489503;8;1598;1.86;3.99;-0.128469428708;1188.7960305014558;1189
Cédric ROUSSEL_6_3;Cédric ROUSSEL;6;3;M;ROUSSEL;Cédric;44;EM-MODEM;3;Non;Non;Oui;10.55;43.6876489503;8;11854;13.3;28.91;0.0299214105636;12764.428228225717;12764
Muriel LOUBET_6_3;Muriel LOUBET;6;3;F;LOUBET;Muriel;65;LR-UMP;3;Non;Non;Non;10.55;43.6876489503;8;1318;1.48;3.21;-0.139301262928;956.3440216574122;956
Rudy SALLES_6_3;Rudy SALLES;6;3;M;SALLES;Rudy;62;LR-UMP;3;Oui;Oui;Non;10.55;43.6876489503;8;1422;1.6;3.47;-0.0740698675939;1199.0291149198124;1199
Philippe VARDON_6_3;Philippe VARDON;6;3;M;VARDON;Philippe;36;FN;3;Non;Non;Non;10.55;43.6876489503;8;12784;14.35;31.18;-0.0529287359421;11317.17485656982;11317
Bruno COULET_6_3;Bruno COULET;6;3;M;COULET;Bruno;46;FG-FI;3;Non;Non;Non;10.55;43.6876489503;8;8459;9.49;20.63;-0.0438022823479;7647.45169782035;7647
Raphaël GALMICHE_6_3;Raphaël GALMICHE;6;3;M;GALMICHE;Raphaël;29;PS;4;Non;Non;Oui;10.55;43.6876489503;8;3253;3.65;7.93;-0.0155747812538;3138.4071318223932;3138
Jean-Marc CHIPOT_6_4;Jean-Marc CHIPOT;6;4;M;CHIPOT;Jean-Marc;50;LR-UMP;2;Non;Non;Non;10.55;43.6876489503;8;1523;1.78;3.12;-0.0924265480848;1231.0433749183576;1231
Xavier BECK_6_4;Xavier BECK;6;4;M;BECK;Xavier;63;LR-UMP;3;Non;Non;Oui;10.55;43.6876489503;8;11574;13.5;23.71;-0.0614396017575;10047.17290578803;10047
Michaël ALBIN_6_4;Michaël ALBIN;6;4;M;ALBIN;Michaël;38;EXG;5;Non;Non;Non;10.55;43.6876489503;8;1001;1.17;2.05;-0.097361612842;799.9677232810914;800
Alexandra VALETTA ARDISSON_6_4;Alexandra VALETTA ARDISSON;6;4;F;VALETTA ARDISSON;Alexandra;41;EM-MODEM;5;Non;Non;Non;10.55;43.6876489503;8;10832;12.63;22.19;-0.0690884678943;9238.898234916558;9239
Zohra BRIAND_6_4;Zohra BRIAND;6;4;F;BRIAND;Zohra;45;FG-FI;5;Non;Non;Non;10.55;43.6876489503;8;7293;8.51;14.94;-0.105160622275;5724.60586644706;5725
Olivier BETTATI_6_4;Olivier BETTATI;6;4;M;BETTATI;Olivier;47;FN;2;Non;Non;Oui;10.55;43.6876489503;8;15319;17.87;31.38;-0.0596091375634;13354.304622037962;13354
Chantal AGNELY_6_5;Chantal AGNELY;6;5;F;AGNELY;Chantal;60;FN;4;Non;Non;Non;10.55;43.6876489503;8;14676;16.69;28.59;-0.0597368524187;12790.009017216657;12790
Christine BEYL_6_5;Christine BEYL;6;5;F;BEYL;Christine;54;EELV;2;Non;Non;Non;10.55;43.6876489503;8;893;1.02;1.74;-0.158921757936;619.340814550477;619
Marine BRENIER_6_5;Marine BRENIER;6;5;F;BRENIER;Marine;30;LR-UMP;3;Oui;Oui;Oui;10.55;43.6876489503;8;17155;19.51;33.42;-0.0733254823247;14489.895055690986;14490
Philippe PELLEGRINI_6_5;Philippe PELLEGRINI;6;5;M;PELLEGRINI;Philippe;37;FG-FI;3;Non;Non;Non;10.55;43.6876489503;8;6849;7.79;13.34;-0.0359494907479;6304.892344948475;6305
Thibault DELHEZ_6_5;Thibault DELHEZ;6;5;M;DELHEZ;Thibault;31;LR-UMP;2;Non;Non;Non;10.55;43.6876489503;8;1492;1.7;2.91;-0.0911575857154;1209.514940721654;1210
Jacqueline DEVIER_6_5;Jacqueline DEVIER;6;5;F;DEVIER;Jacqueline;64;PS;4;Non;Non;Oui;10.55;43.6876489503;8;10273;11.68;20.01;-0.0186940215495;9840.18507070863;9840
Nathalie AUDIN_6_6;Nathalie AUDIN;6;6;F;AUDIN;Nathalie;49;EM-MODEM;3;Non;Non;Non;10.55;43.6876489503;8;10612;13.59;22.39;-0.0289909674562;9926.731470060322;9927
Lionel DOLCIANI_6_6;Lionel DOLCIANI;6;6;M;DOLCIANI;Lionel;39;LR-UMP;2;Non;Non;Non;10.55;43.6876489503;8;1471;1.88;3.1;-0.0809161302369;1220.9462420485497;1221
Antoine MARCHESE_6_6;Antoine MARCHESE;6;6;M;MARCHESE;Antoine;60;EELV;7;Non;Non;Non;10.55;43.6876489503;8;738;0.95;1.56;-0.176682194403;491.3310012200308;491
Yoann SALIBA_6_6;Yoann SALIBA;6;6;M;SALIBA;Yoann;34;FN;2;Non;Non;Non;10.55;43.6876489503;8;13027;16.68;27.48;-0.0494997258615;11623.707887569162;11624
Jean-François TÉALDI_6_6;Jean-François TÉALDI;6;6;M;TÉALDI;Jean-François;65;EXG;7;Non;Non;Non;10.55;43.6876489503;8;582;0.75;1.23;-0.125092215011;436.3457694275622;436
Michel GAILLARD_6_6;Michel GAILLARD;6;6;M;GAILLARD;Michel;57;PS;3;Non;Non;Non;10.55;43.6876489503;8;2383;3.05;5.03;-0.10576079115;1867.9414151797312;1868
Laurence TRASTOUR-ISNART_6_6;Laurence TRASTOUR-ISNART;6;6;F;TRASTOUR-ISNART;Laurence;45;LR-UMP;4;Non;Non;Non;10.55;43.6876489503;8;13611;17.43;28.71;-0.141500357204;9826.292253681633;9826
Prune HELFTER-NOAH_6_6;Prune HELFTER-NOAH;6;6;F;HELFTER-NOAH;Prune;40;FG-FI;3;Non;Non;Non;10.55;43.6876489503;8;4978;6.38;10.5;-0.109815736212;3865.7979912418045;3866
Elisabeth DEBORDE_6_7;Elisabeth DEBORDE;6;7;F;DEBORDE;Elisabeth;51;EELV;3;Non;Non;Non;10.55;43.6876489503;8;1738;1.87;3.18;-0.179600744663;1149.3413388795832;1149
Eric PAUGET_6_7;Eric PAUGET;6;7;M;PAUGET;Eric;46;LR-UMP;3;Non;Non;Non;10.55;43.6876489503;8;15028;16.19;27.5;-0.0858452945048;12332.635388846233;12333
Cécile DUMAS_6_7;Cécile DUMAS;6;7;F;DUMAS;Cécile;50;EXG;3;Non;Non;Non;10.55;43.6876489503;8;1117;1.2;2.04;-0.0981051237524;891.1443323937867;891
Philippe CARENZO_6_7;Philippe CARENZO;6;7;M;CARENZO;Philippe;47;FG-FI;3;Non;Non;Non;10.55;43.6876489503;8;7529;8.11;13.78;-0.049537154678;6717.383488992923;6717
Sophie MORI_6_7;Sophie MORI;6;7;F;MORI;Sophie;52;LR-UMP;4;Non;Non;Non;10.55;43.6876489503;8;1545;1.66;2.83;-0.136574566538;1128.1164114118376;1128
Lionel TIVOLI_6_7;Lionel TIVOLI;6;7;M;TIVOLI;Lionel;29;FN;3;Non;Non;Non;10.55;43.6876489503;8;12025;12.95;22.0;-0.0689218945761;10260.3739757857;10260
Khaled BEN ABDERRAHMANE_6_7;Khaled BEN ABDERRAHMANE;6;7;M;BEN ABDERRAHMANE;Khaled;48;EM-MODEM;3;Non;Non;Non;10.55;43.6876489503;8;15673;16.88;28.68;0.0433907052902;17513.147208678496;17513
Anne KESSLER_6_8;Anne KESSLER;6;8;F;KESSLER;Anne;44;FN;3;Non;Non;Oui;10.55;43.6876489503;8;11988;14.62;25.03;-0.0690214198069;10226.459775917505;10226
Pamela BIATOUR_6_8;Pamela BIATOUR;6;8;M;BIATOUR;Pamela;27;LR-UMP;5;Non;Non;Non;10.55;43.6876489503;8;1222;1.49;2.55;-0.148594569502;867.9138851624999;868
Maddy VARD_6_8;Maddy VARD;6;8;F;VARD;Maddy;64;FG-FI;7;Non;Non;Non;10.55;43.6876489503;8;5307;6.47;11.08;-0.118064497594;4043.7527190463506;4044
Antoine BABU_6_8;Antoine BABU;6;8;M;BABU;Antoine;25;PS;5;Non;Non;Non;10.55;43.6876489503;8;2356;2.87;4.92;-0.0867355469124;1929.4775917673076;1929
Philippe BUERCH_6_8;Philippe BUERCH;6;8;M;BUERCH;Philippe;51;EM-MODEM;3;Non;Non;Non;10.55;43.6876489503;8;10569;12.89;22.06;0.0419459461121;11761.658211684879;11762
Bernard BROCHAND_6_8;Bernard BROCHAND;6;8;M;BROCHAND;Bernard;79;LR-UMP;7;Oui;Oui;Oui;10.55;43.6876489503;8;15108;18.42;31.54;-0.116049538663;11565.314241423986;11565
Fabien TORRES_6_8;Fabien TORRES;6;8;M;TORRES;Fabien;39;EELV;3;Non;Non;Non;10.55;43.6876489503;8;725;0.88;1.51;-0.0965250986715;580.514280717116;581
Christine SCHOUVER_6_8;Christine SCHOUVER;6;8;F;SCHOUVER;Christine;49;EXG;3;Non;Non;Non;10.55;43.6876489503;8;626;0.76;1.31;-0.0981051237524;499.42377088496914;499
Nathalie PAVARD_6_9;Nathalie PAVARD;6;9;F;PAVARD;Nathalie;48;FN;3;Non;Non;Non;10.55;43.6876489503;8;12094;15.14;25.33;-0.0796931154811;10066.461776019018;10066
Odile CLEMENTE_6_9;Odile CLEMENTE;6;9;F;CLEMENTE;Odile;61;EXG;7;Non;Non;Non;10.55;43.6876489503;8;654;0.82;1.37;-0.12230684778;493.4815277101565;493
Jean-Luc BURGAUD_6_9;Jean-Luc BURGAUD;6;9;M;BURGAUD;Jean-Luc;51;LR-UMP;3;Non;Non;Non;10.55;43.6876489503;8;1404;1.76;2.94;-0.0818813957664;1162.7482968007355;1163
Dominique FILLEBEEN_6_9;Dominique FILLEBEEN;6;9;F;FILLEBEEN;Dominique;61;EM-MODEM;3;Non;Non;Non;10.55;43.6876489503;8;11028;13.8;23.09;-0.0335166456874;10208.927314707536;10209
Denis LEBLANC_6_9;Denis LEBLANC;6;9;M;LEBLANC;Denis;63;FG-FI;3;Non;Non;Non;10.55;43.6876489503;8;5483;6.86;11.48;-0.00734355737556;5391.066494135478;5391
Michèle TABAROT_6_9;Michèle TABAROT;6;9;F;TABAROT;Michèle;54;LR-UMP;2;Oui;Oui;Oui;10.55;43.6876489503;8;13669;17.11;28.62;-0.0751272250946;11497.661496832816;11498
Louis ACACIO_6_9;Louis ACACIO;6;9;M;ACACIO;Louis;63;PS;3;Non;Non;Oui;10.55;43.6876489503;8;2614;3.27;5.47;-0.00614755663616;2577.2587728164985;2577
Luisa GAILLARD SANCHEZ_7_1;Luisa GAILLARD SANCHEZ;7;1;F;GAILLARD SANCHEZ;Luisa;66;FG-FI;3;Non;Non;Non;10.8;43.8039233765;7;8555;10.98;22.66;-0.10886729125;6658.136931463509;6658
Francois JACQUART_7_1;Francois JACQUART;7;1;M;JACQUART;Francois;59;EXG;4;Non;Non;Non;10.8;43.8039233765;7;1071;1.37;2.84;0.0537156721033;1233.3867577276446;1233
Olivier KELLER_7_1;Olivier KELLER;7;1;M;KELLER;Olivier;62;EELV;1;Non;Non;Non;10.8;43.8039233765;7;1156;1.48;3.06;-0.175915492645;770.9786317827854;771
André DUPONT_7_1;André DUPONT;7;1;M;DUPONT;André;52;EM-MODEM;3;Non;Non;Non;10.8;43.8039233765;7;11018;14.14;29.18;0.0598773121496;12929.334687854343;12929
François ARSAC_7_1;François ARSAC;7;1;M;ARSAC;François;52;LR-UMP;7;Non;Non;Non;10.8;43.8039233765;7;903;1.16;2.39;-0.13536181923;661.1894740115778;661
Céline PORQUET_7_1;Céline PORQUET;7;1;F;PORQUET;Céline;39;FN;3;Non;Non;Oui;10.8;43.8039233765;7;11272;14.47;29.86;-0.0897946046303;9166.55978889669;9167
Hervé SAULIGNAC_7_1;Hervé SAULIGNAC;7;1;M;SAULIGNAC;Hervé;46;PS;3;Oui;Non;Oui;10.8;43.8039233765;7;3780;4.85;10.01;0.0766936032342;4684.862658250408;4685
Isabelle FRANÇOIS_7_2;Isabelle FRANÇOIS;7;2;F;FRANÇOIS;Isabelle;47;LR-UMP;2;Non;Non;Non;10.8;43.8039233765;7;2003;2.15;3.64;-0.133117228715;1474.2248264016007;1474
Samia HASNAOUI_7_2;Samia HASNAOUI;7;2;F;HASNAOUI;Samia;54;FG-FI;3;Non;Non;Non;10.8;43.8039233765;7;8474;9.11;15.39;-0.115467522801;6495.6248838405945;6496
Laurette GOUYET-POMMARET_7_2;Laurette GOUYET-POMMARET;7;2;F;GOUYET-POMMARET;Laurette;49;EM-MODEM;3;Non;Non;Non;10.8;43.8039233765;7;14333;15.41;26.03;-0.00790347541294;14074.521067520056;14075
Daniel BABAROSSA_7_2;Daniel BABAROSSA;7;2;M;BABAROSSA;Daniel;66;EXG;7;Non;Non;Non;10.8;43.8039233765;7;1065;1.14;1.93;0.011257409718;1093.721137096874;1094
Olivier DUSSOPT_7_2;Olivier DUSSOPT;7;2;M;DUSSOPT;Olivier;38;PS;4;Oui;Oui;Oui;10.8;43.8039233765;7;4287;4.61;7.78;0.0779158859351;5335.465822367046;5335
Marc-Antoine QUENETTE_7_2;Marc-Antoine QUENETTE;7;2;M;QUENETTE;Marc-Antoine;39;LR-UMP;3;Non;Non;Oui;10.8;43.8039233765;7;11585;12.45;21.04;-0.0974812714757;9255.817153662643;9256
Odile LASFARGUES-BOUYON_7_2;Odile LASFARGUES-BOUYON;7;2;F;LASFARGUES-BOUYON;Odile;70;FN;7;Non;Non;Non;10.8;43.8039233765;7;11995;12.89;21.78;-0.124188570026;9011.80285257626;9012
Nadia SENNI_7_2;Nadia SENNI;7;2;F;SENNI;Nadia;40;EELV;4;Non;Non;Non;10.8;43.8039233765;7;1326;1.43;2.41;-0.138739114435;963.395047979174;963
Carole DAUDAN_7_3;Carole DAUDAN;7;3;F;DAUDAN;Carole;54;EXG;4;Non;Non;Non;10.8;43.8039233765;7;1201;1.53;2.6;0.0577225585843;1400.009144036363;1400
Alain JOFFRE_7_3;Alain JOFFRE;7;3;M;JOFFRE;Alain;62;FG-FI;7;Non;Non;Non;10.8;43.8039233765;7;9565;12.21;20.74;-0.0819344588184;7920.462015493126;7920
Guillaume VERMOREL_7_3;Guillaume VERMOREL;7;3;M;VERMOREL;Guillaume;43;EELV;4;Non;Non;Non;10.8;43.8039233765;7;1169;1.49;2.53;-0.12547428789;875.6694999827663;876
Sabine BUIS_7_3;Sabine BUIS;7;3;F;BUIS;Sabine;46;PS;4;Oui;Oui;Oui;10.8;43.8039233765;7;3854;4.92;8.36;0.070577889556;4679.808117961058;4680
Jean-Pierre MEJEAN_7_3;Jean-Pierre MEJEAN;7;3;M;MEJEAN;Jean-Pierre;67;LR-UMP;7;Non;Non;Non;10.8;43.8039233765;7;1203;1.54;2.61;-0.131810879648;888.0854354022563;888
Thierry ARSAC_7_3;Thierry ARSAC;7;3;M;ARSAC;Thierry;54;FN;4;Non;Non;Non;10.8;43.8039233765;7;9322;11.9;20.21;-0.094317932874;7502.2436693160425;7502
Fabrice BRUN_7_3;Fabrice BRUN;7;3;M;BRUN;Fabrice;49;LR-UMP;2;Non;Non;Oui;10.8;43.8039233765;7;8820;11.26;19.12;-0.128381440855;6562.769397277458;6563
Matthieu PEYRAUD_7_3;Matthieu PEYRAUD;7;3;M;PEYRAUD;Matthieu;43;EM-MODEM;3;Non;Non;Non;10.8;43.8039233765;7;10984;14.03;23.82;0.0455503499245;12349.638917231894;12350
Jean-Pierre MORALI_8_1;Jean-Pierre MORALI;8;1;M;MORALI;Jean-Pierre;53;EM-MODEM;3;Non;Non;Non;11.95;41.8987953199;4;10290;14.03;25.49;0.063342626089;12206.763190801586;12207
Sophie LORENZO_8_1;Sophie LORENZO;8;1;F;LORENZO;Sophie;39;FN;2;Non;Non;Non;11.95;41.8987953199;4;12788;17.44;31.67;-0.0964207122314;10241.932643886143;10242
Françoise VERLHAC_8_1;Françoise VERLHAC;8;1;F;VERLHAC;Françoise;54;FG-FI;5;Non;Non;Non;11.95;41.8987953199;4;6867;9.36;17.01;-0.119671000189;5213.099896392136;5213
Sylvain DALLA-ROSA_8_1;Sylvain DALLA-ROSA;8;1;M;DALLA-ROSA;Sylvain;62;EXG;5;Non;Non;Non;11.95;41.8987953199;4;986;1.34;2.44;0.0400493316352;1091.4356920157982;1091
Christophe DUMONT_8_1;Christophe DUMONT;8;1;M;DUMONT;Christophe;58;EELV;3;Non;Non;Non;11.95;41.8987953199;4;1391;1.9;3.45;-0.211890510836;853.9582118450312;854
Bérengère POLETTI_8_1;Bérengère POLETTI;8;1;F;POLETTI;Bérengère;57;LR-UMP;3;Oui;Oui;Oui;11.95;41.8987953199;4;8054;10.98;19.95;-0.00722704788645;7921.083243948644;7921
Guillaume LUCZKA_8_2;Guillaume LUCZKA;8;2;M;LUCZKA;Guillaume;29;FN;3;Non;Non;Non;11.95;41.8987953199;4;10475;16.4;29.95;-0.101978911405;8282.760815189275;8283
Christophe LEONARD_8_2;Christophe LEONARD;8;2;M;LEONARD;Christophe;46;PS;3;Oui;Oui;Oui;11.95;41.8987953199;4;2597;4.07;7.43;0.0589422771997;3038.7088431264287;3039
Mario IGLESIAS_8_2;Mario IGLESIAS;8;2;M;IGLESIAS;Mario;68;EM-MODEM;7;Non;Non;Non;11.95;41.8987953199;4;7342;11.49;21.0;0.0167443885478;7642.410016473228;7642
Pierre CORDIER_8_2;Pierre CORDIER;8;2;M;CORDIER;Pierre;45;LR-UMP;3;Non;Non;Oui;11.95;41.8987953199;4;6647;10.41;19.01;-0.124152383075;4994.284699443175;4994
Jean PIERRARD_8_2;Jean PIERRARD;8;2;M;PIERRARD;Jean;64;EELV;7;Non;Non;Non;11.95;41.8987953199;4;790;1.24;2.26;-0.236653435711;458.1140965468468;458
Michel CARTIAUX_8_2;Michel CARTIAUX;8;2;M;CARTIAUX;Michel;55;FG-FI;5;Non;Non;Non;11.95;41.8987953199;4;6343;9.93;18.14;-0.0588848316829;5538.72598117236;5539
Igor NIVELET_8_2;Igor NIVELET;8;2;M;NIVELET;Igor;46;EXG;4;Non;Non;Non;11.95;41.8987953199;4;776;1.21;2.22;0.0754444379809;957.692586257541;958
Didier HERBILLON_8_3;Didier HERBILLON;8;3;M;HERBILLON;Didier;53;PS;4;Non;Non;Non;11.95;41.8987953199;4;2075;3.63;6.38;-0.145754379022;1483.4186063846137;1483
Christelle VORILLION_8_3;Christelle VORILLION;8;3;F;VORILLION;Christelle;46;EM-MODEM;3;Non;Non;Non;11.95;41.8987953199;4;6967;12.19;21.41;-0.0162115919025;6711.726001849501;6712
Jean-Luc WARSMANN_8_3;Jean-Luc WARSMANN;8;3;M;WARSMANN;Jean-Luc;51;LR-UMP;3;Oui;Oui;Non;11.95;41.8987953199;4;7636;13.36;23.47;0.0338544522869;8309.678830104429;8310
Amandine BLOMME_8_3;Amandine BLOMME;8;3;F;BLOMME;Amandine;35;FN;2;Non;Non;Non;11.95;41.8987953199;4;9998;17.49;30.72;-0.106587326579;7822.143983813699;7822
Dalila MAOUCHE_8_3;Dalila MAOUCHE;8;3;F;MAOUCHE;Dalila;49;EXG;5;Non;Non;Non;11.95;41.8987953199;4;561;0.98;1.72;0.0645162790785;667.9809599406905;668
Cédric SAUVAGE_8_3;Cédric SAUVAGE;8;3;M;SAUVAGE;Cédric;48;EELV;3;Non;Non;Non;11.95;41.8987953199;4;637;1.11;1.96;-0.20896060182;393.71216191496836;394
Sophie PERRIN_8_3;Sophie PERRIN;8;3;F;PERRIN;Sophie;47;FG-FI;3;Non;Non;Non;11.95;41.8987953199;4;4668;8.17;14.34;-0.099377490264;3713.2428810966994;3713
Jérôme AZEMA_9_1;Jérôme AZEMA;9;1;M;AZEMA;Jérôme;44;EM-MODEM;2;Non;Non;Non;12.1;44.8625701691;6;8261;14.56;25.09;0.0359405700543;9041.032872972275;9041
Bénédicte TAURINE_9_1;Bénédicte TAURINE;9;1;F;TAURINE;Bénédicte;40;FG-FI;4;Non;Non;Non;12.1;44.8625701691;6;7727;13.62;23.46;-0.0993080890363;6147.560666377642;6148
José NAVARRO_9_1;José NAVARRO;9;1;M;NAVARRO;José;63;EXG;7;Non;Non;Non;12.1;44.8625701691;6;992;1.75;3.01;0.039938918614;1097.7385611679063;1098
Laurence LEFORT_9_1;Laurence LEFORT;9;1;F;LEFORT;Laurence;55;FN;4;Non;Non;Non;12.1;44.8625701691;6;6384;11.25;19.39;-0.0921613686473;5163.349343768654;5163
Martine ESTEBAN_9_1;Martine ESTEBAN;9;1;F;ESTEBAN;Martine;61;PS;8;Non;Non;Non;12.1;44.8625701691;6;3397;5.99;10.32;-0.121251944996;2569.4702985091417;2569
Marie-Noëlle SAMARCQ_9_1;Marie-Noëlle SAMARCQ;9;1;F;SAMARCQ;Marie-Noëlle;59;LR-UMP;5;Non;Non;Non;12.1;44.8625701691;6;5134;9.05;15.59;-0.147742922129;3653.5322244147187;3654
Guy DJEDAINI_9_2;Guy DJEDAINI;9;2;M;DJEDAINI;Guy;59;LR-UMP;2;Non;Non;Non;12.1;44.8625701691;6;909;1.5;2.53;-0.109956596044;705.6791519846312;706
Jérôme BROSSERON_9_2;Jérôme BROSSERON;9;2;M;BROSSERON;Jérôme;56;EELV;2;Non;Non;Non;12.1;44.8625701691;6;1002;1.65;2.79;-0.132765772599;738.077470596059;738
Vincent HEREDIA_9_2;Vincent HEREDIA;9;2;M;HEREDIA;Vincent;69;EXG;7;Non;Non;Non;12.1;44.8625701691;6;976;1.61;2.72;0.0325020590785;1058.2358959599965;1058
Philippe CALLEJA_9_2;Philippe CALLEJA;9;2;M;CALLEJA;Philippe;56;LR-UMP;3;Non;Non;Oui;12.1;44.8625701691;6;5109;8.42;14.25;-0.090001146483;4152.740144354415;4153
Bernard GONDRAN_9_2;Bernard GONDRAN;9;2;M;GONDRAN;Bernard;71;FN;3;Non;Non;Non;12.1;44.8625701691;6;7808;12.87;21.77;-0.0528628213666;6913.165967190005;6913
Huguette BERTRAND-VINZERICH_9_2;Huguette BERTRAND-VINZERICH;9;2;F;BERTRAND-VINZERICH;Huguette;59;EM-MODEM;8;Non;Non;Non;12.1;44.8625701691;6;8413;13.87;23.46;-0.0233637301667;7972.364722715512;7972
Michel LARIVE_9_2;Michel LARIVE;9;2;M;LARIVE;Michel;50;FG-FI;4;Non;Non;Non;12.1;44.8625701691;6;7699;12.69;21.47;-0.0188895629647;7371.311372307367;7371
Alain FAURÉ_9_2;Alain FAURÉ;9;2;M;FAURÉ;Alain;54;PS;2;Oui;Oui;Oui;12.1;44.8625701691;6;3288;5.42;9.17;0.0738948363848;4036.741474045019;4037
Bernadette DEDIEU-COUMENAY_9_2;Bernadette DEDIEU-COUMENAY;9;2;F;DEDIEU-COUMENAY;Bernadette;58;LR-UMP;3;Non;Non;Non;12.1;44.8625701691;6;660;1.09;1.84;-0.126545123651;493.1724547701713;493
Grégory BESSON-MOREAU_10_1;Grégory BESSON-MOREAU;10;1;M;BESSON-MOREAU;Grégory;34;EM-MODEM;3;Non;Non;Non;12.75;41.719101558;4;8849;13.75;24.25;0.0351387788895;9663.363939688494;9663
Nicolas DHUICQ_10_1;Nicolas DHUICQ;10;1;M;DHUICQ;Nicolas;56;LR-UMP;3;Oui;Oui;Oui;12.75;41.719101558;4;8964;13.93;24.56;0.00169186125285;8999.125859838105;8999
Bruno SUBTIL_10_1;Bruno SUBTIL;10;1;M;SUBTIL;Bruno;61;FN;3;Non;Non;Oui;12.75;41.719101558;4;12106;18.81;33.17;-0.0619902612911;10495.675822486244;10496
Michel BACH_10_1;Michel BACH;10;1;M;BACH;Michel;66;FG-FI;7;Non;Non;Non;12.75;41.719101558;4;4865;7.56;13.33;-0.0339126208376;4499.561827789197;4500
Marie GATARD-LAFOND_10_1;Marie GATARD-LAFOND;10;1;F;GATARD-LAFOND;Marie;20;EXG;8;Non;Non;Non;12.75;41.719101558;4;686;1.07;1.88;0.0532218698616;788.8441755645981;789
Virgil HENNEQUIN_10_2;Virgil HENNEQUIN;10;2;M;HENNEQUIN;Virgil;24;PS;8;Non;Non;Oui;12.75;41.719101558;4;2642;3.58;5.98;-0.0520478284738;2343.6080700719576;2344
Jean-Christophe LEFEVRE_10_2;Jean-Christophe LEFEVRE;10;2;M;LEFEVRE;Jean-Christophe;29;FN;3;Non;Non;Non;12.75;41.719101558;4;12314;16.68;27.85;-0.0797393050913;10248.489114541428;10248
Elise GEHIN_10_2;Elise GEHIN;10;2;F;GEHIN;Elise;26;FG-FI;8;Non;Non;Non;12.75;41.719101558;4;5195;7.04;11.75;-0.200036179528;3277.550352143446;3278
Gisèle MALAVAL_10_2;Gisèle MALAVAL;10;2;F;MALAVAL;Gisèle;66;EXG;7;Non;Non;Non;12.75;41.719101558;4;622;0.84;1.41;0.0350343985564;679.0487683369097;679
Valérie BAZIN-MALGRAS_10_2;Valérie BAZIN-MALGRAS;10;2;F;BAZIN-MALGRAS;Valérie;47;LR-UMP;2;Non;Non;Oui;12.75;41.719101558;4;12196;16.52;27.59;-0.177293869326;8108.183080277019;8108
Djamila HADDAD_10_2;Djamila HADDAD;10;2;F;HADDAD;Djamila;50;EM-MODEM;4;Non;Non;Non;12.75;41.719101558;4;10422;14.11;23.57;-0.012341767953;10129.996629918343;10130
Arnaud PACOT_10_3;Arnaud PACOT;10;3;M;PACOT;Arnaud;35;EXG;5;Non;Non;Non;12.75;41.719101558;4;664;1.01;1.7;0.0571708256003;772.720528194391;773
Angélique RANC_10_3;Angélique RANC;10;3;F;RANC;Angélique;29;FN;8;Non;Non;Non;12.75;41.719101558;4;10240;15.6;26.28;-0.112629621362;7900.786665554038;7901
Yves BOUTEILLER_10_3;Yves BOUTEILLER;10;3;M;BOUTEILLER;Yves;62;FG-FI;7;Non;Non;Non;12.75;41.719101558;4;5451;8.3;13.99;-0.0326707441144;5055.981054509545;5056
Gérard MENUEL_10_3;Gérard MENUEL;10;3;M;MENUEL;Gérard;65;LR-UMP;7;Oui;Oui;Oui;12.75;41.719101558;4;9033;13.76;23.18;-0.0695343632234;7696.5775033038435;7697
Laurent STOCCO_10_3;Laurent STOCCO;10;3;M;STOCCO;Laurent;46;LR-UMP;8;Non;Non;Non;12.75;41.719101558;4;1391;2.12;3.57;-0.106584023096;1088.2861617976246;1088
Nelly COLLOT-TOUZÉ_10_3;Nelly COLLOT-TOUZÉ;10;3;F;COLLOT-TOUZÉ;Nelly;51;EELV;2;Non;Non;Non;12.75;41.719101558;4;774;1.18;1.99;-0.238079794689;447.36413711062585;447
