Circo;Inscrits;%_Exp/Ins;Couleur;Nom;Voix;%_Voix/Ins;%_Voix/Exp,qualifie
83_5;96236;45.5;DIV;Isabelle MICHON;233;0.24;0.53;non
83_5;96236;45.5;EXG;Pascale MOREL;107;0.11;0.24;non
83_5;96236;45.5;DVG;Natacha JACQUEMARD;66;0.07;0.15;non
84_4;88791;47.93;REM;Carole NORMANI;10744;12.1;25.24;oui
84_4;88791;47.93;EXD;Jacques BOMPARD;8152;9.18;19.15;oui
84_4;88791;47.93;FN;Catherine CANDELA;7711;8.68;18.12;non
84_4;88791;47.93;LR;Jean-François PERILHOU;5096;5.74;11.97;non
84_4;88791;47.93;FI;Farid FARYSSY;3458;3.89;8.13;non
84_4;88791;47.93;SOC;Marlène THIBAUD;1668;1.88;3.92;non
84_4;88791;47.93;DVD;Myriam Henri GROS;1621;1.83;3.81;non
84_4;88791;47.93;COM;Fabienne HALOUI;1094;1.23;2.57;non
84_4;88791;47.93;ECO;Serge MAROLLEAU;986;1.11;2.32;non
84_4;88791;47.93;DLF;Marie-Charlotte LESERGENT;675;0.76;1.59;non
84_4;88791;47.93;ECO;Betty CARVOU;631;0.71;1.48;non
84_4;88791;47.93;REG;Anne-Marie HAUTANT;280;0.32;0.66;non
84_4;88791;47.93;EXG;Béatrice FARGE;198;0.22;0.47;non
84_4;88791;47.93;DIV;Muriel HERMIER;181;0.2;0.43;non
84_4;88791;47.93;DVD;Serge NOUDELBERG;64;0.07;0.15;non
84_2;83325;49.12;REM;Sonia STRAPELIAS;12077;14.49;29.51;oui
84_2;83325;49.12;LR;Jean-Claude BOUCHET;9249;11.1;22.6;oui
84_2;83325;49.12;FN;Thibaut DE LA TOCNAYE;9205;11.05;22.49;non
84_2;83325;49.12;FI;Laurent THÉROND;5120;6.14;12.51;non
84_2;83325;49.12;SOC;Philippe BATOUX;1981;2.38;4.84;non
84_2;83325;49.12;ECO;Annie ROSENBLATT;1216;1.46;2.97;non
84_2;83325;49.12;ECO;Claude SALA;840;1.01;2.05;non
84_2;83325;49.12;DLF;Serge LIOTAUD;801;0.96;1.96;non
84_2;83325;49.12;DIV;Jacqueline ESPINOSA;229;0.27;0.56;non
84_2;83325;49.12;EXG;Michelle CHASSAGNE;209;0.25;0.51;non
85_1;109670;51.41;MDM;Philippe LATOMBE;22581;20.59;40.05;oui
85_1;109670;51.41;LR;Alain LEBOEUF;14971;13.65;26.55;oui
85_1;109670;51.41;FI;Gwenaëlle GRIETENS;5246;4.78;9.3;non
85_1;109670;51.41;FN;Catherine ROY;4993;4.55;8.86;non
85_1;109670;51.41;SOC;Cécile DREURE;3210;2.93;5.69;non
85_1;109670;51.41;ECO;Guy BATIOT;2301;2.1;4.08;non
85_1;109670;51.41;DLF;Marie-Thérèse CHÂTILLON;786;0.72;1.39;non
85_1;109670;51.41;DIV;Théo RIVIERE;616;0.56;1.09;non
85_1;109670;51.41;COM;Pierrick CHAIGNE;614;0.56;1.09;non
85_1;109670;51.41;EXG;Gilles ROBIN;415;0.38;0.74;non
85_1;109670;51.41;DVD;Marie-Hélène LAMIOT;317;0.29;0.56;non
85_1;109670;51.41;DIV;Frédérique BISIERE;288;0.26;0.51;non
85_1;109670;51.41;DIV;Anthony MARY;44;0.04;0.08;non
85_1;109670;51.41;ECO;Didier NORYNBERG;0;0.0;0.0;non
84_5;81872;48.75;REM;Jean VIARD;13291;16.23;33.3;oui
84_5;81872;48.75;LR;Julien AUBERT;8367;10.22;20.96;oui
84_5;81872;48.75;FN;Marie THOMAS DE MALEVILLE;7361;8.99;18.44;non
84_5;81872;48.75;FI;Stéphane CHOTARD;4892;5.98;12.26;non
84_5;81872;48.75;RDG;Luc REYNARD;1922;2.35;4.82;non
84_5;81872;48.75;ECO;Marie-Christine KADLER;1302;1.59;3.26;non
84_5;81872;48.75;ECO;Anne DAURES;645;0.79;1.62;non
84_5;81872;48.75;DLF;Nathalie FOREST;561;0.69;1.41;non
84_5;81872;48.75;DVD;Sandrine KRAFT;466;0.57;1.17;non
84_5;81872;48.75;EXG;Lucien PIERINI;319;0.39;0.8;non
84_5;81872;48.75;DVG;Cédric LECELLIER;275;0.34;0.69;non
84_5;81872;48.75;DIV;Véronique MOREL;258;0.32;0.65;non
84_5;81872;48.75;DVD;Christophe CHALENÇON;253;0.31;0.63;non
85_2;103484;51.86;MDM;Patricia GALLERNEAU;19405;18.75;36.16;oui
85_2;103484;51.86;LR;Béatrice BELLAMY;8957;8.66;16.69;oui
85_2;103484;51.86;SOC;Sylviane BULTEAU;6425;6.21;11.97;non
85_2;103484;51.86;FN;Gabriel DE CHABOT;6012;5.81;11.2;non
85_2;103484;51.86;FI;Dominique CHEVOLLEAU;5329;5.15;9.93;non
85_2;103484;51.86;DVD;Raoul MESTRE;3077;2.97;5.73;non
85_2;103484;51.86;ECO;Michel RAYNAUD;1889;1.83;3.52;non
85_2;103484;51.86;DLF;Viviane CHANTELOUP;932;0.9;1.74;non
85_2;103484;51.86;COM;Laurence CHUSSEAU;721;0.7;1.34;non
85_2;103484;51.86;EXG;Françoise GUYONNET;342;0.33;0.64;non
85_2;103484;51.86;DVD;Cyril DOUGADOS;295;0.29;0.55;non
85_2;103484;51.86;DIV;Laurence LEVA;283;0.27;0.53;non
85_3;122019;52.21;REM;Stéphane BUCHOU;24930;20.43;39.13;oui
85_3;122019;52.21;LR;Florence PINEAU;9600;7.87;15.07;oui
85_3;122019;52.21;DVD;Noël FAUCHER;8497;6.96;13.34;non
85_3;122019;52.21;FN;Corinne FILLET;7578;6.21;11.9;non
85_3;122019;52.21;FI;Alain DARMEY;5414;4.44;8.5;non
85_3;122019;52.21;SOC;Anthony PITALIER;2540;2.08;3.99;non
85_3;122019;52.21;ECO;Laurent AKRICHE;1960;1.61;3.08;non
85_3;122019;52.21;DLF;Catherine BESSONNET;1283;1.05;2.01;non
85_3;122019;52.21;COM;Caroline POTTIER;1064;0.87;1.67;non
85_3;122019;52.21;EXG;Jean-François NICOLAS;399;0.33;0.63;non
85_3;122019;52.21;DIV;Jean-François MARRE;337;0.28;0.53;non
85_3;122019;52.21;DIV;Corentin DATTIN;102;0.08;0.16;non
86_3;74027;50.73;REM;Jean-Michel CLÉMENT;15013;20.28;39.98;oui
86_3;74027;50.73;FN;Delphine JUMEAU;5512;7.45;14.68;oui
86_3;74027;50.73;LR;Enguerrand DELANNOY;5004;6.76;13.32;non
86_3;74027;50.73;FI;Marie-José CELLOT;4385;5.92;11.68;non
86_3;74027;50.73;DVD;Gérard HERBERT;2822;3.81;7.51;non
86_3;74027;50.73;ECO;Florian SÉJOURNÉ;1281;1.73;3.41;non
86_3;74027;50.73;COM;Valérie LAFOY;1208;1.63;3.22;non
86_3;74027;50.73;DVG;Thierry MESMIN;1194;1.61;3.18;non
86_3;74027;50.73;EXG;Danièle CASSETTE;377;0.51;1.0;non
86_3;74027;50.73;DVD;Aymeric MAÎTRE DU CHAMBON;333;0.45;0.89;non
86_3;74027;50.73;DIV;Didier HENRY;227;0.31;0.6;non
86_3;74027;50.73;DIV;Christophe GRESELIN;199;0.27;0.53;non
85_4;97894;51.53;REM;Martine LEGUILLE-BALLOY;23508;24.01;46.6;oui
85_4;97894;51.53;UDI;Wilfrid MONTASSIER;14005;14.31;27.76;oui
85_4;97894;51.53;FI;Anita LAVERGNE;4197;4.29;8.32;non
85_4;97894;51.53;FN;Denise VICENTÉ;3678;3.76;7.29;non
85_4;97894;51.53;ECO;Claudine GOICHON;2449;2.5;4.85;non
85_4;97894;51.53;COM;Marie-Françoise MICHENAUD;1123;1.15;2.23;non
85_4;97894;51.53;DVD;Caroline ROUILLIER;728;0.74;1.44;non
85_4;97894;51.53;EXG;Claude BOUR;409;0.42;0.81;non
85_4;97894;51.53;DIV;Tiphaine PERRIER;347;0.35;0.69;non
86_2;77515;51.84;REM;Sacha HOULIÉ;16776;21.64;41.75;oui
86_2;77515;51.84;LR;Olivier CHARTIER;5684;7.33;14.15;oui
86_2;77515;51.84;FI;Frédéric ABRACHKOFF;5507;7.1;13.7;non
86_2;77515;51.84;SOC;Patricia PERSICO;3454;4.46;8.6;non
86_2;77515;51.84;FN;Pascale BORDIN;3256;4.2;8.1;non
86_2;77515;51.84;ECO;Yoann MAGNERON;1961;2.53;4.88;non
86_2;77515;51.84;COM;Christian MICHOT;1023;1.32;2.55;non
86_2;77515;51.84;DVD;Marie-Dolores PROST;510;0.66;1.27;non
86_2;77515;51.84;DLF;Jeannine MAZZOLENI-MOYSE;472;0.61;1.17;non
86_2;77515;51.84;DIV;Céline BOUSQUET;398;0.51;0.99;non
86_2;77515;51.84;EXD;Marie-Aline DE MASCUREAU;331;0.43;0.82;non
86_2;77515;51.84;DIV;Magali DELAMOUR;259;0.33;0.64;non
86_2;77515;51.84;EXG;François BARÈRE;256;0.33;0.64;non
86_2;77515;51.84;DIV;Nicolas LAURENCEAU;223;0.29;0.55;non
86_2;77515;51.84;ECO;Cyril ROUSSEAU;73;0.09;0.18;non
86_1;79560;49.0;REM;Jacques SAVATIER;16486;20.72;42.29;oui
86_1;79560;49.0;FI;Céline CUVILLIER;5892;7.41;15.12;oui
86_1;79560;49.0;LR;Jacqueline DAIGRE;4562;5.73;11.7;non
86_1;79560;49.0;FN;Arnaud FAGE;4058;5.1;10.41;non
86_1;79560;49.0;SOC;Xavier MOINIER;3646;4.58;9.35;non
86_1;79560;49.0;ECO;Marjorie MONNI;1772;2.23;4.55;non
86_1;79560;49.0;COM;Anne JOULAIN;1086;1.37;2.79;non
86_1;79560;49.0;DLF;Guillaume VERDIER;540;0.68;1.39;non
86_1;79560;49.0;EXG;Ludovic GAILLARD;350;0.44;0.9;non
86_1;79560;49.0;DIV;Pascale HENRY;269;0.34;0.69;non
86_1;79560;49.0;EXD;Patrick MARTINET;234;0.29;0.6;non
86_1;79560;49.0;DVG;Frédéric BOUCHAREB;86;0.11;0.22;non
88_1;77056;48.07;REM;Alisson HAMELIN;11826;15.35;31.93;oui
88_1;77056;48.07;LR;Stéphane VIRY;9646;12.52;26.04;oui
88_1;77056;48.07;FN;Sébastien HUMBERT;5362;6.96;14.48;non
88_1;77056;48.07;FI;Fabrice PISIAS;4110;5.33;11.1;non
88_1;77056;48.07;SOC;Martine FRANCOIS;1376;1.79;3.72;non
88_1;77056;48.07;DLF;Pierre-Jean ROBINOT;1363;1.77;3.68;non
88_1;77056;48.07;ECO;Lou NOIRCLERE;871;1.13;2.35;non
88_1;77056;48.07;ECO;Camille ZEGHMOULI;550;0.71;1.49;non
88_1;77056;48.07;EXD;Stéphane PERRY;464;0.6;1.25;non
88_1;77056;48.07;EXD;Florian BASCHUNG;373;0.48;1.01;non
88_1;77056;48.07;COM;Valérie Anne LE GALL;298;0.39;0.8;non
88_1;77056;48.07;DVD;Krista FINSTAD-MILION;284;0.37;0.77;non
88_1;77056;48.07;DIV;Nicole ARNOULD;209;0.27;0.56;non
88_1;77056;48.07;EXG;Evelyne ABBOT;206;0.27;0.56;non
88_1;77056;48.07;EXG;Maxime NICOLAZZI;99;0.13;0.27;non
88_2;73260;47.0;LR;Gérard CHERPION;10044;13.71;29.17;oui
88_2;73260;47.0;REM;Christine URBES;9716;13.26;28.22;oui
88_2;73260;47.0;FN;Isabelle GERARD;6683;9.12;19.41;non
88_2;73260;47.0;FI;Sylvain CALBRIX;3704;5.06;10.76;non
88_2;73260;47.0;ECO;Christine L'HEUREUX;1606;2.19;4.66;non
88_2;73260;47.0;COM;Sandra BLAISE;808;1.1;2.35;non
88_2;73260;47.0;DIV;Jérôme GUILLOT;615;0.84;1.79;non
88_2;73260;47.0;DLF;Jocelyne RIVAT;451;0.62;1.31;non
88_2;73260;47.0;EXG;Franck PLAIN;301;0.41;0.87;non
88_2;73260;47.0;DIV;David WENTZEL;258;0.35;0.75;non
88_2;73260;47.0;ECO;Emmanuel THIEBAUT;248;0.34;0.72;non
88_4;66595;51.66;LR;Jean-Jacques GAULTIER;7601;11.41;22.09;oui
88_4;66595;51.66;SOC;Christian FRANQUEVILLE;6366;9.56;18.5;oui
88_4;66595;51.66;MDM;Raynald MAGNIEN-COEURDACIER;5964;8.96;17.34;non
88_4;66595;51.66;FN;Jordan GROSSE-CRUCIANI;5926;8.9;17.23;non
88_4;66595;51.66;FI;Renée-Lise ROTHIOT;3387;5.09;9.85;non
88_4;66595;51.66;DVD;Jocelyne ALLANE-VOILQUIN;1837;2.76;5.34;non
88_4;66595;51.66;ECO;Florence LAMAZE;1365;2.05;3.97;non
88_4;66595;51.66;DLF;Anne GRONOFF;596;0.89;1.73;non
88_4;66595;51.66;COM;Pascal LOPEZ;406;0.61;1.18;non
88_4;66595;51.66;DIV;Déborah MANGIN;398;0.6;1.16;non
88_4;66595;51.66;EXG;Camille BAILLY;215;0.32;0.62;non
88_4;66595;51.66;DVD;Cédric DREVET;181;0.27;0.53;non
88_4;66595;51.66;DIV;Dahbia HANCOCK;160;0.24;0.47;non
85_5;81461;52.52;REM;Pierre HENRIET;13740;16.87;32.12;oui
85_5;81461;52.52;SOC;Hugues FOURAGE;8400;10.31;19.63;oui
85_5;81461;52.52;LR;Jean-Michel LALERE;8247;10.12;19.28;non
85_5;81461;52.52;FN;Gérald OBERWEIS;4390;5.39;10.26;non
85_5;81461;52.52;FI;Pierre COTRON;3925;4.82;9.17;non
85_5;81461;52.52;ECO;Ghislaine RAUTUREAU;1163;1.43;2.72;non
85_5;81461;52.52;DVD;Olivier BOISSEAU;897;1.1;2.1;non
85_5;81461;52.52;DLF;Pascal SOUCHARD;733;0.9;1.71;non
85_5;81461;52.52;COM;Mélody BARTHÉLÉMY;522;0.64;1.22;non
85_5;81461;52.52;DVD;Loïc DU PONTAVICE;303;0.37;0.71;non
85_5;81461;52.52;EXG;Emmanuelle GARDAIR;288;0.35;0.67;non
85_5;81461;52.52;DIV;Colette PISSARD;167;0.21;0.39;non
85_5;81461;52.52;DIV;Michel SAGE;7;0.01;0.02;non
86_4;75713;47.49;MDM;Nicolas TURQUOIS;11089;14.65;30.84;oui
86_4;75713;47.49;UDI;Anne-Florence BOURAT;6799;8.98;18.91;oui
86_4;75713;47.49;FN;Alain VERDIN;6215;8.21;17.29;non
86_4;75713;47.49;ECO;Véronique MASSONNEAU;5031;6.64;13.99;non
86_4;75713;47.49;FI;Aurélie SAULNIER;3554;4.69;9.88;non
86_4;75713;47.49;COM;Clarice PEREIRA;1002;1.32;2.79;non
86_4;75713;47.49;ECO;Jean-Paul BODIN;689;0.91;1.92;non
86_4;75713;47.49;DIV;Jacques SABOURIN;642;0.85;1.79;non
86_4;75713;47.49;EXG;Patrice VILLERET;394;0.52;1.1;non
86_4;75713;47.49;DIV;Marie-Noëlle WADOWSKI;271;0.36;0.75;non
86_4;75713;47.49;DIV;Laurence DE VIRVILLE;231;0.31;0.64;non
86_4;75713;47.49;EXD;Moïse LESAGE;37;0.05;0.1;non
89_2;75696;49.29;REM;Jean-Yves CAULLET;11275;14.9;30.22;oui
89_2;75696;49.29;UDI;André VILLIERS;8321;10.99;22.3;oui
89_2;75696;49.29;FN;Edwige JACQUET;7300;9.64;19.56;non
89_2;75696;49.29;FI;Philippe COLLIN;4169;5.51;11.17;non
89_2;75696;49.29;COM;François MEYROUNE;1652;2.18;4.43;non
89_2;75696;49.29;RDG;Elodie ROY;1035;1.37;2.77;non
89_2;75696;49.29;ECO;Guillaume DURAND;952;1.26;2.55;non
89_2;75696;49.29;DLF;Mehdi BARBOT;831;1.1;2.23;non
89_2;75696;49.29;DVD;Nicolas ROBERT;734;0.97;1.97;non
89_2;75696;49.29;DVD;Christophe LAMODIÈRE;259;0.34;0.69;non
89_2;75696;49.29;EXG;Annita CARRASCO;254;0.34;0.68;non
89_2;75696;49.29;DIV;Frédéric WACHOWIAK;173;0.23;0.46;non
89_2;75696;49.29;EXD;Cyrille REY-COQUAIS;149;0.2;0.4;non
89_2;75696;49.29;DIV;Dursun USTA;112;0.15;0.3;non
89_2;75696;49.29;EXG;Annie SCANIGLIA-KERMIN;97;0.13;0.26;non
89_2;75696;49.29;DVD;Joël RIGOLAT;1;0.0;0.0;non
89_3;89158;47.08;REM;Michèle CROUZET;12028;13.49;28.65;oui
89_3;89158;47.08;FN;Julien ODOUL;10749;12.06;25.61;oui
89_3;89158;47.08;LR;Clarisse QUENTIN;6474;7.26;15.42;non
89_3;89158;47.08;FI;Isabelle MICHAUD;4307;4.83;10.26;non
89_3;89158;47.08;DVD;Delphine GREMY;2640;2.96;6.29;non
89_3;89158;47.08;SOC;Dominique BOURREAU;2206;2.47;5.25;non
89_3;89158;47.08;ECO;Bernard BEHEREC;844;0.95;2.01;non
89_3;89158;47.08;DLF;Sylvain SIFFLET-LAFAVERGE;762;0.85;1.82;non
89_3;89158;47.08;COM;Patrick BLIN;688;0.77;1.64;non
89_3;89158;47.08;DVD;Xavier POINSARD;312;0.35;0.74;non
89_3;89158;47.08;EXG;Simonne PALLANT;281;0.32;0.67;non
89_3;89158;47.08;DIV;Isabelle CORRADO;278;0.31;0.66;non
89_3;89158;47.08;DIV;Jean-Baptiste DUFAY;183;0.21;0.44;non
89_3;89158;47.08;DIV;Muslimé SUNAR;120;0.13;0.29;non
89_3;89158;47.08;DVG;Olivier MARTIN;108;0.12;0.26;non
87_1;84726;52.82;REM;Sophie BEAUDOUIN-HUBIERE;16344;19.29;36.52;oui
87_1;84726;52.82;FI;Danielle SOURY;7052;8.32;15.76;oui
87_1;84726;52.82;LR;Sarah GENTIL;5915;6.98;13.22;non
87_1;84726;52.82;SOC;Laurent LAFAYE;5140;6.07;11.49;non
87_1;84726;52.82;FN;Nathalie GERARD;4822;5.69;10.77;non
87_1;84726;52.82;COM;Francis DAULIAC;1600;1.89;3.58;non
87_1;84726;52.82;ECO;Jean-Louis PAGÈS;1563;1.84;3.49;non
87_1;84726;52.82;DVG;Martin FORST;682;0.8;1.52;non
87_1;84726;52.82;ECO;Gérard CHAROLLOIS;547;0.65;1.22;non
87_1;84726;52.82;DLF;Nandrianina RAMASONDRANO;480;0.57;1.07;non
87_1;84726;52.82;EXG;Elisabeth FAUCON;380;0.45;0.85;non
87_1;84726;52.82;DIV;Suraj SUKHDEO;227;0.27;0.51;non
91_1;71177;38.83;DVG;Manuel VALLS;7033;9.88;25.45;oui
91_1;71177;38.83;FI;Farida AMRANI;4868;6.84;17.61;oui
91_1;71177;38.83;LR;Caroline VARIN;3298;4.63;11.93;non
91_1;71177;38.83;FN;Danielle OGER;2819;3.96;10.2;non
91_1;71177;38.83;DVD;Alban BAKARY;2165;3.04;7.83;non
91_1;71177;38.83;COM;Michel NOUAILLE;2095;2.94;7.58;non
91_1;71177;38.83;DVD;Jean-Luc RAYMOND;1904;2.68;6.89;non
91_1;71177;38.83;DIV;. DIEUDONNÉ;1061;1.49;3.84;non
91_1;71177;38.83;DLF;David SOULLARD;663;0.93;2.4;non
91_1;71177;38.83;DVG;Jacques BORIE;298;0.42;1.08;non
91_1;71177;38.83;DIV;Sylvain LACASSAGNE;289;0.41;1.05;non
91_1;71177;38.83;EXG;Jean CAMONIN;234;0.33;0.85;non
91_1;71177;38.83;DIV;François BOUVARD;220;0.31;0.8;non
91_1;71177;38.83;DVG;Saliou DIALLO;218;0.31;0.79;non
91_1;71177;38.83;DIV;Gautier ALBIGNAC;113;0.16;0.41;non
91_1;71177;38.83;DIV;Eric BERLINGEN;102;0.14;0.37;non
91_1;71177;38.83;EXG;Stéphane LEGRUEL;100;0.14;0.36;non
91_1;71177;38.83;DIV;Mohamed LEMGHARRAZ;97;0.14;0.35;non
91_1;71177;38.83;EXG;François RISACHER;56;0.08;0.2;non
91_1;71177;38.83;DVD;Nathalie JOLLY;4;0.01;0.01;non
91_1;71177;38.83;ECO;Fadhel MAHBOULI;1;0.0;0.0;non
91_1;71177;38.83;DVD;Jacqueline SABATTIER;0;0.0;0.0;non
89_1;76955;51.9;REM;Paulo DA SILVA MOREIRA;13482;17.52;33.76;oui
89_1;76955;51.9;LR;Guillaume LARRIVÉ;11587;15.06;29.01;oui
89_1;76955;51.9;FN;Ludovic VIGREUX;6221;8.08;15.58;non
89_1;76955;51.9;FI;Mathieu DEBURGHRAVE;4248;5.52;10.64;non
89_1;76955;51.9;ECO;Maud NAVARRE;2453;3.19;6.14;non
89_1;76955;51.9;DLF;Anna CONTANT;648;0.84;1.62;non
89_1;76955;51.9;ECO;Françoise GAZEL-CHARLIER;307;0.4;0.77;non
89_1;76955;51.9;EXG;Sylvie MANIGAUT;262;0.34;0.66;non
89_1;76955;51.9;DIV;Nordine BOUCHROU;260;0.34;0.65;non
89_1;76955;51.9;DIV;Mathieu PORCHER;196;0.25;0.49;non
89_1;76955;51.9;DIV;Véronique MONTIGNY;189;0.25;0.47;non
89_1;76955;51.9;DIV;Ramazan YILMAZ;84;0.11;0.21;non
90_1;47873;48.42;MDM;Christophe GRUDLER;7379;15.41;31.83;oui
90_1;47873;48.42;LR;Ian BOUCARD;5493;11.47;23.7;oui
90_1;47873;48.42;FN;Jean-Raphaël SANDRI;4057;8.47;17.5;non
90_1;47873;48.42;FI;Anais BELTRAN;2821;5.89;12.17;non
90_1;47873;48.42;SOC;Bastien FAUDOT;2110;4.41;9.1;non
90_1;47873;48.42;DIV;Philippe LEGROS;431;0.9;1.86;non
90_1;47873;48.42;COM;Sabine VERDANT;334;0.7;1.44;non
90_1;47873;48.42;EXG;Christiane PETITOT;243;0.51;1.05;non
90_1;47873;48.42;DIV;Jonathan VALLART;175;0.37;0.75;non
90_1;47873;48.42;DIV;Mustafa CETIN;139;0.29;0.6;non
90_1;47873;48.42;DIV;Romain LAGACHE;0;0.0;0.0;non
87_3;83063;54.72;REM;Marie-Ange MAGNE;17116;20.61;37.65;oui
87_3;83063;54.72;LR;Guillaume GUERIN;7303;8.79;16.07;oui
87_3;83063;54.72;FI;Pierre-Edouard PIALAT;6250;7.52;13.75;non
87_3;83063;54.72;SOC;Catherine BEAUBATIE;5836;7.03;12.84;non
87_3;83063;54.72;FN;Vincent GERARD;4604;5.54;10.13;non
87_3;83063;54.72;COM;Isabelle COUTURIER;1376;1.66;3.03;non
87_3;83063;54.72;ECO;Marcel BAYLE;1316;1.58;2.9;non
87_3;83063;54.72;DLF;Christophe JOULIA;634;0.76;1.39;non
87_3;83063;54.72;EXG;Daniel MOURNETAS;400;0.48;0.88;non
87_3;83063;54.72;DIV;Amandine CASSEGRAIN;366;0.44;0.81;non
87_3;83063;54.72;DIV;Isabelle FALIPOU;255;0.31;0.56;non
91_2;90753;49.31;LR;Franck MARLIN;13793;15.2;30.82;oui
91_2;90753;49.31;MDM;Daphné RACT-MADOUX;13371;14.73;29.88;oui
91_2;90753;49.31;FN;Valérie GIRARD;6643;7.32;14.84;non
91_2;90753;49.31;FI;Michaël GOASDOUÉ;5475;6.03;12.23;non
91_2;90753;49.31;ECO;Patrick POLVERELLI;1810;1.99;4.04;non
91_2;90753;49.31;DLF;Yannick VILLARDIER;1037;1.14;2.32;non
91_2;90753;49.31;COM;Michèle KAUFFER;994;1.1;2.22;non
91_2;90753;49.31;DIV;Francine BOUVARD;712;0.78;1.59;non
91_2;90753;49.31;DIV;Joyce OLIVEIRA;331;0.36;0.74;non
91_2;90753;49.31;ECO;François Jean LEROY;326;0.36;0.73;non
91_2;90753;49.31;EXG;Alain CHAPEAU;261;0.29;0.58;non
87_2;97462;55.74;REM;Jean-Baptiste DJEBBARI-BONNET;19424;19.93;35.75;oui
87_2;97462;55.74;COM;Pierre ALLARD;6648;6.82;12.24;oui
87_2;97462;55.74;FI;Hubert HURARD;6366;6.53;11.72;non
87_2;97462;55.74;UDI;Vincent LÉONIE;6011;6.17;11.06;non
87_2;97462;55.74;SOC;Annick MORIZIO;5827;5.98;10.73;non
87_2;97462;55.74;FN;Joëlle CREPET;5444;5.59;10.02;non
87_2;97462;55.74;ECO;Lucien COINDEAU;1653;1.7;3.04;non
87_2;97462;55.74;DLF;Camille FLEISCH;855;0.88;1.57;non
87_2;97462;55.74;DVD;Philippe MADOUMIER;762;0.78;1.4;non
87_2;97462;55.74;ECO;Christèle DAVERSIN;627;0.64;1.15;non
87_2;97462;55.74;EXG;Claudine ROUSSIE;422;0.43;0.78;non
87_2;97462;55.74;DIV;Eva DI BATTISTA;287;0.29;0.53;non
90_2;47505;48.14;REM;Bruno KERN;6836;14.39;29.89;oui
90_2;47505;48.14;UDI;Michel ZUMKELLER;5386;11.34;23.55;oui
90_2;47505;48.14;FN;Laila LEROY;3511;7.39;15.35;non
90_2;47505;48.14;FI;Laurent SOLER;2644;5.57;11.56;non
90_2;47505;48.14;ECO;Vincent JEUDY;1486;3.13;6.5;non
90_2;47505;48.14;SOC;Maude CLAVEQUIN;1357;2.86;5.93;non
90_2;47505;48.14;DLF;Jean-Christophe MURINGER;506;1.07;2.21;non
90_2;47505;48.14;COM;Jean PARENTY;333;0.7;1.46;non
90_2;47505;48.14;DIV;Noureddine LEMQADDEH;257;0.54;1.12;non
90_2;47505;48.14;EXG;Jean-Marie PHEULPIN;252;0.53;1.1;non
90_2;47505;48.14;DIV;Philippe MARCEAU;167;0.35;0.73;non
90_2;47505;48.14;EXD;Marc ARCHAMBAULT;133;0.28;0.58;non
91_3;95807;50.42;REM;Laëtitia ROMEIRO DIAS;16908;17.65;35.0;oui
91_3;95807;50.42;FI;Virginie ARAUJO;6635;6.93;13.74;oui
91_3;95807;50.42;FN;François HELIE;6085;6.35;12.6;non
91_3;95807;50.42;SOC;Michel POUZOL;5665;5.91;11.73;non
91_3;95807;50.42;UDI;Nicolas MÉARY;5617;5.86;11.63;non
91_3;95807;50.42;DVD;Bernard SPROTTI;3929;4.1;8.13;non
91_3;95807;50.42;DVD;Régis DUVAL;1001;1.04;2.07;non
91_3;95807;50.42;ECO;Paul-Henri BAURE;873;0.91;1.81;non
91_3;95807;50.42;ECO;Stéphanie LEONE;400;0.42;0.83;non
91_3;95807;50.42;DIV;Alexiane FORNEL-CHAZE;365;0.38;0.76;non
91_3;95807;50.42;DIV;Menana ET-TRIREF;264;0.28;0.55;non
91_3;95807;50.42;EXG;Joëlle VENOT;262;0.27;0.54;non
91_3;95807;50.42;DVD;Jean-Claude SABATTIER;204;0.21;0.42;non
91_3;95807;50.42;DVD;Alain HAUCHAMP;94;0.1;0.19;non
91_3;95807;50.42;DIV;Blandine ROY;1;0.0;0.0;non
91_4;96494;52.07;REM;Marie-Pierre RIXAIN;17742;18.39;35.31;oui
91_4;96494;52.07;LR;Agnès EVREN;7941;8.23;15.8;oui
91_4;96494;52.07;FI;Bernard TERRIS;5534;5.74;11.01;non
91_4;96494;52.07;FN;Franck BEELDENS - DA SILVA;4456;4.62;8.87;non
91_4;96494;52.07;SOC;Ophélie GUIN;3825;3.96;7.61;non
91_4;96494;52.07;DVD;Christian SCHOETTL;3464;3.59;6.89;non
91_4;96494;52.07;DVD;François PELLETANT;2383;2.47;4.74;non
91_4;96494;52.07;ECO;Claire PINTO;1586;1.64;3.16;non
91_4;96494;52.07;DLF;Sandra GEORGE;1135;1.18;2.26;non
91_4;96494;52.07;DIV;Laëtitia ESPIEUSSAS;800;0.83;1.59;non
91_4;96494;52.07;DIV;Olivier SEGBO;405;0.42;0.81;non
91_4;96494;52.07;ECO;Marc GOVERNATORI;380;0.39;0.76;non
91_4;96494;52.07;DIV;Radhouane CHABBI;324;0.34;0.64;non
91_4;96494;52.07;EXG;Olivier LEBRETON;273;0.28;0.54;non
91_4;96494;52.07;DIV;Coraline RAVILLARD;0;0.0;0.0;non
91_6;81934;50.31;REM;Amélie DE MONTCHALIN;15993;19.52;38.8;oui
91_6;81934;50.31;UDI;Françoise COUASSE;5661;6.91;13.73;oui
91_6;81934;50.31;SOC;Jérôme GUEDJ;5385;6.57;13.06;non
