code du département;numéro département;libellé du département;code circonscription;link2;libellé circonscription;sexe;nom candidat;prénom candidat;age_candidat;nuance_politique;csp;personnalité_bool;candidat_sortant;parti_predecesseur2007;chomage_moyen_2012;age_moy_2012;region_uda_8_wcorse;voixmodele1;%_voix/ins;%_voix/exp;predictiont1;modele2voix;modele2rounded;voixt1;convergence_modele2;convergence_modele2_cut;convergence_modele_2_tag;passe_t2_2017;tweet_tag_count;tweet_tag_avg;tweet_nuance_count;tweet_nuance_avg;voix_t2_m1_reel;prediction;voixT2_modele2
62;62;Pas-de-Calais;1;Agnès CAUDRON_62_1;1ère circonscription;F;CAUDRON;Agnès;48;FN;1;Non;Non;Non;12.3;39.9012345094;2;20744;19.9;32.3;-0.0976292228032;16567.7403993;16568;12710;0.519790888723;0.519790888723;améliore;oui;;;60621;0.040893260993;16039;0.0688999210049;19369
62;62;Pas-de-Calais;2;Alban HEUSELE_62_2;2ème circonscription;M;HEUSELE;Alban;36;FN;4;Non;Non;Non;12.3;39.9012345094;2;11563;13.56;27.2;-0.119043984182;8790.7623903;8791;7718;0.720936280884;0.720936280884;améliore;oui;;;60621;0.040893260993;10450;0.042369876296;11643
62;62;Pas-de-Calais;2;Jacqueline MAQUET_62_2;2ème circonscription;F;MAQUET;Jacqueline;68;EM-MODEM;3;Oui;Oui;Non;12.3;39.9012345094;2;13608;15.96;32.01;0.113388756756;19394.0348918;19394;15889;2.53660675142;1.715;surestime;oui;;;41745;0.0440392981251;26270;0.0409584401208;29153
62;62;Pas-de-Calais;3;José EVRARD_62_3;3ème circonscription;M;EVRARD;José;71;FN;7;Non;Non;Oui;12.3;39.9012345094;2;16652;19.45;36.45;-0.13063708138;12326.2031417;12326;11707;0.874823053589;0.874823053589;améliore;oui;;;60621;0.040893260993;12832;0.0686244787124;15482
62;62;Pas-de-Calais;3;Patrick DEBRUYNE_62_3;3ème circonscription;M;DEBRUYNE;Patrick;40;EM-MODEM;3;Non;Non;Non;12.3;39.9012345094;2;7599;8.88;16.63;0.0470176041851;8580.0391213;8580;6276;-0.741496598639;-0.741496598639;degrade;oui;;;41745;0.0440392981251;14946;0.00317995232281;15057
62;62;Pas-de-Calais;4;Thibaut GUILLUY_62_4;4ème circonscription;M;GUILLUY;Thibaut;40;EM-MODEM;2;Non;Non;Non;12.3;39.9012345094;2;13841;15.64;27.11;0.0597004899081;16233.1507495;16233;17158;0.721133554417;0.721133554417;améliore;oui;;;41745;0.0440392981251;19521;0.0565757725343;22676
62;62;Pas-de-Calais;4;Daniel FASQUELLE_62_4;4ème circonscription;M;FASQUELLE;Daniel;54;LR-UMP;3;Oui;Oui;Oui;12.3;39.9012345094;2;11158;12.61;21.86;2.47963062474E-4;11164.3761882;11164;15126;0.00151209677419;0.00151209677419;améliore;oui;;;15078;0.0310684164536;17965;0.0390459228123;19830
62;62;Pas-de-Calais;5;Antoine GOLLIOT_62_5;5ème circonscription;M;GOLLIOT;Antoine;31;FN;3;Non;Non;Non;12.3;39.9012345094;2;13660;15.21;26.79;-0.127775912872;10178.2891993;10178;8789;0.71484294806;0.71484294806;améliore;oui;;;60621;0.040893260993;10612;0.0519327170201;12156
62;62;Pas-de-Calais;5;Jean-Pierre PONT_62_5;5ème circonscription;M;PONT;Jean-Pierre;67;EM-MODEM;3;Non;Non;Non;12.3;39.9012345094;2;12067;13.44;23.66;0.0474678734872;13642.6686146;13643;13145;1.46196660482;1.46196660482;ameliore/surestime;oui;;;41745;0.0440392981251;23206;0.0306967743632;25040
62;62;Pas-de-Calais;6;Brigitte BOURGUIGNON_62_6;6ème circonscription;F;BOURGUIGNON;Brigitte;58;EM-MODEM;3;Oui;Oui;Non;12.3;39.9012345094;2;13296;14.58;24.05;0.112862486873;18907.005649;18907;20173;0.815908099462;0.815908099462;améliore;oui;;;41745;0.0440392981251;27593;0.0746486393269;33962
62;62;Pas-de-Calais;6;Marie-Christine BOURGEOIS_62_6;6ème circonscription;F;BOURGEOIS;Marie-Christine;65;FN;7;Non;Non;Non;12.3;39.9012345094;2;17254;18.92;31.21;-0.133521730539;12687.2665207;12687;10914;0.720347003155;0.720347003155;améliore;oui;;;60621;0.040893260993;13916;0.0709954669867;16921
62;62;Pas-de-Calais;7;Philippe OLIVIER_62_7;7ème circonscription;M;OLIVIER;Philippe;55;FN;3;Non;Non;Non;12.3;39.9012345094;2;17068;18.32;32.67;-0.104500207068;13417.834385;13418;10033;0.518834399431;0.518834399431;améliore;oui;;;60621;0.040893260993;10357;0.0706405619727;12579
62;62;Pas-de-Calais;7;Pierre-Henri DUMONT_62_7;7ème circonscription;M;DUMONT;Pierre-Henri;29;LR-UMP;3;Non;Non;Oui;12.3;39.9012345094;2;8684;9.32;16.62;-0.2722717979;4639.25256869;4639;8907;-18.1390134529;-1.042;degrade;oui;;;15078;0.0310684164536;20567;-0.0087697507585;20156
62;62;Pas-de-Calais;8;Karine HAVERLANT_62_8;8ème circonscription;F;HAVERLANT;Karine;53;FN;4;Non;Non;Non;12.3;39.9012345094;2;16929;18.21;37.85;-0.0936285489022;13645.9179643;13646;10055;0.477596741344;0.477596741344;améliore;oui;;;60621;0.040893260993;11721;0.0673211817762;14082
62;62;Pas-de-Calais;8;Benoit POTTERIE_62_8;8ème circonscription;M;POTTERIE;Benoit;49;EM-MODEM;2;Non;Non;Oui;12.3;39.9012345094;2;12101;13.01;27.05;0.0772823828749;15027.9055197;15028;12594;5.93711967546;1.715;surestime;oui;;;41745;0.0440392981251;27100;0.0326674821871;29396
62;62;Pas-de-Calais;9;Marguerite DEPREZ-AUDEBERT_62_9;9ème circonscription;F;DEPREZ-AUDEBERT;Marguerite;65;EM-MODEM;7;Non;Non;Non;12.3;39.9012345094;2;11539;14.57;25.03;-0.0192649648784;11038.3258052;11038;10903;0.787735849057;0.787735849057;améliore;oui;;;41745;0.0440392981251;14281;0.0182714160608;14922
62;62;Pas-de-Calais;9;Jacques DELAIRE_62_9;9ème circonscription;M;DELAIRE;Jacques;66;FN;7;Non;Non;Non;12.3;39.9012345094;2;13699;17.3;29.71;-0.136646983605;10000.9644167;10001;8325;0.688128023818;0.688128023818;améliore;oui;;;60621;0.040893260993;8880;0.0642221458436;10564
62;62;Pas-de-Calais;10;Laurence DESCHANEL_62_10;10ème circonscription;F;DESCHANEL;Laurence;50;EM-MODEM;3;Non;Non;Non;12.3;39.9012345094;2;8842;9.79;17.82;-0.009950117449;8641.7240289;8642;8309;0.375234521576;0.375234521576;améliore;oui;;;41745;0.0440392981251;19375;0.0047755076372;19592
62;62;Pas-de-Calais;10;Ludovic PAJOT_62_10;10ème circonscription;M;PAJOT;Ludovic;23;FN;4;Non;Non;Oui;12.3;39.9012345094;2;18093;20.04;36.47;-0.122937862252;13632.412566;13632;12676;0.823518552704;0.823518552704;améliore;oui;;;60621;0.040893260993;13782;0.0574640483904;16053
62;62;Pas-de-Calais;11;Anne ROQUET_62_11;11ème circonscription;F;ROQUET;Anne;45;EM-MODEM;8;Non;Non;Non;12.3;39.9012345094;2;8777;9.25;16.67;-0.0222758819517;8338.15984463;8338;7141;0.268337408313;0.268337408313;améliore;oui;;;41745;0.0440392981251;15231;0.00727156958782;15493
62;62;Pas-de-Calais;11;Marine LE PEN_62_11;11ème circonscription;F;LE PEN;Marine;48;FN;3;Non;Non;Oui;12.3;39.9012345094;2;19526;20.58;37.09;-0.0902136396393;15863.5230999;15864;19997;-7.77494692144;-1.042;degrade;oui;;;60621;0.040893260993;20443;0.0686752761937;24669
62;62;Pas-de-Calais;12;Coralie REMBERT_62_12;12ème circonscription;F;REMBERT;Coralie;37;EM-MODEM;3;Non;Non;Non;12.3;39.9012345094;2;9393;9.86;17.47;-0.0115339570489;9146.82489859;9147;8863;0.464150943396;0.464150943396;améliore;oui;;;41745;0.0440392981251;18604;-0.00119625630983;18553
62;62;Pas-de-Calais;12;Bruno BILDE_62_12;12ème circonscription;M;BILDE;Bruno;40;FN;3;Non;Non;Oui;12.3;39.9012345094;2;20458;21.48;38.06;-0.112979268689;15771.8960332;15772;15115;0.877035373386;0.877035373386;améliore;oui;;;60621;0.040893260993;15643;0.0528841665527;17970
63;63;Puy-de-Dôme;1;Alain LAFFONT_63_1;1ère circonscription;M;LAFFONT;Alain;69;FG-FI;3;Non;Non;Non;8.7;42.2022917151;7;9237;11.07;19.67;-0.0854012415213;7588.0415815;7588;5945;0.500911300122;0.500911300122;améliore;oui;;;71423;0.0576651973747;9690;0.0150080803142;10043
63;63;Puy-de-Dôme;1;Valérie THOMAS_63_1;1ère circonscription;F;THOMAS;Valérie;49;EM-MODEM;3;Non;Non;Non;8.7;42.2022917151;7;14588;17.49;31.06;0.00182862908534;14649.814173;14650;15481;0.0694288913774;0.0694288913774;améliore;oui;;;41745;0.0440392981251;19266;0.0480136022559;21816
63;63;Puy-de-Dôme;2;Mohand HAMOUMOU_63_2;2ème circonscription;M;HAMOUMOU;Mohand;61;EM-MODEM;3;Non;Non;Non;8.7;42.2022917151;7;14474;16.48;27.91;0.0323527739542;15687.2516164;15687;13731;-1.63257065949;-1.042;degrade;oui;;;41745;0.0440392981251;15698;0.0436066992036;17552
63;63;Puy-de-Dôme;2;Christine PIRÈS BEAUNE_63_2;2ème circonscription;F;PIRÈS BEAUNE;Christine;52;PS;3;Oui;Oui;Oui;8.7;42.2022917151;7;5435;6.19;10.48;0.0669348806664;6521.74963369;6522;12536;0.153077031404;0.153077031404;améliore;oui;;;16996;0.0266309411454;16799;0.024519060949;17835
63;63;Puy-de-Dôme;3;Laurence VICHNIEVSKY_63_3;3ème circonscription;F;VICHNIEVSKY;Laurence;62;EM-MODEM;3;Non;Non;Non;8.7;42.2022917151;7;18962;21.3;35.91;-0.00979502561213;18539.1200457;18539;18384;0.731833910035;0.731833910035;améliore;oui;;;41745;0.0440392981251;21898;0.0575043342025;25509
63;63;Puy-de-Dôme;3;Marc CHOVIN_63_3;3ème circonscription;M;CHOVIN;Marc;63;FG-FI;7;Non;Non;Non;8.7;42.2022917151;7;10195;11.45;19.31;-0.135214654029;7467.45434531;7467;5683;0.604609929078;0.604609929078;améliore;non;;;71423;0.0576651973747;10242;0.00736033018404;10420
63;63;Puy-de-Dôme;4;Michel FANGET_63_4;4ème circonscription;M;FANGET;Michel;67;EM-MODEM;3;Non;Non;Non;8.7;42.2022917151;7;17297;17.55;29.72;0.0355928979399;18912.2519273;18912;16472;-1.95757575758;-1.042;degrade;oui;;;41745;0.0440392981251;18539;0.0383921835357;20427
63;63;Puy-de-Dôme;4;Catherine MOLLET_63_4;4ème circonscription;F;MOLLET;Catherine;52;FG-FI;5;Non;Non;Non;8.7;42.2022917151;7;11112;11.27;19.09;-0.175601508303;7416.35866025;7416;7240;0.954545454545;0.954545454545;améliore;non;;;71423;0.0576651973747;12565;-0.00833650040105;12326
63;63;Puy-de-Dôme;5;Sébastien GARDETTE_63_5;5ème circonscription;M;GARDETTE;Sébastien;38;EM-MODEM;1;Non;Non;Non;8.7;42.2022917151;7;15690;15.37;26.59;0.042772280171;17501.3914676;17501;15491;-9.10050251256;-1.042;degrade;oui;;;41745;0.0440392981251;19413;0.0361046399153;21256
63;63;Puy-de-Dôme;5;André CHASSAIGNE_63_5;5ème circonscription;M;CHASSAIGNE;André;66;EXG;7;Oui;Oui;Non;8.7;42.2022917151;7;1339;1.31;2.27;0.100052707523;1807.20828538;1807;18444;0.0273604209296;0.0273604209296;améliore;oui;;;3482;0.0438962888007;23591;0.0616328884178;27835
64;64;Pyrénées-Atlantiques;1;Josy POUEYTO_64_1;1ère circonscription;F;POUEYTO;Josy;63;EM-MODEM;7;Non;Non;Non;8.3;43.5462563893;6;12821;18.66;32.47;0.021995573437;13523.5647648;13524;14112;0.544539116964;0.544539116964;améliore;oui;;;41745;0.0440392981251;17070;0.00720152038499;17360
64;64;Pyrénées-Atlantiques;1;Pauline ROY_64_1;1ère circonscription;F;ROY;Pauline;32;LR-UMP;3;Non;Non;Oui;8.3;43.5462563893;6;6468;9.41;16.38;-0.156066214282;4515.47868906;4515;5265;1.62344139651;1.62344139651;ameliore/surestime;oui;;;15078;0.0310684164536;6525;-0.00462111112598;6456
64;64;Pyrénées-Atlantiques;2;Nathalie CHABANNE_64_2;2ème circonscription;F;CHABANNE;Nathalie;44;PS;3;Oui;Oui;Oui;8.3;43.5462563893;6;4581;5.72;9.97;0.0736747136411;5620.0378907;5620;6244;0.624774503909;0.624774503909;améliore;oui;;;16996;0.0266309411454;9782;0.00643538500025;9930
64;64;Pyrénées-Atlantiques;2;Jean-Paul MATTEI_64_2;2ème circonscription;M;MATTEI;Jean-Paul;63;EM-MODEM;3;Non;Non;Non;8.3;43.5462563893;6;15255;19.06;33.21;0.0862027419145;19546.6357609;19547;18019;1.55282199711;1.55282199711;ameliore/surestime;oui;;;41745;0.0440392981251;23766;0.0553344422366;27503
64;64;Pyrénées-Atlantiques;3;David HABIB_64_3;3ème circonscription;M;HABIB;David;56;PS;3;Oui;Oui;Non;8.3;43.5462563893;6;4779;5.77;9.71;0.0769902797138;5928.99631407;5929;11644;0.167516387473;0.167516387473;améliore;oui;;;16996;0.0266309411454;15921;0.00513836905819;16113
64;64;Pyrénées-Atlantiques;3;Michel BERNOS_64_3;3ème circonscription;M;BERNOS;Michel;57;EM-MODEM;3;Non;Non;Non;8.3;43.5462563893;6;13725;16.58;27.89;0.0868151867837;17625.0733418;17625;13647;-50.0;-1.042;degrade;oui;;;41745;0.0440392981251;17862;0.0268070372212;19077
64;64;Pyrénées-Atlantiques;4;Bernard UTHURRY_64_4;4ème circonscription;M;UTHURRY;Bernard;63;PS;4;Non;Non;Oui;8.3;43.5462563893;6;4148;5.17;10.22;-0.020035074505;3960.98933635;3961;5808;-0.11265060241;-0.11265060241;degrade_un_peu;non;;;16996;0.0266309411454;10271;0.0120967558087;10570
64;64;Pyrénées-Atlantiques;4;Loïc CORRÉGÉ_64_4;4ème circonscription;M;CORRÉGÉ;Loïc;38;EM-MODEM;4;Non;Non;Oui;8.3;43.5462563893;6;11983;14.94;29.53;0.0769442644364;14864.2005764;14864;11688;-9.76610169492;-1.042;degrade;oui;;;41745;0.0440392981251;15611;-0.0018128645792;15546
64;64;Pyrénées-Atlantiques;5;Florence LASSERRE-DAVID_64_5;5ème circonscription;F;LASSERRE-DAVID;Florence;42;EM-MODEM;5;Non;Non;Non;8.3;43.5462563893;6;15671;17.22;30.14;-0.0237879547493;14835.7243633;14836;17528;-0.449649973075;-0.449649973075;degrade;oui;;;41745;0.0440392981251;18912;0.0577310195426;22046
64;64;Pyrénées-Atlantiques;5;Colette CAPDEVIELLE_64_5;5ème circonscription;F;CAPDEVIELLE;Colette;58;PS;3;Oui;Oui;Oui;8.3;43.5462563893;6;5154;5.66;9.91;0.0726037069371;6300.44485018;6300;6253;1.04276615105;1.04276615105;ameliore/surestime;oui;;;16996;0.0266309411454;12342;0.00525248289574;12494
64;64;Pyrénées-Atlantiques;6;Christine LABROUSSE_64_6;6ème circonscription;F;LABROUSSE;Christine;54;FG-FI;4;Non;Non;Non;8.3;43.5462563893;6;8983;9.02;15.33;-0.175019733286;6003.46062266;6003;4804;0.713089255803;0.713089255803;améliore;non;;;71423;0.0576651973747;8979;0.00436733122532;9071
64;64;Pyrénées-Atlantiques;6;Vincent BRU_64_6;6ème circonscription;M;BRU;Vincent;62;EM-MODEM;3;Non;Non;Non;8.3;43.5462563893;6;16687;16.75;28.48;0.0836306016453;21185.9999648;21186;20087;1.32323529412;1.32323529412;ameliore/surestime;oui;;;41745;0.0440392981251;22604;0.0637339471117;26848
65;65;Hautes-Pyrénées;1;Sylvie FERRER_65_1;1ère circonscription;F;FERRER;Sylvie;49;FG-FI;8;Non;Non;Non;11.35;45.2491392021;6;10124;11.46;19.98;-0.0972102285707;8093.60318548;8094;6949;0.63937007874;0.63937007874;améliore;oui;;;71423;0.0576651973747;13853;-0.00130092178985;13812
65;65;Hautes-Pyrénées;1;Jean-Bernard SEMPASTOUS_65_1;1ère circonscription;M;SEMPASTOUS;Jean-Bernard;52;EM-MODEM;4;Non;Non;Oui;11.35;45.2491392021;6;20044;22.68;39.57;0.0486103450876;22736.8104806;22737;19437;-4.43657331137;-1.042;degrade;oui;;;41745;0.0440392981251;22607;0.0598730004569;26528
65;65;Hautes-Pyrénées;2;Clément MENET_65_2;2ème circonscription;M;MENET;Clément;35;LR-UMP;2;Non;Non;Oui;11.35;45.2491392021;6;8242;9.23;16.19;-0.110320103526;6393.11485317;6393;6523;1.07562536358;1.07562536358;ameliore/surestime;non;;;15078;0.0310684164536;8565;-0.00110820113749;8543
65;65;Hautes-Pyrénées;2;Marie-Agnès STARICKY_65_2;2ème circonscription;F;STARICKY;Marie-Agnès;53;EM-MODEM;8;Non;Non;Non;11.35;45.2491392021;6;16017;17.93;31.47;-0.024945940187;15122.905397;15123;14813;0.742524916944;0.742524916944;améliore;oui;;;41745;0.0440392981251;15244;0.0246205941461;16188
66;66;Pyrénées-Orientales;1;Alexandre BOLO_66_1;1ère circonscription;M;BOLO;Alexandre;30;FN;3;Non;Non;Oui;15.35;43.8301393288;8;10371;14.61;26.31;-0.0327204397529;9618.34154068;9618;6606;0.2;0.2;améliore;oui;;;60621;0.040893260993;9074;0.0387474923357;10008
66;66;Pyrénées-Orientales;1;Romain GRAU_66_1;1ère circonscription;M;GRAU;Romain;42;EM-MODEM;2;Non;Non;Non;15.35;43.8301393288;8;10089;14.22;25.6;0.0279541791105;10807.5229732;10808;10354;2.71320754717;1.715;surestime;oui;;;41745;0.0440392981251;17316;0.0159321671368;17988
66;66;Pyrénées-Orientales;2;Christine ESPERT_66_2;2ème circonscription;F;ESPERT;Christine;44;EM-MODEM;3;Non;Non;Non;15.35;43.8301393288;8;11380;11.77;20.12;-0.0347235543262;10505.5479113;10506;13456;-0.421001926782;-0.421001926782;degrade;oui;;;41745;0.0440392981251;18253;0.0462516817475;20564
66;66;Pyrénées-Orientales;2;Louis ALIOT_66_2;2ème circonscription;M;ALIOT;Louis;47;FN;4;Oui;Non;Non;15.35;43.8301393288;8;17749;18.36;31.39;0.170940713634;34285.3754754;34285;14237;-4.70842824601;-1.042;degrade;oui;;;60621;0.040893260993;14713;0.0585414047081;17194
66;66;Pyrénées-Orientales;3;Sandrine DOGOR_66_3;3ème circonscription;F;DOGOR;Sandrine;46;FN;5;Non;Non;Non;15.35;43.8301393288;8;12206;14.69;25.63;-0.0691360556353;10409.6783401;10410;7669;0.395856292704;0.395856292704;améliore;oui;;;60621;0.040893260993;9848;0.0468283743489;11113
66;66;Pyrénées-Orientales;3;Laurence GAYTE_66_3;3ème circonscription;F;GAYTE;Laurence;51;EM-MODEM;3;Non;Non;Non;15.35;43.8301393288;8;10357;12.47;21.75;-0.0337638284223;9582.30847962;9582;9029;0.583584337349;0.583584337349;améliore;oui;;;41745;0.0440392981251;20365;0.00890727063776;20796
66;66;Pyrénées-Orientales;4;Sébastien CAZENOVE_66_4;4ème circonscription;M;CAZENOVE;Sébastien;40;EM-MODEM;4;Non;Non;Non;15.35;43.8301393288;8;12328;12.68;21.71;0.0149382695351;12775.0639028;12775;13831;0.297405189621;0.297405189621;améliore;oui;;;41745;0.0440392981251;25186;0.0452294708417;28291
66;66;Pyrénées-Orientales;4;Stéphane MASSANELL_66_4;4ème circonscription;M;MASSANELL;Stéphane;45;FN;4;Non;Non;Non;15.35;43.8301393288;8;15542;15.99;27.37;-0.0155708517722;14994.6403254;14995;9546;0.09122748499;0.09122748499;améliore;oui;;;60621;0.040893260993;12549;0.0616975231151;14810
67;67;Bas-Rhin;1;Eric ELKOUBY_67_1;1ère circonscription;M;ELKOUBY;Eric;43;PS;3;Oui;Oui;Oui;8.65;40.5580457186;3;4008;6.58;11.1;0.0371004022542;4400.43939878;4400;4190;2.15384615385;1.715;surestime;oui;;;16996;0.0266309411454;8990;0.022216822052;9488
67;67;Bas-Rhin;1;Thierry MICHELS_67_1;1ère circonscription;M;MICHELS;Thierry;56;EM-MODEM;3;Non;Non;Non;8.65;40.5580457186;3;11368;18.65;31.48;-0.0879667118129;9283.61994944;9284;10644;2.87845303867;1.715;surestime;oui;;;41745;0.0440392981251;14137;0.0119515035031;14543
67;67;Bas-Rhin;2;Philippe BIES_67_2;2ème circonscription;M;BIES;Philippe;53;PS;8;Oui;Oui;Oui;8.65;40.5580457186;3;4111;5.92;12.5;0.024904742171;4368.85606575;4369;4209;2.63265306122;1.715;surestime;oui;;;16996;0.0266309411454;8407;0.0165163110881;8746
67;67;Bas-Rhin;2;Sylvain WASERMAN_67_2;2ème circonscription;M;WASERMAN;Sylvain;49;EM-MODEM;2;Non;Non;Non;8.65;40.5580457186;3;11756;16.92;35.75;-0.07815817966;9819.77185272;9820;11539;8.92165898618;1.715;surestime;oui;;;41745;0.0440392981251;14020;-0.00129625543438;13978
67;67;Bas-Rhin;3;Bruno STUDER_67_3;3ème circonscription;M;STUDER;Bruno;38;EM-MODEM;4;Non;Non;Non;8.65;40.5580457186;3;11137;16.18;28.26;-0.0920022381781;9010.85459073;9011;12433;-1.64043209877;-1.042;degrade;oui;;;41745;0.0440392981251;13956;0.0141352282473;14434
67;67;Bas-Rhin;3;Floriane DUPRÉ_67_3;3ème circonscription;F;DUPRÉ;Floriane;26;FG-FI;5;Non;Non;Non;8.65;40.5580457186;3;6999;10.17;17.76;-0.28167255591;3659.00866206;3659;3649;0.997014925373;0.997014925373;améliore;non;;;71423;0.0576651973747;6418;9.03766000864E-4;6431
67;67;Bas-Rhin;4;Thibault MANTEAUX_67_4;4ème circonscription;M;MANTEAUX;Thibault;31;FN;3;Non;Non;Non;8.65;40.5580457186;3;11807;12.49;20.96;-0.124235497294;8869.6006418;8870;4926;0.426827496003;0.426827496003;améliore;non;;;60621;0.040893260993;5330;0.0242306177668;5654
67;67;Bas-Rhin;4;Martine WONNER_67_4;4ème circonscription;F;WONNER;Martine;53;EM-MODEM;3;Non;Non;Non;8.65;40.5580457186;3;17744;18.78;31.5;-0.13202260511;13092.6911646;13093;19127;-3.36297903109;-1.042;degrade;oui;;;41745;0.0440392981251;22223;0.0726971841568;27175
67;67;Bas-Rhin;5;Caroline REYS_67_5;5ème circonscription;F;REYS;Caroline;54;EELV;4;Non;Non;Oui;8.65;40.5580457186;3;1185;1.14;2.47;-0.163224002643;813.756269758;814;4059;-0.129088378566;-0.129088378566;degrade_un_peu;non;;;3816;0.0675887982617;8151;0.00617841768516;8269
67;67;Bas-Rhin;5;Eliane KLEIN_67_5;5ème circonscription;F;KLEIN;Eliane;58;FN;3;Non;Non;Non;8.65;40.5580457186;3;16411;15.76;34.18;-0.121771837514;12398.3304683;12398;7126;0.432202477114;0.432202477114;améliore;non;;;60621;0.040893260993;7467;0.0306694309031;8057
67;67;Bas-Rhin;6;Guy SALOMON_67_6;6ème circonscription;M;SALOMON;Guy;56;EM-MODEM;2;Non;Non;Non;8.65;40.5580457186;3;13925;14.5;24.31;-0.0857903742589;11428.9104428;11429;13695;10.852173913;1.715;surestime;oui;;;41745;0.0440392981251;15339;0.0409090629972;17020
67;67;Bas-Rhin;6;Laurent FURST_67_6;6ème circonscription;M;FURST;Laurent;52;LR-UMP;3;Oui;Oui;Non;8.65;40.5580457186;3;14127;14.71;24.67;0.00947990930185;14445.7937945;14446;16824;0.118279569892;0.118279569892;améliore;oui;;;15078;0.0310684164536;19388;0.0538003199727;22333
67;67;Bas-Rhin;7;Antoinette DE SANTIS_67_7;7ème circonscription;F;DE SANTIS;Antoinette;50;EM-MODEM;5;Non;Non;Oui;8.65;40.5580457186;3;12183;14.26;24.7;-0.138635928411;8853.56776668;8854;10643;2.16168831169;1.715;surestime;oui;;;41745;0.0440392981251;11821;0.0102897984324;12111
67;67;Bas-Rhin;7;Patrick HETZEL_67_7;7ème circonscription;M;HETZEL;Patrick;52;LR-UMP;3;Oui;Oui;Oui;8.65;40.5580457186;3;10986;12.86;22.28;-3.83546629154E-4;10976.3020108;10976;13463;-0.00403714170367;-0.00403714170367;degrade_un_peu;oui;;;15078;0.0310684164536;15974;0.0585381394234;18668
67;67;Bas-Rhin;8;Gérard JANUS_67_8;8ème circonscription;M;JANUS;Gérard;63;FN;7;Non;Non;Non;8.65;40.5580457186;3;17218;18.21;31.25;-0.147231116152;12267.3734734;12267;7363;0.502384576357;0.502384576357;améliore;non;;;60621;0.040893260993;7823;0.0340521253449;8518
67;67;Bas-Rhin;8;Christian GLIECH_67_8;8ème circonscription;M;GLIECH;Christian;45;EM-MODEM;8;Non;Non;Non;8.65;40.5580457186;3;12073;12.77;21.91;-0.0910895456217;9788.71434348;9789;14143;-1.10338164251;-1.042;degrade;oui;;;41745;0.0440392981251;16128;0.0429555023878;17999
67;67;Bas-Rhin;9;Vincent THIEBAUT_67_9;9ème circonscription;M;THIEBAUT;Vincent;45;EM-MODEM;3;Non;Non;Non;8.65;40.5580457186;3;13208;14.26;24.17;-0.0887335547917;10767.2179831;10767;14745;-1.58815875081;-1.042;degrade;oui;;;41745;0.0440392981251;17555;0.0441971166994;19661
67;67;Bas-Rhin;9;Laurent GNAEDIG_67_9;9ème circonscription;M;GNAEDIG;Laurent;47;FN;4;Non;Non;Non;8.65;40.5580457186;3;14637;15.8;26.79;-0.122480588817;11040.0612795;11040;5679;0.401540522438;0.401540522438;améliore;non;;;60621;0.040893260993;6060;0.0292728317433;6514
68;68;Haut-Rhin;1;Stéphanie VILLEMIN_68_1;1ère circonscription;F;VILLEMIN;Stéphanie;47;EM-MODEM;2;Non;Non;Non;9.65;41.126689828;3;12036;15.82;28.3;-0.110241145852;9337.72400217;9338;9339;1.00037078235;1.00037078235;ameliore/surestime;oui;;;41745;0.0440392981251;10425;0.00518487528675;10552
68;68;Haut-Rhin;1;Eric STRAUMANN_68_1;1ère circonscription;M;STRAUMANN;Eric;52;LR-UMP;4;Oui;Oui;Oui;9.65;41.126689828;3;9244;12.15;21.73;-0.00370927721149;9165.38388138;9165;13444;-0.0188095238095;-0.0188095238095;degrade_un_peu;oui;;;15078;0.0310684164536;15069;0.0508487528543;17206
68;68;Haut-Rhin;2;Grégory STICH_68_2;2ème circonscription;M;STICH;Grégory;32;FN;3;Non;Non;Non;9.65;41.126689828;3;13800;14.97;25.93;-0.120677686156;10452.0481139;10452;5586;0.407596785975;0.407596785975;améliore;non;;;60621;0.040893260993;5957;0.0180799293778;6221
68;68;Haut-Rhin;2;Hubert OTT_68_2;2ème circonscription;M;OTT;Hubert;53;EM-MODEM;4;Non;Non;Non;9.65;41.126689828;3;14280;15.49;26.84;-0.0804478943486;11865.3434342;11865;15826;-1.56209573092;-1.042;degrade;oui;;;41745;0.0440392981251;19597;0.0482051372619;22203
68;68;Haut-Rhin;3;Patrick STRIBY_68_3;3ème circonscription;M;STRIBY;Patrick;48;EM-MODEM;2;Non;Non;Non;9.65;41.126689828;3;12287;14.36;24.68;-0.0747466490157;10344.2547928;10344;12419;-14.7196969697;-1.042;degrade;oui;;;41745;0.0440392981251;15508;0.0154909314396;16092
68;68;Haut-Rhin;3;Katia DI LEONARDO_68_3;3ème circonscription;F;DI LEONARDO;Katia;50;FN;4;Non;Non;Non;9.65;41.126689828;3;13116;15.32;26.34;-0.124521976915;9846.44435855;9846;3960;0.357142857143;0.357142857143;améliore;non;;;60621;0.040893260993;4438;0.0281539009816;4757
68;68;Haut-Rhin;4;Aurélie TACQUARD_68_4;4ème circonscription;F;TACQUARD;Aurélie;28;EM-MODEM;2;Non;Non;Non;9.65;41.126689828;3;13905;13.56;24.3;-0.108744745044;10824.9587018;10825;14741;-3.68421052632;-1.042;degrade;oui;;;41745;0.0440392981251;18990;0.0267318144075;20277
