code du département;numéro département;libellé du département;code circonscription;link2;libellé circonscription;sexe;nom candidat;prénom candidat;age_candidat;nuance_politique;csp;personnalité_bool;candidat_sortant;parti_predecesseur2007;chomage_moyen_2012;age_moy_2012;region_uda_8_wcorse;voixmodele1;%_voix/ins;%_voix/exp;predictiont1;modele2voix;modele2rounded;voixt1;convergence_modele2;convergence_modele2_cut;convergence_modele_2_tag;passe_t2_2017;tweet_tag_count;tweet_tag_avg;tweet_nuance_count;tweet_nuance_avg;voix_t2_modele1_depuism2;prediction;voixT2_modele2
31;31;Haute-Garonne;6;Patrick JIMENA_31_6;6ème circonscription;M;JIMENA;Patrick;53;FG-FI;8;Non;Non;Non;9.9;39.0881642298;6;12764;11.44;18.26;-0.0908898136239;10353.7334913;10354;9316;0.698955916473;0.698955916473;améliore;oui;;;71423;0.0576651973747;17359;-0.00856776214031;17020
31;31;Haute-Garonne;6;Monique IBORRA_31_6;6ème circonscription;F;IBORRA;Monique;72;EM-MODEM;7;Oui;Oui;Non;9.9;39.0881642298;6;21414;19.19;30.63;0.12189186793;31678.0695024;31678;23271;5.52719439957;1.715;surestime;oui;;;41745;0.0440392981251;35411;0.0514914281304;40510
31;31;Haute-Garonne;7;Marie DOMBES_31_7;7ème circonscription;F;DOMBES;Marie;61;FN;3;Non;Non;Non;9.9;39.0881642298;6;13270;13.3;21.79;-0.107173098065;10368.0677111;10368;8320;0.586262626263;0.586262626263;améliore;oui;;;60621;0.040893260993;13248;0.0416955421794;14733
31;31;Haute-Garonne;7;Elisabeth TOUTUT-PICARD_31_7;7ème circonscription;F;TOUTUT-PICARD;Elisabeth;62;EM-MODEM;3;Non;Non;Non;9.9;39.0881642298;6;15580;15.61;25.58;0.0338916452101;16956.2390958;16956;18664;0.446173800259;0.446173800259;améliore;oui;;;41745;0.0440392981251;30392;0.042721404784;33896
31;31;Haute-Garonne;8;Michel MONTSARRAT_31_8;8ème circonscription;M;MONTSARRAT;Michel;58;EM-MODEM;2;Non;Non;Non;9.9;39.0881642298;6;12095;14.14;29.21;0.0561096992888;14029.9337964;14030;14541;0.791087489779;0.791087489779;améliore;oui;;;41745;0.0440392981251;21355;0.00564962920028;21638
31;31;Haute-Garonne;8;Marie-Christine PAROLIN_31_8;8ème circonscription;F;PAROLIN;Marie-Christine;55;FN;5;Non;Non;Non;9.9;39.0881642298;6;11040;12.9;26.66;-0.11377581623;8495.58436847;8496;6630;0.576870748299;0.576870748299;améliore;non;;;60621;0.040893260993;9211;0.0283230892504;9877
31;31;Haute-Garonne;9;Manuel BOMPARD_31_9;9ème circonscription;M;BOMPARD;Manuel;31;FG-FI;3;Non;Non;Non;9.9;39.0881642298;6;10338;12.86;22.5;-0.116327362645;7908.77399646;7909;7282;0.794829842932;0.794829842932;améliore;oui;;;71423;0.0576651973747;13286;-0.0250219323435;12542
31;31;Haute-Garonne;9;Sandrine MÖRCH_31_9;9ème circonscription;F;MÖRCH;Sandrine;55;EM-MODEM;3;Non;Non;Non;9.9;39.0881642298;6;13120;16.32;28.56;0.036840938068;14394.3512279;14394;14231;1.14671467147;1.14671467147;ameliore/surestime;oui;;;41745;0.0440392981251;19636;1.18887257041E-4;19641
31;31;Haute-Garonne;10;Monique FABRE_31_10;10ème circonscription;F;FABRE;Monique;58;FG-FI;3;Non;Non;Non;9.9;39.0881642298;6;10811;11.35;17.48;-0.124151687367;8122.95748141;8123;7735;0.873862158648;0.873862158648;améliore;oui;;;71423;0.0576651973747;14671;-0.00881658980405;14376
31;31;Haute-Garonne;10;Sébastien NADOT_31_10;10ème circonscription;M;NADOT;Sébastien;44;EM-MODEM;4;Non;Non;Oui;9.9;39.0881642298;6;19100;20.05;30.89;0.0479012684658;21621.2391017;21621;21886;0.90488155061;0.90488155061;améliore;oui;;;41745;0.0440392981251;29144;0.0712777308901;35470
32;32;Gers;1;Jean-René CAZENEUVE_32_1;1ère circonscription;M;CAZENEUVE;Jean-René;59;EM-MODEM;3;Non;Non;Non;7.95;45.6654712874;6;12270;16.69;33.17;0.0678864491082;14768.7846201;14769;13749;1.68965517241;1.68965517241;ameliore/surestime;oui;;;41745;0.0440392981251;16661;0.0229734941811;17618
32;32;Gers;1;Pascal PÉNÉTRO_32_1;1ère circonscription;M;PÉNÉTRO;Pascal;49;FG-FI;2;Non;Non;Non;7.95;45.6654712874;6;7806;10.62;21.11;-0.068544610576;6666.28591324;6666;5186;0.435114503817;0.435114503817;améliore;non;;;71423;0.0576651973747;10276;-6.66925258546E-4;10260
32;32;Gers;2;Christopher SOCCIO_32_2;2ème circonscription;M;SOCCIO;Christopher;32;EM-MODEM;5;Non;Non;Non;7.95;45.6654712874;6;11414;15.97;26.42;3.53141335374E-4;11423.2924904;11423;9584;-0.00491803278689;-0.00491803278689;degrade_un_peu;oui;;;41745;0.0440392981251;17784;-0.0114528760059;17321
32;32;Gers;2;Thomas GUASCH_32_2;2ème circonscription;M;GUASCH;Thomas;47;FN;2;Non;Non;Non;7.95;45.6654712874;6;8720;12.2;20.19;-0.144301624379;6254.82063927;6255;4759;0.622317596567;0.622317596567;améliore;non;;;60621;0.040893260993;6891;0.0289152745221;7400
33;33;Gironde;1;Dominique DAVID_33_1;1ère circonscription;F;DAVID;Dominique;54;EM-MODEM;3;Non;Non;Non;9.9;40.6896158004;6;19069;20.06;33.86;-0.0151287670757;18416.163062;18416;21173;-0.31036121673;-0.31036121673;degrade;oui;;;41745;0.0440392981251;21110;0.0700620978476;25590
33;33;Gironde;1;Evelyne CERVANTES-DESCUBES_33_1;1ère circonscription;F;CERVANTES-DESCUBES;Evelyne;54;FG-FI;5;Non;Non;Non;9.9;40.6896158004;6;8765;9.22;15.57;-0.146049265068;6261.84993222;6262;5261;0.714326484018;0.714326484018;améliore;non;;;71423;0.0576651973747;11688;-0.00291611565848;11610
33;33;Gironde;2;Catherine FABRE_33_2;2ème circonscription;F;FABRE;Catherine;38;EM-MODEM;4;Non;Non;Non;9.9;40.6896158004;6;13302;20.16;34.21;-0.0133711925095;12898.6943274;12899;13284;22.3888888889;1.715;surestime;oui;;;41745;0.0440392981251;18158;0.0102423482899;18602
33;33;Gironde;2;Aude DARCHY_33_2;2ème circonscription;F;DARCHY;Aude;51;FG-FI;3;Non;Non;Non;9.9;40.6896158004;6;7580;11.49;19.5;-0.126587406251;5663.45950273;5663;4436;0.609732824427;0.609732824427;améliore;non;;;71423;0.0576651973747;10511;0.00380157750153;10604
33;33;Gironde;3;Loïc PRUD'HOMME_33_3;3ème circonscription;M;PRUD'HOMME;Loïc;47;FG-FI;4;Non;Non;Non;9.9;40.6896158004;6;11060;13.65;23.9;-0.104621460177;8692.27918361;8692;7451;0.656137434192;0.656137434192;améliore;oui;;;71423;0.0576651973747;11295;-0.00965978754711;11047
33;33;Gironde;3;Marik FETOUH_33_3;3ème circonscription;M;FETOUH;Marik;40;EM-MODEM;3;Non;Non;Non;9.9;40.6896158004;6;14164;17.48;30.61;0.0637819375867;16825.7628565;16826;13232;-2.85622317597;-1.042;degrade;oui;;;41745;0.0440392981251;20089;0.0121254122234;20674
33;33;Gironde;4;Maud BESSON_33_4;4ème circonscription;F;BESSON;Maud;46;FG-FI;4;Non;Non;Non;9.9;40.6896158004;6;10974;11.72;24.15;-0.109551822221;8527.3312473;8527;6103;0.502360911517;0.502360911517;améliore;non;;;71423;0.0576651973747;14058;-0.00747277193871;13818
33;33;Gironde;4;Aziz S'KALLI-BOUAZIZA_33_4;4ème circonscription;M;S'KALLI-BOUAZIZA;Aziz;39;EM-MODEM;3;Non;Non;Non;9.9;40.6896158004;6;14136;15.1;31.1;0.0623150930807;16714.9579657;16715;13276;-2.9988372093;-1.042;degrade;oui;;;41745;0.0440392981251;19292;0.0124884172739;19872
33;33;Gironde;5;Grégoire DE FOURNAS_33_5;5ème circonscription;M;DE FOURNAS;Grégoire;32;FN;1;Non;Non;Non;9.9;40.6896158004;6;14885;13.46;22.71;-0.109577740598;11565.6780383;11566;8794;0.544902314891;0.544902314891;améliore;non;;;60621;0.040893260993;12538;0.0252586967332;13337
33;33;Gironde;5;Benoit SIMIAN_33_5;5ème circonscription;M;SIMIAN;Benoit;34;EM-MODEM;3;Non;Non;Non;9.9;40.6896158004;6;17012;15.38;25.96;0.0647616279396;20271.9603402;20272;18399;2.35039653929;1.715;surestime;oui;;;41745;0.0440392981251;30894;0.0582594778221;36073
33;33;Gironde;6;Eric POULLIAT_33_6;6ème circonscription;M;POULLIAT;Eric;42;EM-MODEM;4;Non;Non;Oui;9.9;40.6896158004;6;20567;19.84;38.8;0.067369130923;24714.0637598;24714;23543;1.3934811828;1.3934811828;ameliore/surestime;oui;;;41745;0.0440392981251;28097;0.0765371721532;34804
33;33;Gironde;6;Marie DURET-PUJOL_33_6;6ème circonscription;F;DURET-PUJOL;Marie;35;FG-FI;3;Non;Non;Non;9.9;40.6896158004;6;11013;10.62;20.78;-0.113015288335;8489.66104062;8490;7260;0.672262190248;0.672262190248;améliore;non;;;71423;0.0576651973747;14937;-0.0173560174382;14352
33;33;Gironde;7;Johanne SEBAUX_33_7;7ème circonscription;F;SEBAUX;Johanne;37;FG-FI;3;Non;Non;Non;9.9;40.6896158004;6;8771;11.39;18.95;-0.109163795997;6821.58531424;6822;5576;0.610015649452;0.610015649452;améliore;non;;;71423;0.0576651973747;11062;-0.00941285470977;10825
33;33;Gironde;7;Bérangère COUILLARD_33_7;7ème circonscription;F;COUILLARD;Bérangère;30;EM-MODEM;3;Non;Non;Non;9.9;40.6896158004;6;15401;20.0;33.27;-0.00511987899425;15220.504291;15221;16032;-0.285261489699;-0.285261489699;degrade;oui;;;41745;0.0440392981251;20259;0.0180480611023;21157
33;33;Gironde;8;Sophie PANONACLE_33_8;8ème circonscription;F;PANONACLE;Sophie;48;EM-MODEM;8;Non;Non;Non;9.9;40.6896158004;6;18219;16.68;28.0;-0.0189409787234;17441.4889486;17441;22337;-0.188926663429;-0.188926663429;degrade_un_peu;oui;;;41745;0.0440392981251;26023;0.0710748815553;31651
33;33;Gironde;8;Laurent LAMARA_33_8;8ème circonscription;M;LAMARA;Laurent;29;FN;2;Non;Non;Non;9.9;40.6896158004;6;11878;10.88;18.25;-0.111080926095;9197.34324885;9197;5841;0.444094749048;0.444094749048;améliore;non;;;60621;0.040893260993;10057;0.0230060234392;10636
33;33;Gironde;9;Sophie RIVIÈRE DURIVAULT_33_9;9ème circonscription;F;RIVIÈRE DURIVAULT;Sophie;46;FN;3;Non;Non;Non;9.9;40.6896158004;6;11121;11.88;19.68;-0.0770401455151;9313.30219939;9313;5938;0.348832722362;0.348832722362;améliore;non;;;60621;0.040893260993;12515;0.03093095378;13512
33;33;Gironde;9;Sophie METTE_33_9;9ème circonscription;F;METTE;Sophie;57;EM-MODEM;8;Non;Non;Non;9.9;40.6896158004;6;15119;16.15;26.76;-0.027680931207;14185.4179414;14185;14888;4.04329004329;1.715;surestime;oui;;;41745;0.0440392981251;27976;0.0062699750727;28389
33;33;Gironde;10;Florent BOUDIÉ_33_10;10ème circonscription;M;BOUDIÉ;Florent;43;EM-MODEM;4;Oui;Oui;Non;9.9;40.6896158004;6;12012;14.86;24.7;0.145753144393;19979.7745446;19980;16408;1.81255686988;1.715;ameliore/surestime;oui;;;41745;0.0440392981251;27649;0.0267675101056;29526
33;33;Gironde;10;Sandrine CHADOURNE_33_10;10ème circonscription;F;CHADOURNE;Sandrine;46;FN;5;Non;Non;Non;9.9;40.6896158004;6;11295;13.98;23.22;-0.0913257940725;9152.9363272;9153;6474;0.444306160548;0.444306160548;améliore;oui;;;60621;0.040893260993;9868;0.0264775882798;10530
33;33;Gironde;11;Véronique HAMMERER_33_11;11ème circonscription;F;HAMMERER;Véronique;48;EM-MODEM;3;Non;Non;Non;9.9;40.6896158004;6;11924;12.82;22.14;-0.00895450940957;11680.662024;11681;12024;-2.43;-1.042;degrade;oui;;;41745;0.0440392981251;18971;0.00239005509041;19076
33;33;Gironde;11;Edwige DIAZ_33_11;11ème circonscription;F;DIAZ;Edwige;29;FN;2;Non;Non;Non;9.9;40.6896158004;6;15478;16.65;28.74;-0.108375277957;12059.784973;12060;10230;0.651295731707;0.651295731707;améliore;oui;;;60621;0.040893260993;14169;0.0294426186908;15238
33;33;Gironde;12;Christelle DUBOS_33_12;12ème circonscription;F;DUBOS;Christelle;41;EM-MODEM;3;Non;Non;Non;9.9;40.6896158004;6;13209;15.83;26.18;-0.00807655753735;12965.6227947;12966;16426;-0.0755362138638;-0.0755362138638;degrade_un_peu;oui;;;41745;0.0440392981251;18591;0.0259051255458;19809
33;33;Gironde;12;Christophe MIQUEU_33_12;12ème circonscription;M;MIQUEU;Christophe;39;FG-FI;3;Non;Non;Non;9.9;40.6896158004;6;10415;12.48;20.64;-0.0920635842985;8425.50013684;8426;7191;0.616935483871;0.616935483871;améliore;oui;;;71423;0.0576651973747;12456;-0.007525536375;12242
34;34;Hérault;1;Julien COLET_34_1;1ère circonscription;M;COLET;Julien;43;FG-FI;4;Non;Non;Non;13.95;41.5487450702;8;12389;14.64;29.08;0.00847630036441;12638.0854487;12638;6163;-0.0399935753293;-0.0399935753293;degrade_un_peu;non;;;71423;0.0576651973747;16845;0.00129313380403;16895
34;34;Hérault;1;Patricia MIRALLÈS_34_1;1ère circonscription;F;MIRALLÈS;Patricia;49;EM-MODEM;5;Non;Non;Non;13.95;41.5487450702;8;14177;16.76;33.27;-0.0725069651409;11997.1302585;11997;13481;3.13218390805;1.715;surestime;oui;;;41745;0.0440392981251;14771;0.0491372211981;16781
34;34;Hérault;2;Stéphanie JANNIN_34_2;2ème circonscription;F;JANNIN;Stéphanie;39;EM-MODEM;3;Non;Non;Oui;13.95;41.5487450702;8;9122;15.1;27.41;-0.0384484589186;8349.13741501;8349;7375;0.442472810532;0.442472810532;améliore;oui;;;41745;0.0440392981251;11884;0.00549158802011;12037
34;34;Hérault;2;Muriel RESSIGUIER_34_2;2ème circonscription;F;RESSIGUIER;Muriel;39;FG-FI;5;Non;Non;Non;13.95;41.5487450702;8;8814;14.59;26.49;-0.102864492301;6955.18288047;6955;5886;0.634904371585;0.634904371585;améliore;oui;;;71423;0.0576651973747;10626;-9.67020149163E-4;10602
34;34;Hérault;3;Stéphane VIDAL_34_3;3ème circonscription;M;VIDAL;Stéphane;44;FG-FI;3;Non;Non;Non;13.95;41.5487450702;8;9174;10.78;17.27;0.0153452086497;9516.25496077;9516;6386;-0.122668579627;-0.122668579627;degrade_un_peu;oui;;;71423;0.0576651973747;14147;0.00630321320545;14357
34;34;Hérault;3;Coralie DUBOST_34_3;3ème circonscription;F;DUBOST;Coralie;34;EM-MODEM;3;Non;Non;Non;13.95;41.5487450702;8;14709;17.28;27.7;-0.0379657105631;13477.7512742;13478;16174;-0.840273037543;-0.840273037543;degrade;oui;;;41745;0.0440392981251;16180;0.0458647110974;18208
34;34;Hérault;4;François GAUBERT_34_4;4ème circonscription;M;GAUBERT;François;73;FN;3;Non;Non;Non;13.95;41.5487450702;8;16069;14.35;23.31;-0.0447540538874;14495.5532898;14496;9402;0.23593820309;0.23593820309;améliore;oui;;;60621;0.040893260993;18065;0.0590869963007;21147
34;34;Hérault;4;Jean-François ELIAOU_34_4;4ème circonscription;M;ELIAOU;Jean-François;60;EM-MODEM;3;Non;Non;Non;13.95;41.5487450702;8;16174;14.44;23.46;-0.0121037589825;15729.4551632;15729;16694;-0.855769230769;-0.855769230769;degrade;oui;;;41745;0.0440392981251;32206;0.0396460503468;35610
34;34;Hérault;5;Gilles ARDINAT_34_5;5ème circonscription;M;ARDINAT;Gilles;40;FN;4;Non;Non;Oui;13.95;41.5487450702;8;15493;16.43;27.85;-0.0185400908207;14845.520535;14846;10160;0.121320082505;0.121320082505;améliore;oui;;;60621;0.040893260993;17989;0.0622039960932;21263
34;34;Hérault;5;Philippe HUPPÉ_34_5;5ème circonscription;M;HUPPÉ;Philippe;49;EM-MODEM;3;Non;Non;Non;13.95;41.5487450702;8;11571;12.27;20.8;0.0350269816365;12632.0168825;12632;13142;0.675366008912;0.675366008912;améliore;oui;;;41745;0.0440392981251;25733;0.0453936329775;28919
34;34;Hérault;6;Elie ABOUD_34_6;6ème circonscription;M;ABOUD;Elie;57;LR-UMP;3;Oui;Oui;Oui;13.95;41.5487450702;8;11477;12.58;21.88;-0.0800037406477;9546.07057876;9546;7777;0.521891891892;0.521891891892;améliore;non;;;15078;0.0310684164536;21357;0.00661088673397;21690
34;34;Hérault;6;Emmanuelle MÉNARD_34_6;6ème circonscription;F;MÉNARD;Emmanuelle;48;FN;3;Non;Non;Oui;13.95;41.5487450702;8;16485;18.07;31.43;-0.0542296544815;14549.876164;14550;15061;1.35884831461;1.35884831461;ameliore/surestime;oui;;;60621;0.040893260993;15034;0.0695875290037;18196
34;34;Hérault;7;Christophe EUZET_34_7;7ème circonscription;M;EUZET;Christophe;50;EM-MODEM;3;Non;Non;Non;13.95;41.5487450702;8;12186;11.94;20.37;0.0341946128094;13273.3337695;13273;12120;-16.4696969697;-1.042;degrade;oui;;;41745;0.0440392981251;22055;0.0324577050496;23910
34;34;Hérault;7;Myriam ROQUES_34_7;7ème circonscription;F;ROQUES;Myriam;50;FN;3;Non;Non;Oui;13.95;41.5487450702;8;17838;17.47;29.82;-0.0556916526793;15691.1403473;15691;11483;0.337844217152;0.337844217152;améliore;oui;;;60621;0.040893260993;16482;0.0708514271063;20032
34;34;Hérault;8;Gérard PRATO_34_8;8ème circonscription;M;PRATO;Gérard;54;FN;3;Non;Non;Non;13.95;41.5487450702;8;12598;14.22;23.9;-0.0174098107128;12102.9654439;12103;8758;0.12890625;0.12890625;améliore;oui;;;60621;0.040893260993;12936;0.0591914893935;15148
34;34;Hérault;8;Nicolas DÉMOULIN_34_8;8ème circonscription;M;DÉMOULIN;Nicolas;37;EM-MODEM;2;Non;Non;Non;13.95;41.5487450702;8;12333;13.92;23.39;0.0191826853972;12916.2970267;12916;12954;0.938808373591;0.938808373591;améliore;oui;;;41745;0.0440392981251;21748;0.0132398104277;22443
34;34;Hérault;9;Guillaume VOUZELLAUD_34_9;9ème circonscription;M;VOUZELLAUD;Guillaume;48;FN;3;Non;Non;Non;13.95;41.5487450702;8;11416;13.9;23.83;-0.0183380377427;10943.9959174;10944;7749;0.128715571312;0.128715571312;améliore;oui;;;60621;0.040893260993;11739;0.0508370121512;13403
34;34;Hérault;9;Patrick VIGNAL_34_9;9ème circonscription;M;VIGNAL;Patrick;59;EM-MODEM;2;Oui;Oui;Non;13.95;41.5487450702;8;13209;16.09;27.57;0.12166616679;19520.4184559;19520;15033;3.45997807018;1.715;surestime;oui;;;41745;0.0440392981251;24674;0.0393423560416;27259
35;35;Ille-et-Vilaine;1;Mostapha LAABID_35_1;1ère circonscription;M;LAABID;Mostapha;48;EM-MODEM;4;Non;Non;Oui;7.8;39.4885329281;5;19296;21.54;41.15;0.0223890232463;20373.8715328;20374;16583;-0.397346111316;-0.397346111316;degrade;oui;;;41745;0.0440392981251;24394;0.0484904696494;27662
35;35;Ille-et-Vilaine;1;Patrick BERGOGNÉ_35_1;1ère circonscription;M;BERGOGNÉ;Patrick;47;FG-FI;5;Non;Non;Non;7.8;39.4885329281;5;10252;11.44;21.86;-0.136851575003;7480.95465822;7481;6207;0.685043263288;0.685043263288;améliore;non;;;71423;0.0576651973747;14887;-0.0112203175904;14507
35;35;Ille-et-Vilaine;2;Bertrand PLOUVIER_35_2;2ème circonscription;M;PLOUVIER;Bertrand;40;LR-UMP;2;Non;Non;Oui;7.8;39.4885329281;5;12423;13.47;20.84;-0.0984720980845;9902.71743745;9903;6472;0.423458242312;0.423458242312;améliore;oui;;;15078;0.0310684164536;11419;0.00439910212142;11536
35;35;Ille-et-Vilaine;2;Laurence MAILLART-MÉHAIGNERIE_35_2;2ème circonscription;F;MAILLART-MÉHAIGNERIE;Laurence;50;EM-MODEM;2;Non;Non;Non;7.8;39.4885329281;5;21721;23.55;36.43;0.030401899704;23419.1546865;23419;24727;0.564870259481;0.564870259481;améliore;oui;;;41745;0.0440392981251;28116;0.0696020555139;34031
35;35;Ille-et-Vilaine;3;François ANDRÉ_35_3;3ème circonscription;M;ANDRÉ;François;49;PS;3;Oui;Oui;Oui;7.8;39.4885329281;5;16710;19.41;30.97;0.0304145099044;18016.9980635;18017;21125;0.296036240091;0.296036240091;améliore;oui;;;16996;0.0266309411454;24640;0.0674571631378;29617
35;35;Ille-et-Vilaine;3;Mélina PARMENTIER_35_3;3ème circonscription;F;PARMENTIER;Mélina;35;LR-UMP;5;Non;Non;Oui;7.8;39.4885329281;5;17057;19.82;31.61;-0.142743834173;12278.8817022;12279;6832;0.46728606357;0.46728606357;améliore;oui;;;15078;0.0310684164536;14494;-0.00974938141554;14172
35;35;Ille-et-Vilaine;4;Gaël LE BOHEC_35_4;4ème circonscription;M;LE BOHEC;Gaël;39;EM-MODEM;2;Non;Non;Oui;7.8;39.4885329281;5;16582;18.38;29.2;0.0189899169563;17357.8247113;17358;19421;0.273335681578;0.273335681578;améliore;oui;;;41745;0.0440392981251;22912;0.0617111696951;27041
35;35;Ille-et-Vilaine;4;Jean-Marc CARREAU_35_4;4ème circonscription;M;CARREAU;Jean-Marc;52;LR-UMP;3;Non;Non;Non;7.8;39.4885329281;5;9196;10.19;16.19;-0.045918313257;8273.33575073;8273;4847;0.212232697172;0.212232697172;améliore;non;;;15078;0.0310684164536;11407;-1.55136944347E-4;11403
35;35;Ille-et-Vilaine;5;Isabelle LE CALLENNEC_35_5;5ème circonscription;F;LE CALLENNEC;Isabelle;50;LR-UMP;3;Oui;Oui;Oui;7.8;39.4885329281;5;13075;12.68;20.02;0.00244405131817;13149.2075663;13149;16667;0.0206013363029;0.0206013363029;améliore;oui;;;15078;0.0310684164536;15759;0.0438154054841;17631
35;35;Ille-et-Vilaine;5;Christine CLOAREC_35_5;5ème circonscription;F;CLOAREC;Christine;52;EM-MODEM;5;Non;Non;Non;7.8;39.4885329281;5;20879;20.24;31.97;-0.0192848653209;19972.1504517;19972;22797;-0.472888425443;-0.472888425443;degrade;oui;;;41745;0.0440392981251;25978;0.0706483067809;31552
35;35;Ille-et-Vilaine;6;Nolwenn VAHÉ_35_6;6ème circonscription;F;VAHÉ;Nolwenn;35;EM-MODEM;3;Non;Non;Oui;7.8;39.4885329281;5;17655;20.33;41.71;0.0188676496549;18475.3400422;18475;15305;-0.348936170213;-0.348936170213;degrade;oui;;;41745;0.0440392981251;24263;0.0316328061538;26246
35;35;Ille-et-Vilaine;6;Gilles PENNELLE_35_6;6ème circonscription;M;PENNELLE;Gilles;54;FN;4;Non;Non;Non;7.8;39.4885329281;5;9910;11.41;23.41;-0.0860623557514;8128.51663279;8129;5303;0.386585630562;0.386585630562;améliore;non;;;60621;0.040893260993;9056;0.0245179488319;9614
35;35;Ille-et-Vilaine;7;Gilles LURTON_35_7;7ème circonscription;M;LURTON;Gilles;53;LR-UMP;4;Oui;Oui;Non;7.8;39.4885329281;5;13026;13.2;22.22;0.020332516093;13681.7755104;13682;18641;0.116829919858;0.116829919858;améliore;oui;;;15078;0.0310684164536;16361;0.0722107863631;19974
35;35;Ille-et-Vilaine;7;Valérie FRIBOLLE_35_7;7ème circonscription;F;FRIBOLLE;Valérie;46;EM-MODEM;2;Non;Non;Non;7.8;39.4885329281;5;20274;20.55;34.59;0.0279566390768;21718.0234575;21718;19605;-2.15844544096;-1.042;degrade;oui;;;41745;0.0440392981251;22182;0.0658755931354;26527
35;35;Ille-et-Vilaine;8;Florian BACHELIER_35_8;8ème circonscription;M;BACHELIER;Florian;38;EM-MODEM;3;Non;Non;Non;7.8;39.4885329281;5;18160;21.78;34.63;0.0142806480717;18788.0664317;18788;18989;0.75753920386;0.75753920386;améliore;oui;;;41745;0.0440392981251;24440;0.0665943696598;29295
35;35;Ille-et-Vilaine;8;Emmanuel COUET_35_8;8ème circonscription;M;COUET;Emmanuel;48;PS;3;Non;Non;Oui;7.8;39.4885329281;5;6694;8.03;12.77;0.0238058475369;7093.69541615;7094;6150;-0.735294117647;-0.735294117647;degrade;non;;;16996;0.0266309411454;14115;-0.00496210332492;13955
36;36;Indre;1;Jean-Paul CHANTEGUET_36_1;1ère circonscription;M;CHANTEGUET;Jean-Paul;67;PS;3;Oui;Oui;Oui;9.75;45.8117035111;4;10887;13.56;23.87;0.0559128597604;12621.1314203;12621;5234;-0.306739784185;-0.306739784185;degrade;non;;;16996;0.0266309411454;17590;0.0216330744867;18537
36;36;Indre;1;Paulette PICARD_36_1;1ère circonscription;F;PICARD;Paulette;68;LR-UMP;2;Non;Non;Oui;9.75;45.8117035111;4;13695;17.05;30.02;-0.172133789245;9213.57652586;9214;4496;0.487118165018;0.487118165018;améliore;non;;;15078;0.0310684164536;12206;0.0256467537539;12997
36;36;Indre;2;Dominique LANYI_36_2;2ème circonscription;M;LANYI;Dominique;53;FN;2;Non;Non;Non;9.75;45.8117035111;4;12649;14.04;24.21;-0.122572672934;9538.57545714;9539;7035;0.553972212326;0.553972212326;améliore;non;;;60621;0.040893260993;13135;0.031427127142;14201
36;36;Indre;2;Sophie GUERIN_36_2;2ème circonscription;F;GUERIN;Sophie;52;EM-MODEM;2;Non;Non;Non;9.75;45.8117035111;4;12552;13.93;24.02;-0.02048486863;11973.6914315;11974;13405;-0.677608440797;-0.677608440797;degrade;oui;;;41745;0.0440392981251;24777;0.0419378274272;27572
37;37;Indre-et-Loire;1;Céline BALLESTEROS_37_1;1ère circonscription;F;BALLESTEROS;Céline;46;LR-UMP;2;Oui;Non;Oui;9.1;41.6122160371;4;8494;12.37;21.74;-0.00860935459948;8327.27490442;8327;4387;0.0406622839055;0.0406622839055;améliore;non;;;15078;0.0310684164536;9645;0.0139239018934;9970
37;37;Indre-et-Loire;1;Philippe CHALUMEAU_37_1;1ère circonscription;M;CHALUMEAU;Philippe;53;EM-MODEM;3;Non;Non;Non;9.1;41.6122160371;4;11787;17.17;30.17;0.066683422073;14132.4052719;14132;12149;6.47790055249;1.715;surestime;oui;;;41745;0.0440392981251;17870;0.0235410014192;18924
37;37;Indre-et-Loire;2;Daniel LABARONNE_37_2;2ème circonscription;M;LABARONNE;Daniel;61;EM-MODEM;3;Oui;Non;Non;9.1;41.6122160371;4;14581;16.45;26.59;0.120616356727;21446.7142058;21447;17087;2.73982442139;1.715;surestime;oui;;;41745;0.0440392981251;24845;0.051392413141;28414
37;37;Indre-et-Loire;2;Claude GREFF_37_2;2ème circonscription;F;GREFF;Claude;63;LR-UMP;5;Oui;Oui;Oui;9.1;41.6122160371;4;11952;13.48;21.79;-0.0188499831105;11444.3360361;11444;9663;0.221930974225;0.221930974225;améliore;oui;;;15078;0.0310684164536;14800;0.0224202207316;15628
37;37;Indre-et-Loire;3;Marisol TOURAINE_37_3;3ème circonscription;F;TOURAINE;Marisol;58;PS;3;Oui;Oui;Oui;9.1;41.6122160371;4;15532;15.93;28.39;0.0510134093462;17743.5508148;17744;13792;-1.27126436782;-1.042;degrade;oui;;;16996;0.0266309411454;23096;0.0476406452291;26125
37;37;Indre-et-Loire;4;Fabienne COLBOC_37_4;4ème circonscription;F;COLBOC;Fabienne;45;EM-MODEM;2;Non;Non;Non;9.1;41.6122160371;4;14557;16.14;26.78;-0.0193195113478;13923.6266859;13924;15618;-0.596606974552;-0.596606974552;degrade;oui;;;41745;0.0440392981251;18028;0.0489820407816;20472
37;37;Indre-et-Loire;4;Hervé NOVELLI_37_4;4ème circonscription;M;NOVELLI;Hervé;68;LR-UMP;2;Non;Non;Oui;9.1;41.6122160371;4;11726;13.0;21.57;-0.129077138081;8711.09503503;8711;8100;0.831494760066;0.831494760066;améliore;oui;;;15078;0.0310684164536;11700;0.0199387690814;12277
