code du département;numéro département;libellé du département;code circonscription;link2;libellé circonscription;sexe;nom candidat;prénom candidat;age_candidat;nuance_politique;csp;personnalité_bool;candidat_sortant;parti_predecesseur2007;chomage_moyen_2012;age_moy_2012;region_uda_8_wcorse;voixmodele1;%_voix/ins;%_voix/exp;predictiont1;modele2voix;modele2rounded;voixt1;convergence_modele2;convergence_modele2_cut;convergence_modele_2_tag;passe_t2_2017;tweet_tag_count;tweet_tag_avg;tweet_nuance_count;tweet_nuance_avg;voixt2Modele1;prediction;voixT2_modele2
59;59;Nord;11;Laurent PIETRASZEWSKI_59_11;11ème circonscription;M;PIETRASZEWSKI;Laurent;50;EM-MODEM;3;Non;Non;Oui;12.55;38.6882829338;2;13017;14.14;24.92;0.0529402651041;14955.8893973;14956;13110;20.8494623656;1.715;surestime;oui;;;41745;0.0440392981251;27746;0.00955091210085;28377
59;59;Nord;11;Nathalie ACS_59_11;11ème circonscription;F;ACS;Nathalie;46;FN;5;Non;Non;Non;12.55;38.6882829338;2;10915;11.86;20.89;-0.0893201024017;8885.9453441;8886;6760;0.488327316486;0.488327316486;améliore;oui;;;60621;0.040893260993;15431;0.0365309925921;16915
59;59;Nord;12;Anne Laure CATTELOT_59_12;12ème circonscription;F;CATTELOT;Anne Laure;28;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;11230;12.0;22.11;0.0283770394756;12043.1860961;12043;9710;-0.534868421053;-0.534868421053;degrade;oui;;;41745;0.0440392981251;21568;-0.0239830200355;20409
59;59;Nord;12;Gérard PHILIPPE_59_12;12ème circonscription;M;PHILIPPE;Gérard;59;FN;3;Non;Non;Oui;12.55;38.6882829338;2;17696;18.91;34.83;-0.106682368707;13841.8054528;13842;9921;0.495691318328;0.495691318328;améliore;oui;;;60621;0.040893260993;21373;0.0492435929563;24289
59;59;Nord;13;Philippe EYMERY_59_13;13ème circonscription;M;EYMERY;Philippe;65;FN;7;Non;Non;Oui;12.55;38.6882829338;2;14854;16.65;35.99;-0.12923112962;11030.9340971;11031;9893;0.770610763959;0.770610763959;améliore;oui;;;60621;0.040893260993;15102;0.0486461180585;17133
59;59;Nord;13;Elio BERTE-LANGEREAU_59_13;13ème circonscription;M;BERTE-LANGEREAU;Elio;30;FG-FI;4;Non;Non;Non;12.55;38.6882829338;2;11403;12.78;27.62;-0.191426067823;7338.25934831;7338;5434;0.68101859608;0.68101859608;améliore;non;;;71423;0.0576651973747;21862;-0.0310323669155;20354
59;59;Nord;14;Jean-Paul TISSERAND_59_14;14ème circonscription;M;TISSERAND;Jean-Paul;50;FN;3;Non;Non;Non;12.55;38.6882829338;2;17901;18.12;30.62;-0.111788918234;13838.4794873;13838;878;0.238677083945;0.238677083945;améliore;non;;;60621;0.040893260993;17901;0.0356030654894;19573
59;59;Nord;14;Paul CHRISTOPHE_59_14;14ème circonscription;M;CHRISTOPHE;Paul;46;LR-UMP;3;Non;Non;Oui;12.55;38.6882829338;2;13393;13.56;22.91;-0.261844465986;7328.80898969;7329;13004;15.588688946;1.715;surestime;oui;;;15078;0.0310684164536;13393;-0.0026250238316;13312
59;59;Nord;14;Julien LEMAITTE_59_14;14ème circonscription;M;LEMAITTE;Julien;36;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;12585;12.74;21.53;0.0323137130574;13638.4780553;13638;12407;-5.91573033708;-1.042;degrade;oui;;;41745;0.0440392981251;16514;-0.0136274822548;16004
59;59;Nord;15;Jennifer DE TEMMERMAN_59_15;15ème circonscription;F;DE TEMMERMAN;Jennifer;40;EM-MODEM;4;Non;Non;Non;12.55;38.6882829338;2;12971;13.54;22.76;0.0330317185994;14083.9951187;14084;13764;1.40353089533;1.40353089533;ameliore/surestime;oui;;;41745;0.0440392981251;28537;0.0121923550457;29373
59;59;Nord;15;Pascal PRINCE_59_15;15ème circonscription;M;PRINCE;Pascal;60;FN;7;Non;Non;Non;12.55;38.6882829338;2;16068;16.77;28.2;-0.122410750891;12121.3522509;12121;10095;0.660806964674;0.660806964674;améliore;oui;;;60621;0.040893260993;20869;0.0439942175483;23359
59;59;Nord;16;Chantal RYBAK_59_16;16ème circonscription;F;RYBAK;Chantal;64;EM-MODEM;7;Non;Non;Non;12.55;38.6882829338;2;8115;9.78;22.35;0.0382616182802;8938.18952532;8938;7266;-0.96937573616;-0.96937573616;degrade;non;;;41745;0.0440392981251;16230;-3.50846732632E-4;16217
59;59;Nord;16;Hortense DE MEREUIL_59_16;16ème circonscription;F;DE MEREUIL;Hortense;52;FN;2;Non;Non;Non;12.55;38.6882829338;2;15740;18.97;43.35;-0.0920978275854;12732.3010985;12732;10444;0.567975830816;0.567975830816;améliore;oui;;;60621;0.040893260993;18224;0.0445512960171;20431
59;59;Nord;17;Dimitri HOUBRON_59_17;17ème circonscription;M;HOUBRON;Dimitri;26;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;8489;11.54;20.35;0.0405485070403;9409.88843323;9410;7583;-1.01655629139;-1.01655629139;degrade;oui;;;41745;0.0440392981251;19421;-0.0286433869801;18181
59;59;Nord;17;Thibaut FRANCOIS_59_17;17ème circonscription;M;FRANCOIS;Thibaut;27;FN;3;Non;Non;Non;12.55;38.6882829338;2;12645;17.18;30.32;-0.130126028119;9371.14818876;9371;7993;0.703783319003;0.703783319003;améliore;oui;33;0.148333333333;60621;0.040893260993;15863;0.0197010785792;16635
59;59;Nord;18;Mélanie DISDIER_59_18;18ème circonscription;F;DISDIER;Mélanie;43;FN;2;Non;Non;Non;12.55;38.6882829338;2;17166;18.73;38.86;-0.0862266665591;14074.806783;14075;10234;0.44590305828;0.44590305828;améliore;non;;;60621;0.040893260993;18855;0.0525470797044;21638
59;59;Nord;18;Claire POMMEYROL-BURLET_59_18;18ème circonscription;F;POMMEYROL-BURLET;Claire;53;EM-MODEM;3;Non;Non;Non;12.55;38.6882829338;2;11513;12.56;26.07;0.0329999168653;12499.8169989;12500;10684;-1.19059107358;-1.042;degrade;oui;;;41745;0.0440392981251;17853;-0.0144482259391;17269
59;59;Nord;19;Sébastien CHENU_59_19;19ème circonscription;M;CHENU;Sébastien;44;FN;3;Non;Non;Non;12.55;38.6882829338;2;15993;20.23;35.9;-0.116072184625;12242.151582;12242;11839;0.902985074627;0.902985074627;améliore;oui;;;60621;0.040893260993;18388;0.046092681946;20706
59;59;Nord;19;Julien POIX_59_19;19ème circonscription;M;POIX;Julien;31;FG-FI;4;Non;Non;Non;12.55;38.6882829338;2;8959;11.33;20.11;-0.184677051048;5855.74943998;5856;4573;0.707478340173;0.707478340173;améliore;non;;;71423;0.0576651973747;19803;-0.0310323669155;18437
59;59;Nord;20;David RICHER_59_20;20ème circonscription;M;RICHER;David;40;FG-FI;5;Non;Non;Oui;12.55;38.6882829338;2;9258;11.42;25.35;-0.169212565976;6270.53520497;6271;3031;0.479685241689;0.479685241689;améliore;non;;;71423;0.0576651973747;17750;-0.0014096647235;17692
59;59;Nord;20;Ludovic DE DANNE_59_20;20ème circonscription;M;DE DANNE;Ludovic;41;FN;3;Non;Non;Oui;12.55;38.6882829338;2;14957;18.45;40.95;-0.117288133078;11417.1146064;11417;7397;0.468253968254;0.468253968254;améliore;oui;;;60621;0.040893260993;15181;0.0364249854758;16637
59;59;Nord;21;Valérie CAUDRON_59_21;21ème circonscription;F;CAUDRON;Valérie;56;FN;5;Non;Non;Non;12.55;38.6882829338;2;12800;15.5;30.72;-0.0933802487161;10323.5655793;10324;7323;0.452072302355;0.452072302355;améliore;oui;;;60621;0.040893260993;16020;0.0306703458298;17285
59;59;Nord;21;Christine LAURENT_59_21;21ème circonscription;F;LAURENT;Christine;42;PS;4;Non;Non;Non;12.55;38.6882829338;2;9638;11.67;23.13;-0.133682002299;7084.43010113;7084;1840;0.327519876892;0.327519876892;améliore;non;142;-0.0479797535211;16996;0.0266309411454;20540;-0.00294234258466;20401
60;60;Oise;1;Claire MARAIS-BEUIL_60_1;1ère circonscription;F;MARAIS-BEUIL;Claire;58;FN;8;Non;Non;Non;9.95;39.1002693605;4;15572;18.75;32.52;-0.124047662372;11702.9872713;11703;7340;0.469995140914;0.469995140914;améliore;non;;;60621;0.040893260993;19603;0.0286529054296;21038
60;60;Oise;1;Denis FLOUR_60_1;1ère circonscription;M;FLOUR;Denis;58;EM-MODEM;3;Non;Non;Non;9.95;39.1002693605;4;11602;13.97;24.23;0.0336221419705;12617.6372626;12618;9773;-0.555494805905;-0.555494805905;degrade;oui;;;41745;0.0440392981251;20764;0.00358577484519;20938
60;60;Oise;2;Agnès THILL_60_2;2ème circonscription;F;THILL;Agnès;53;EM-MODEM;3;Non;Non;Non;9.95;39.1002693605;4;12191;13.74;23.37;0.0252143676433;12966.0688272;12966;12991;0.96875;0.96875;améliore;oui;;;41745;0.0440392981251;22279;-0.00271917746401;22140
60;60;Oise;2;Gaëtan DUSSAUSAYE_60_2;2ème circonscription;M;DUSSAUSAYE;Gaëtan;23;FN;5;Non;Non;Oui;9.95;39.1002693605;4;17185;19.37;32.95;-0.133139071535;12647.6682344;12648;10684;0.697892631903;0.697892631903;améliore;oui;;;60621;0.040893260993;21865;0.0312031091858;23625
60;60;Oise;3;Philippe MURER_60_3;3ème circonscription;M;MURER;Philippe;49;FN;4;Non;Non;Non;9.95;39.1002693605;4;11519;15.6;27.34;-0.0767694942885;9652.62165743;9653;6584;0.37811550152;0.37811550152;améliore;oui;;;60621;0.040893260993;14938;0.0240121088683;15838
60;60;Oise;3;Pascal BOIS_60_3;3ème circonscription;M;BOIS;Pascal;57;EM-MODEM;3;Non;Non;Non;9.95;39.1002693605;4;9038;12.24;21.45;0.0368603135212;9916.39317723;9916;8658;-2.31052631579;-1.042;degrade;oui;;;41745;0.0440392981251;19749;0.00753977856304;20101
60;60;Oise;4;Mylène TROSZCZYNSKI_60_4;4ème circonscription;F;TROSZCZYNSKI;Mylène;45;FN;8;Non;Non;Non;9.95;39.1002693605;4;13198;14.27;24.18;-0.100931598073;10461.0800632;10461;8287;0.557320301364;0.557320301364;améliore;non;;;60621;0.040893260993;13829;0.0358437402412;15131
60;60;Oise;4;Eric WOERTH_60_4;4ème circonscription;M;WOERTH;Eric;61;LR-UMP;3;Oui;Oui;Oui;9.95;39.1002693605;4;12862;13.91;23.57;-0.0148703574108;12429.0560878;12429;12407;0.951648351648;0.951648351648;améliore;oui;;;15078;0.0310684164536;13854;0.0182833710771;14476
60;60;Oise;4;Stéphanie LOZANO_60_4;4ème circonscription;F;LOZANO;Stéphanie;41;EM-MODEM;8;Non;Non;Non;9.95;39.1002693605;4;15496;16.76;28.39;0.0223903795486;16361.6609352;16362;15607;7.8018018018;1.715;surestime;oui;;;41745;0.0440392981251;17255;0.0330610302462;18737
60;60;Oise;5;François GACHIGNARD_60_5;5ème circonscription;M;GACHIGNARD;François;45;FN;3;Non;Non;Non;9.95;39.1002693605;4;11842;16.28;27.67;-0.0849777999759;9737.49520382;9737;6596;0.401258101411;0.401258101411;améliore;non;;;60621;0.040893260993;15722;0.034494317498;17139
60;60;Oise;5;Emmanuelle BOUR_60_5;5ème circonscription;F;BOUR;Emmanuelle;60;EM-MODEM;3;Non;Non;Non;9.95;39.1002693605;4;10039;13.8;23.46;0.0179665159311;10481.7170142;10482;10218;2.4748603352;1.715;surestime;oui;;;41745;0.0440392981251;20651;0.0017674760656;20736
60;60;Oise;6;Michel GUINIOT_60_6;6ème circonscription;M;GUINIOT;Michel;62;FN;3;Non;Non;Oui;9.95;39.1002693605;4;12634;16.8;28.89;-0.0825584086355;10446.7803604;10447;7759;0.448615384615;0.448615384615;améliore;oui;;;60621;0.040893260993;16557;0.0392505473032;18287
60;60;Oise;6;Carole BUREAU-BONNARD_60_6;6ème circonscription;F;BUREAU-BONNARD;Carole;51;EM-MODEM;3;Non;Non;Non;9.95;39.1002693605;4;11203;14.9;25.62;0.0249045020543;11905.6833007;11906;11091;-6.27678571429;-1.042;degrade;oui;;;41745;0.0440392981251;20098;-0.00247591347971;19984
60;60;Oise;7;Philippe LAMBILLIOTTE_60_7;7ème circonscription;M;LAMBILLIOTTE;Philippe;64;FN;7;Non;Non;Non;9.95;39.1002693605;4;12846;16.89;29.2;-0.10198725887;10157.3556427;10157;7458;0.499072011878;0.499072011878;améliore;non;;;60621;0.040893260993;16224;0.0338519430206;17655
60;60;Oise;7;Jean-François DARDENNE_60_7;7ème circonscription;M;DARDENNE;Jean-François;57;EM-MODEM;4;Non;Non;Non;9.95;39.1002693605;4;9734;12.8;22.12;0.0381702908564;10718.7106253;10719;9066;-1.4745508982;-1.042;degrade;oui;;;41745;0.0440392981251;20164;-0.00215682986821;20064
61;61;Orne;1;Joaquim PUEYO_61_1;1ère circonscription;M;PUEYO;Joaquim;67;PS;7;Oui;Oui;Oui;9.2;44.0955830785;4;10370;14.91;24.59;0.0523003478983;11891.8918434;11892;10441;21.4366197183;1.715;surestime;oui;;;16996;0.0266309411454;15460;0.0216645447013;16293
61;61;Orne;1;Bertrand DENIAUD_61_1;1ère circonscription;M;DENIAUD;Bertrand;45;LR-UMP;3;Non;Non;Oui;9.2;44.0955830785;4;14728;21.18;34.92;-0.0951947860015;11829.0260852;11829;5614;0.318082071538;0.318082071538;améliore;non;;;15078;0.0310684164536;15350;0.0128008328956;15823
61;61;Orne;1;Raymond HERBRETEAU_61_1;1ère circonscription;M;HERBRETEAU;Raymond;67;FN;7;Non;Non;Non;9.2;44.0955830785;4;8695;12.5;20.62;-0.117935469345;6627.26164609;6627;4314;0.472038347409;0.472038347409;améliore;non;;;60621;0.040893260993;9179;0.0312441520764;9919
61;61;Orne;2;Ophélie LEROUGE_61_2;2ème circonscription;F;LEROUGE;Ophélie;39;EM-MODEM;2;Non;Non;Non;9.2;44.0955830785;4;9285;13.75;23.17;-0.0135323728075;9000.1455993;9000;10727;-0.197642163662;-0.197642163662;degrade_un_peu;oui;;;41745;0.0440392981251;12124;0.0107641058049;12436
61;61;Orne;2;Véronique LOUWAGIE_61_2;2ème circonscription;F;LOUWAGIE;Véronique;56;LR-UMP;3;Oui;Oui;Oui;9.2;44.0955830785;4;10075;14.91;25.15;-0.0147469839413;9738.63459435;9739;10699;-0.538461538462;-0.538461538462;degrade;oui;;;15078;0.0310684164536;10871;0.0184249344571;11363
61;61;Orne;2;Francine LAVANRY_61_2;2ème circonscription;F;LAVANRY;Francine;63;FN;7;Non;Non;Non;9.2;44.0955830785;4;10365;15.34;25.87;-0.142196658529;7470.89526248;7471;5690;0.619037433155;0.619037433155;améliore;non;;;60621;0.040893260993;10872;0.0244853108317;11541
61;61;Orne;3;Isabelle BOSCHER_61_3;3ème circonscription;F;BOSCHER;Isabelle;52;EM-MODEM;4;Non;Non;Non;9.2;44.0955830785;4;12358;17.25;29.43;-0.0141713488885;11961.2575575;11961;12980;-0.638263665595;-0.638263665595;degrade;oui;;;41745;0.0440392981251;13896;0.0175467037724;14494
61;61;Orne;3;Jérôme NURY_61_3;3ème circonscription;M;NURY;Jérôme;44;LR-UMP;4;Non;Non;Oui;9.2;44.0955830785;4;9016;12.58;21.47;-0.101365874346;7139.1750148;7139;12542;-0.532331253545;-0.532331253545;degrade;oui;;;15078;0.0310684164536;9856;0.0263852365591;10515
61;61;Orne;3;Katia FRÉMONT_61_3;3ème circonscription;F;FRÉMONT;Katia;39;FN;5;Non;Non;Non;9.2;44.0955830785;4;9431;13.16;22.46;-0.110245284823;7316.65302331;7317;5019;0.479147778785;0.479147778785;améliore;non;;;60621;0.040893260993;9966;0.019431192863;10444
62;62;Pas-de-Calais;1;Michel PETIT_62_1;1ère circonscription;M;PETIT;Michel;64;LR-UMP;3;Non;Non;Oui;12.3;39.9012345094;2;13420;12.87;20.9;-0.247239637674;7594.73943058;7595;8676;1.22786677909;1.22786677909;ameliore/surestime;non;;;15078;0.0310684164536;14725;0.0296356097309;15844
62;62;Pas-de-Calais;1;Bruno DUVERGÉ_62_1;1ère circonscription;M;DUVERGÉ;Bruno;60;EM-MODEM;3;Non;Non;Non;12.3;39.9012345094;2;13363;12.82;20.81;0.04249062022;14893.8563233;14894;15037;0.914575866189;0.914575866189;améliore;oui;;;41745;0.0440392981251;17313;0.0383500489109;19074
62;62;Pas-de-Calais;1;Agnès CAUDRON_62_1;1ère circonscription;F;CAUDRON;Agnès;48;FN;1;Non;Non;Non;12.3;39.9012345094;2;20744;19.9;32.3;-0.0976292228032;16567.7403993;16568;12710;0.519790888723;0.519790888723;améliore;oui;;;60621;0.040893260993;21574;0.0688999210049;26053
62;62;Pas-de-Calais;2;Alban HEUSELE_62_2;2ème circonscription;M;HEUSELE;Alban;36;FN;4;Non;Non;Non;12.3;39.9012345094;2;11563;13.56;27.2;-0.119043984182;8790.7623903;8791;7718;0.720936280884;0.720936280884;améliore;oui;;;60621;0.040893260993;13069;0.042369876296;14561
62;62;Pas-de-Calais;2;Jacqueline MAQUET_62_2;2ème circonscription;F;MAQUET;Jacqueline;68;EM-MODEM;3;Oui;Oui;Non;12.3;39.9012345094;2;13608;15.96;32.01;0.113388756756;19394.0348918;19394;15889;2.53660675142;1.715;surestime;oui;;;41745;0.0440392981251;22371;0.0409584401208;24826
62;62;Pas-de-Calais;3;José EVRARD_62_3;3ème circonscription;M;EVRARD;José;71;FN;7;Non;Non;Oui;12.3;39.9012345094;2;16652;19.45;36.45;-0.13063708138;12326.2031417;12326;11707;0.874823053589;0.874823053589;améliore;oui;;;60621;0.040893260993;18815;0.0686244787124;22701
62;62;Pas-de-Calais;3;Djordje KUZMANOVIC_62_3;3ème circonscription;M;KUZMANOVIC;Djordje;44;FG-FI;3;Non;Non;Non;12.3;39.9012345094;2;9712;11.35;21.26;-0.133988390973;7133.78937669;7134;4172;0.465342960289;0.465342960289;améliore;non;;;71423;0.0576651973747;20848;0.0226525864942;22027
62;62;Pas-de-Calais;4;Thibaut GUILLUY_62_4;4ème circonscription;M;GUILLUY;Thibaut;40;EM-MODEM;2;Non;Non;Non;12.3;39.9012345094;2;13841;15.64;27.11;0.0597004899081;16233.1507495;16233;17158;0.721133554417;0.721133554417;améliore;oui;;;41745;0.0440392981251;17898;0.0565757725343;20791
62;62;Pas-de-Calais;4;Benoit DOLLE_62_4;4ème circonscription;M;DOLLE;Benoit;51;FN;3;Non;Non;Non;12.3;39.9012345094;2;13496;15.25;26.44;-0.110509813796;10463.9403622;10464;7098;0.473898093154;0.473898093154;améliore;non;;;60621;0.040893260993;13496;0.0519747865379;15462
62;62;Pas-de-Calais;4;Daniel FASQUELLE_62_4;4ème circonscription;M;FASQUELLE;Daniel;54;LR-UMP;3;Oui;Oui;Oui;12.3;39.9012345094;2;11158;12.61;21.86;2.47963062474E-4;11164.3761882;11164;15126;0.00151209677419;0.00151209677419;améliore;oui;;;15078;0.0310684164536;11158;0.0390459228123;12317
62;62;Pas-de-Calais;5;Antoine GOLLIOT_62_5;5ème circonscription;M;GOLLIOT;Antoine;31;FN;3;Non;Non;Non;12.3;39.9012345094;2;13660;15.21;26.79;-0.127775912872;10178.2891993;10178;8789;0.71484294806;0.71484294806;améliore;oui;;;60621;0.040893260993;17680;0.0519327170201;20253
62;62;Pas-de-Calais;5;Jean-Pierre PONT_62_5;5ème circonscription;M;PONT;Jean-Pierre;67;EM-MODEM;3;Non;Non;Non;12.3;39.9012345094;2;12067;13.44;23.66;0.0474678734872;13642.6686146;13643;13145;1.46196660482;1.46196660482;ameliore/surestime;oui;;;41745;0.0440392981251;25772;0.0306967743632;27809
62;62;Pas-de-Calais;6;Brigitte BOURGUIGNON_62_6;6ème circonscription;F;BOURGUIGNON;Brigitte;58;EM-MODEM;3;Oui;Oui;Non;12.3;39.9012345094;2;13296;14.58;24.05;0.112862486873;18907.005649;18907;20173;0.815908099462;0.815908099462;améliore;oui;;;41745;0.0440392981251;24275;0.0746486393269;29878
62;62;Pas-de-Calais;6;Marie-Christine BOURGEOIS_62_6;6ème circonscription;F;BOURGEOIS;Marie-Christine;65;FN;7;Non;Non;Non;12.3;39.9012345094;2;17254;18.92;31.21;-0.133521730539;12687.2665207;12687;10914;0.720347003155;0.720347003155;améliore;oui;;;60621;0.040893260993;22264;0.0709954669867;27072
62;62;Pas-de-Calais;7;Philippe OLIVIER_62_7;7ème circonscription;M;OLIVIER;Philippe;55;FN;3;Non;Non;Non;12.3;39.9012345094;2;17068;18.32;32.67;-0.104500207068;13417.834385;13418;10033;0.518834399431;0.518834399431;améliore;oui;;;60621;0.040893260993;21333;0.0706405619727;25909
62;62;Pas-de-Calais;7;Dominique PIEDFORT_62_7;7ème circonscription;F;PIEDFORT;Dominique;58;EM-MODEM;3;Non;Non;Non;12.3;39.9012345094;2;10255;11.01;19.63;-0.0188657370691;9819.06031235;9819;8354;0.22935297212;0.22935297212;améliore;non;;;41745;0.0440392981251;22568;0.0113856497074;23184
62;62;Pas-de-Calais;8;Karine HAVERLANT_62_8;8ème circonscription;F;HAVERLANT;Karine;53;FN;4;Non;Non;Non;12.3;39.9012345094;2;16929;18.21;37.85;-0.0936285489022;13645.9179643;13646;10055;0.477596741344;0.477596741344;améliore;oui;;;60621;0.040893260993;17764;0.0673211817762;21343
62;62;Pas-de-Calais;8;Benoit POTTERIE_62_8;8ème circonscription;M;POTTERIE;Benoit;49;EM-MODEM;2;Non;Non;Oui;12.3;39.9012345094;2;12101;13.01;27.05;0.0772823828749;15027.9055197;15028;12594;5.93711967546;1.715;surestime;oui;;;41745;0.0440392981251;20534;0.0326674821871;22274
62;62;Pas-de-Calais;9;Marguerite DEPREZ-AUDEBERT_62_9;9ème circonscription;F;DEPREZ-AUDEBERT;Marguerite;65;EM-MODEM;7;Non;Non;Non;12.3;39.9012345094;2;11539;14.57;25.03;-0.0192649648784;11038.3258052;11038;10903;0.787735849057;0.787735849057;améliore;oui;;;41745;0.0440392981251;20762;0.0182714160608;21694
62;62;Pas-de-Calais;9;Jacques DELAIRE_62_9;9ème circonscription;M;DELAIRE;Jacques;66;FN;7;Non;Non;Non;12.3;39.9012345094;2;13699;17.3;29.71;-0.136646983605;10000.9644167;10001;8325;0.688128023818;0.688128023818;améliore;oui;;;60621;0.040893260993;17633;0.0642221458436;20976
62;62;Pas-de-Calais;10;Gauthier JANKOWSKI_62_10;10ème circonscription;M;JANKOWSKI;Gauthier;32;FG-FI;8;Non;Non;Non;12.3;39.9012345094;2;9111;10.09;18.37;-0.164657724903;6236.03180822;6236;5192;0.73360551161;0.73360551161;améliore;non;;;71423;0.0576651973747;21461;-0.00942740367767;21000
62;62;Pas-de-Calais;10;Ludovic PAJOT_62_10;10ème circonscription;M;PAJOT;Ludovic;23;FN;4;Non;Non;Oui;12.3;39.9012345094;2;18093;20.04;36.47;-0.122937862252;13632.412566;13632;12676;0.823518552704;0.823518552704;améliore;oui;;;60621;0.040893260993;20841;0.0574640483904;24275
62;62;Pas-de-Calais;11;Marine LE PEN_62_11;11ème circonscription;F;LE PEN;Marine;48;FN;3;Non;Non;Oui;12.3;39.9012345094;2;19526;20.58;37.09;-0.0902136396393;15863.5230999;15864;19997;-7.77494692144;-1.042;degrade;oui;;;60621;0.040893260993;22582;0.0686752761937;27251
62;62;Pas-de-Calais;11;Jean-Pierre CARPENTIER_62_11;11ème circonscription;M;CARPENTIER;Jean-Pierre;70;FG-FI;7;Non;Non;Non;12.3;39.9012345094;2;10293;10.85;19.55;-0.17773180679;6836.12768691;6836;4334;0.580130894445;0.580130894445;améliore;non;;;71423;0.0576651973747;22664;0.023508434763;23999
62;62;Pas-de-Calais;12;Coralie REMBERT_62_12;12ème circonscription;F;REMBERT;Coralie;37;EM-MODEM;3;Non;Non;Non;12.3;39.9012345094;2;9393;9.86;17.47;-0.0115339570489;9146.82489859;9147;8863;0.464150943396;0.464150943396;améliore;oui;;;41745;0.0440392981251;21173;-0.00119625630983;21115
62;62;Pas-de-Calais;12;Bruno BILDE_62_12;12ème circonscription;M;BILDE;Bruno;40;FN;3;Non;Non;Oui;12.3;39.9012345094;2;20458;21.48;38.06;-0.112979268689;15771.8960332;15772;15115;0.877035373386;0.877035373386;améliore;oui;;;60621;0.040893260993;24083;0.0528841665527;27666
63;63;Puy-de-Dôme;1;Alain LAFFONT_63_1;1ère circonscription;M;LAFFONT;Alain;69;FG-FI;3;Non;Non;Non;8.7;42.2022917151;7;9237;11.07;19.67;-0.0854012415213;7588.0415815;7588;5945;0.500911300122;0.500911300122;améliore;oui;;;71423;0.0576651973747;14610;0.0150080803142;15142
63;63;Puy-de-Dôme;1;Valérie THOMAS_63_1;1ère circonscription;F;THOMAS;Valérie;49;EM-MODEM;3;Non;Non;Non;8.7;42.2022917151;7;14588;17.49;31.06;0.00182862908534;14649.814173;14650;15481;0.0694288913774;0.0694288913774;améliore;oui;;;41745;0.0440392981251;21400;0.0480136022559;24233
63;63;Puy-de-Dôme;2;Mohand HAMOUMOU_63_2;2ème circonscription;M;HAMOUMOU;Mohand;61;EM-MODEM;3;Non;Non;Non;8.7;42.2022917151;7;14474;16.48;27.91;0.0323527739542;15687.2516164;15687;13731;-1.63257065949;-1.042;degrade;oui;;;41745;0.0440392981251;21320;0.0436066992036;23838
63;63;Puy-de-Dôme;2;Pascal ESTIER_63_2;2ème circonscription;M;ESTIER;Pascal;57;FG-FI;3;Non;Non;Non;8.7;42.2022917151;7;11852;13.49;22.85;-0.1139046643;9117.73527074;9118;7225;0.590879619624;0.590879619624;améliore;non;;;71423;0.0576651973747;15599;-0.00164496786613;15540
63;63;Puy-de-Dôme;3;Laurence VICHNIEVSKY_63_3;3ème circonscription;F;VICHNIEVSKY;Laurence;62;EM-MODEM;3;Non;Non;Non;8.7;42.2022917151;7;18962;21.3;35.91;-0.00979502561213;18539.1200457;18539;18384;0.731833910035;0.731833910035;améliore;oui;;;41745;0.0440392981251;26863;0.0575043342025;31293
63;63;Puy-de-Dôme;3;Marc CHOVIN_63_3;3ème circonscription;M;CHOVIN;Marc;63;FG-FI;7;Non;Non;Non;8.7;42.2022917151;7;10195;11.45;19.31;-0.135214654029;7467.45434531;7467;5683;0.604609929078;0.604609929078;améliore;non;;;71423;0.0576651973747;13633;0.00736033018404;13870
63;63;Puy-de-Dôme;4;Michel FANGET_63_4;4ème circonscription;M;FANGET;Michel;67;EM-MODEM;3;Non;Non;Non;8.7;42.2022917151;7;17297;17.55;29.72;0.0355928979399;18912.2519273;18912;16472;-1.95757575758;-1.042;degrade;oui;;;41745;0.0440392981251;25835;0.0383921835357;28466
63;63;Puy-de-Dôme;4;Catherine MOLLET_63_4;4ème circonscription;F;MOLLET;Catherine;52;FG-FI;5;Non;Non;Non;8.7;42.2022917151;7;11112;11.27;19.09;-0.175601508303;7416.35866025;7416;7240;0.954545454545;0.954545454545;améliore;non;;;71423;0.0576651973747;17344;-0.00833650040105;17014
63;63;Puy-de-Dôme;5;Sébastien GARDETTE_63_5;5ème circonscription;M;GARDETTE;Sébastien;38;EM-MODEM;1;Non;Non;Non;8.7;42.2022917151;7;15690;15.37;26.59;0.042772280171;17501.3914676;17501;15491;-9.10050251256;-1.042;degrade;oui;;;41745;0.0440392981251;31500;0.0361046399153;34490
63;63;Puy-de-Dôme;5;Jérôme JAYET_63_5;5ème circonscription;M;JAYET;Jérôme;37;FN;5;Non;Non;Non;8.7;42.2022917151;7;12585;12.33;21.33;-0.135039875873;9221.74999181;9222;5267;0.459551790107;0.459551790107;améliore;non;;;60621;0.040893260993;17556;0.0164983044551;18263
64;64;Pyrénées-Atlantiques;1;Séverine GHEDJATI_64_1;1ère circonscription;F;GHEDJATI;Séverine;55;FG-FI;4;Non;Non;Non;8.3;43.5462563893;6;6881;10.01;17.43;-0.171326264466;4637.94178785;4638;4404;0.905530884134;0.905530884134;améliore;non;;;71423;0.0576651973747;11257;0.00494043921852;11387
